1001000	2.82962442573187	489
1001300	2.87309967537576	44
1001400	NA	2
1004600	4.96246896428946	17
1005400	NA	2
1005800	2.91860976492794	329
1009400	2.2204950726547	47
1010100	NA	2
1012000	2.9337626309302	136
1012100	1.72848618339781	6
1013200	2.31569682938381	19
1013500	3.55642890806133	9
1013800	2.51117830137583	7
1014000	4.82210724245172	106
1017400	NA	2
1017800	NA	2
1018300	1.82649558372707	70
1018500	1.5272475829052	306
1018900	NA	3
1019500	2.51888262947308	967
1020300	2.52733487720508	514
1022900	2.36936493533881	718
102600	5.64758533122546	159
103600	2.48978541336716	43
103900	2.22967966703374	4
104000	2.15602047168566	2806
10500	2.18892679561752	18
105200	1.71662497785169	280
105800	3.66137004206067	212
106500	2.82831246340349	95
106600	1.54435840205683	15
106900	5.09144522978283	368
107700	4.03736675788678	153
107900	1.68169772908068	275
108200	2.44407760136302	111
117500	2.55312302938185	748
117600	2.90595651088627	520
1176400	1.72743480859059	14
1176500	1.77025505655763	91
1191600	3.20918287635983	46
1239400	5.13849639309247	406
1245800	4.38296052180005	226
1249000	2.268910938818	86
1260600	2.49953397112345	1309
1275500	3.34563995985398	4
1278700	1.93559700957315	18
1280400	3.59498574794374	506
1286500	3.39678381476475	427
1289700	NA	3
1295400	3.83763349537295	53
1296000	4.23257534934639	291
131100	3.23715267273423	1076
1342100	1.85484863059902	225
1345700	2.58835008420005	2189
1352000	2.94562511339417	57
1369900	1.82720085512109	26
1374300	3.19453745827789	33
1374800	3.56697516925364	15
1377100	2.56331143280835	3521
1377700	3.93874303336751	144
1377900	2.67461550768928	249
1378100	2.50271321515887	403
1391200	3.79909830057249	16
139900	3.03728868896934	164
1403200	2.4099929166627	77
1405200	1.80193793791602	52
1406300	1.35739207115013	156
1412200	2.2919368364564	486
1427400	2.85006028134117	174
1437500	1.10760182965423	14
1437800	1.90665747919869	4
14400	2.42913083497415	13
1441100	2.1616510676998	7
1445100	3.7134747377703	97
1445500	NA	1
1445600	3.99376301798411	36
146100	5.11686048513853	658
146500	2.97715433157344	116
1481600	1.55411501869717	46
1487800	2.45233701671638	31
1488400	NA	3
1490300	4.38170782357418	374
1506200	3.57991659963513	288
1506800	1.93597056324951	202
1513000	1.86601589864896	97
1513800	1.91939167038808	18
1515200	1.99488320555144	237
1515400	4.33841506092085	139
1516000	2.25922012163047	15
1516500	2.05028131159558	256
1516800	1.65607184398516	10
1517200	3.16714163500371	279
1517900	2.25376251597719	89
1518200	1.3768915257878	165
1519600	2.96019395849186	325
1520900	4.02319443280479	5
1522400	2.35442374339007	15
1523000	1.57936627050871	418
1523500	4.38115374557303	312
1523600	1.76557563610842	201
1527800	1.25112770387579	439
