1001000	2.01789435042198	489
1001300	2.01789435042198	489
1001400	2.01789435042198	489
1004600	6.17035891594346	17
1005400	6.17035891594346	17
1005800	6.17035891594346	17
1009400	1.76274016391274	47
1010100	1.76274016391274	47
1012000	1.76274016391274	47
1012100	1.86184060295309	7
1013200	1.86184060295309	7
1013500	1.86184060295309	7
1013800	1.86184060295309	7
1014000	1.86184060295309	7
1017400	NA	2
1017800	NA	2
1018300	NA	2
1018500	1.5077630682222	306
1018900	1.5077630682222	306
1019500	1.8039604684931	967
1020300	1.8039604684931	967
1022900	2.14906345978827	718
102600	6.9696002038708	159
103600	2.29998166448979	43
103900	2.29998166448979	43
104000	2.29998166448979	43
10500	2.29998166448979	43
105200	1.79939301666735	280
105800	1.79939301666735	280
106500	1.79939301666735	280
106600	1.54435840205683	15
106900	1.54435840205683	15
107700	5.2325466502411	153
107900	2.00903482029134	275
108200	4.01727175292118	114
117500	4.01727175292118	114
117600	4.01727175292118	114
1176400	4.01727175292118	114
1176500	1.75595435520203	91
1191600	1.75595435520203	91
1239400	4.82895174041936	404
1245800	6.61448555235202	226
1249000	6.61448555235202	226
1260600	2.49690127487744	1309
1275500	2.49690127487744	1309
1278700	2.49690127487744	1309
1280400	3.43157487366716	512
1286500	5.24969147513813	427
1289700	NA	3
1295400	4.09686240106134	53
1296000	4.09686240106134	53
131100	3.23715267273423	1076
1342100	3.23715267273423	1076
1345700	2.58745903625939	2189
1352000	2.62599807713744	60
1369900	1.94963826089953	26
1374300	1.94963826089953	26
1374800	3.56427320305216	15
1377100	2.56407025654347	3521
1377700	4.58292864572813	144
1377900	3.1396309197157	249
1378100	2.60487506289938	403
1391200	3.55305583755481	16
139900	3.03728868896934	164
1403200	2.3981218013713	77
1405200	2.3981218013713	77
1406300	1.81451780695995	156
1412200	2.24706928390626	486
1427400	2.70962679708231	174
1437500	1.16217922069511	14
1437800	1.16217922069511	14
14400	1.16217922069511	14
1441100	1.28736080159859	7
1445100	3.73308691746665	97
1445500	NA	1
1445600	3.62528695363325	36
146100	4.98552054900187	658
146500	4.98552054900187	658
1481600	4.98552054900187	658
1487800	4.98552054900187	658
1488400	NA	3
1490300	4.64962092519772	374
1506200	4.64962092519772	374
1506800	2.01830697954822	202
1513000	228.048888523343	121
1513800	4.94160204626789	18
1515200	4.94160204626789	18
1515400	4.3486022425791	139
1516000	1.98281858186639	15
1516500	2.01725077690321	256
1516800	1.57323847572527	10
1517200	1.9254259422282	279
1517900	2.76187096240257	89
1518200	2.76187096240257	89
1519600	2.76187096240257	89
1520900	4.02322473301793	5
1522400	4.02322473301793	5
1523000	1.56397027248073	418
1523500	3.49239479463828	312
1523600	1.77944628602379	197
1527800	1.19401711366579	439
