"large.deep"	"small.deep"	"large.shallow"	"small.shallow"	"all.lakes"
0.05	0	0.069444444375	0.0617283955555558	0.0595238092857143
0.0555555599999984	0	0.0555555549999998	0.0370370366666665	0.0462962963333333
0.055555556	0	0.065079365	0.0555555554545454	0.059259259
0.0648148148333334	0.0505050505	0.0656565663636364	0.0740740755555555	0.0653594770882354
0.0555555556	0	0.0555555553846153	0.0499999999999999	0.05
0.0555555554272727	0	0.075	0.0466666666666666	0.0583333335416668
0.0666666666666666	0	0.0695974236956523	0.0304347826086956	0.0555555559166665
0.0555555555	0	0.0699999999999999	0.0458041958041959	0.0557738095238096
0.0555555549999998	0.00434782608695651	0.0692307692307691	0.0249999999999999	0.0555555556666666
0.0499999999999998	0	0.0555555560000002	0.0617283955555555	0.0545454545454545
0.0600000000000001	0	0.0722222222222223	0.032679738235294	0.0555555557142858
0.0555555562499999	0	0.0722222219999999	0.0333333320000001	0.0555555599999984
0.0625	0	0.0571428571428569	0.0333333333333335	0.0520833331249999
0.0539682539999999	0.0108187134502924	0.0555555566666666	0.0525062659022555	0.0538461538461539
0.0539682539999999	0	0.0555555560000002	0.0266666666666666	0.0476190478571429
0.0541666666666667	0	0.0625	0.0246913583333333	0.0522875817647059
0.0555555549999998	0	0.0616334279914529	0.0555555559999998	0.055555555000001
0.0555555555000001	0	0.0694444437500001	0.0185185183333338	0.0555555550000002
0.0466666666666667	0	0.0666666666666667	0.0418859653289475	0.0509259258333333
0.0666666666666667	0	0.0634920634999999	0.0617283955555558	0.0588235294117647
0.0555555549999998	0.00925925962499988	0.0634920628571428	0.0400000000000003	0.0555555557142858
0.061728395	0	0.0694444437500001	0.0555555550000008	0.0595238092857144
0.0549999999999997	0	0.0656565663636364	0.0277777774999999	0.0555555549999998
0.0592592593333334	0	0.0740740743650794	0.0555555555555556	0.0617283950555555
0.0555555560000002	0	0.0750000000000002	0.0505050499999998	0.0617283944444446
0.0538461538461539	0	0.0703703700000003	0.0166666666666669	0.0555555555999999
0.05	0.00454545454545453	0.0729166668750001	0.0476190476190476	0.055555556666666
0.0555555556	0	0.0634920628571428	0.0344827586206897	0.0555555556125001
0.06	0	0.0648148150000001	0.0394491130924369	0.0555555562500002
0.0626262626363637	0.011111111	0.07222222225	0.00999999999999996	0.060606060909091
0.0636363636363637	0	0.0793650785714287	0.04375	0.0648148149166664
0.0555555549999998	0	0.0555555599999984	0.0100000000000001	0.0462962958333334
0.0422064777327935	0.025	0.0555555555	0.0692307692307693	0.0509259258333333
0.0555555549999998	0	0.0555555549999998	0.0584795321052631	0.05
0.05	0	0.0617283944444442	0.03968254	0.0518518520000001
0.0733333333333334	0	0.074074073333333	0.0555555566666672	0.0666666670000002
0.0462962966666668	0	0.0705882352941176	0.0142857142857144	0.0555555549999998
0.0571428571428572	0	0.0625	0.0289915966386555	0.0555555549999998
0.0555555560000002	0.0142857142857142	0.057971014347826	0.0333333333333333	0.0541346152564103
0.0571428571428572	0.0120551923856209	0.075	0.031057098888889	0.061728395
0.0612698412767857	0	0.0694444437499999	0.0294117647058824	0.0558611111666667
0.0617283955555556	0	0.0555555560000002	0.0245454545454545	0.0493827166666667
0.0527046782236841	-0.00530303005050502	0.0679506175	0.0555555566666672	0.0555555560000002
0.0555555555	0	0.0783333333333337	0.0555555564583329	0.0648148148333334
0.0617283955555556	0	0.0666666666666666	0.0277777799999992	0.0555555550000015
0.0555555555634921	0	0.0833333333333333	0.0142857142857142	0.061111111
0.0462962963333333	0	0.0694444450000002	0.04	0.0555555555
0.0684697854824561	0	0.0666666670000002	0.0499999999999989	0.0578362574210525
0.074074074	0.0083333333333333	0.0694444443750001	0.0375000000000001	0.0617283944444442
0.0663333324999998	0.010050505	0.0625	0.0447222225000001	0.0588235294117647
0.0454545454545455	0.00682870370000002	0.0499999999999999	0.0505050504545455	0.0457924837254901
0.0499999999999998	0	0.0625	0.0333333340000001	0.052198067521739
0.0598290599999999	0	0.0617283944444442	0.0222222222222222	0.0500000000000007
0.055555556	0	0.0634920642857146	0.0333333333333334	0.0555555549999998
0.0569047620714286	0	0.0649999999999995	0.0150000000000006	0.0509259258333335
0.0493827166666666	0.00396825357142865	0.0694444437499999	0.0416666666666667	0.0555555557142853
0.05	0	0.060606060909091	0.047619047857143	0.0505050509090909
0.0555555560000002	-0.00104166665625	0.0733333333333334	0.0396825400000001	0.0569444449999996
0.0505050504545455	0	0.0653594770588237	0.0396825400000001	0.0555555555
0.0606060609090907	0	0.0718954247058823	0.0354187032111437	0.0555555560000002
0.050859788345238	0	0.0555555566666672	0.0370370373333332	0.0471825398214284
0.0555555553333334	0	0.0600000000000001	0.0531372552352944	0.0555555549999998
0.0555555555555556	0	0.0634920635714286	0.0555555557499998	0.0555555560000002
0.0629629633333337	0	0.0648148150000001	0.0370370366666665	0.0555555566666666
0.0555158703571434	0.00869565217391301	0.0617283955555556	0.05	0.0555555549999999
0.0666666666666667	0	0.07	0.0476190482142858	0.0611111118333333
0.0699999999999999	0	0.0740740733333336	0.0307692307692308	0.0617283955555558
0.0555555555714286	0	0.0555555575	0.0285714285714285	0.0500000000000001
