observed	modeled
10.3	8.0702
10.285	8.5405
10.021	8.8428
9.7753	8.97
6.4407	7.3682
7.8355	7.6735
8.3443	8.0227
8.9248	8.1627
8.6795	8.3111
9.1937	8.5048
8.633	8.702
8.7663	8.8976
8.9356	9.1137
8.6778	9.2491
8.3571	9.2302
10.855	10.796
11.074	11.183
11.249	11.251
10.837	11.477
11.584	11.54
11.326	11.732
10.95	11.819
10.751	11.905
10.784	11.711
7.4452	8.5745
8.2992	9.0025
9.037	9.3901
9.1613	9.746
9.5529	10.032
9.651	10.456
9.7147	10.393
9.6478	9.9964
3.5506	4.2742
6.1027	6.6775
7.4936	7.0848
8.0156	7.3809
7.9382	7.6373
8.4031	7.8869
8.5144	8.1955
8.4169	8.3262
8.4646	8.6861
8.1	8.8263
7.3141	8.4123
7.3541	7.8345
7.8975	7.9076
8.308	8.0707
8.5258	8.3791
8.9562	8.8158
8.7104	9.0049
8.2006	9.2372
8.402	9.6385
8.9533	9.0394
8.4305	8.8847
8.3393	7.9636
10.608	10.346
10.729	9.8626
10.316	9.6277
10.43	9.5191
10.508	9.221
10.358	9.832
10.503	10.005
10.831	10.161
10.196	9.9016
10.154	9.9814
2.9863	4.1388
8.3636	8.814
9.0393	8.8199
9.5175	8.7373
9.704	8.5834
9.6376	8.3632
9.8186	8.5553
9.7961	8.7559
9.5867	8.515
9.4	7.8795
8.228	8.4626
8.7528	8.9333
8.8257	9.1891
8.799	9.383
8.7443	9.4224
8.9743	9.6247
9.1585	9.8008
9.8122	9.8798
9.4821	9.9793
4.7148	7.5769
6.1566	7.6153
6.7107	7.9872
7.3978	8.4626
7.7141	8.7603
7.9835	9.3537
8.2367	9.4579
7.9617	9.5932
8.1567	9.6199
3.4326	4.2981
8.5568	8.4507
9.8717	9.2427
10.355	9.4705
10.368	9.5777
10.693	9.7695
10.196	9.4748
10.129	9.1914
10.271	9.4313
10.021	9.6392
9.9146	10.079
9.9768	9.8584
7.4862	7.6418
7.7464	7.5722
7.7337	7.7742
8.2608	8.207
8.6419	8.3351
8.5193	8.508
8.633	8.7017
8.4884	9.0553
3.1401	6.1156
7.45	6.5918
8.0232	7.0712
8.1845	6.9322
8.2459	7.0433
8.5571	7.2303
8.4889	7.4796
8.5049	7.272
8.5477	7.4131
8.8407	7.6239
8.5533	6.6604
7.2758	7.727
9.1461	10.205
9.6168	9.1192
9.4216	9.3423
9.8981	8.7306
9.6075	8.817
9.6523	9.2215
9.8262	9.3813
9.5396	9.6153
8.1379	7.8088
8.5803	8.203
9.0427	8.7613
9.1705	8.8731
9.0357	9.0646
9.3512	9.256
9.2101	9.2933
9.1845	9.3725
2.3911	4.0738
6.6619	7.4539
6.5627	6.9312
6.8618	7.113
6.9867	7.3914
8.2151	7.9302
8.0366	8.0183
8.2839	8.4515
8.6923	8.682
7.5857	6.9869
7.5785	7.2658
8.1385	7.4024
8.5425	7.6299
9.0085	7.86
9.0946	8.1087
9.1033	8.3806
9.337	8.6329
9.7101	8.9175
9.5038	8.952
9.3868	8.808
8.9644	8.8008
11.848	9.1105
10.934	8.877
9.0154	9.1341
9.7722	9.9971
10.073	10.082
10.252	10.031
11.201	10.186
11.217	10.417
11.388	10.516
11.292	10.556
11.235	10.638
11.211	10.785
10.539	10.663
2.7222	4.2146
8.1784	7.6177
11.196	10.147
11.22	10.275
11.324	9.5634
11.356	9.633
11.497	9.8302
11.278	10.009
11.437	9.1605
6.6131	7.3949
9.3416	9.5735
9.1542	9.8121
9.3914	9.9295
9.3716	9.824
9.6576	9.6311
9.6944	9.4023
9.861	9.3448
10.004	9.3973
9.9804	9.5749
10.331	9.8241
9.7342	9.2116
11.689	9.7256
8.1297	8.614
8.0667	8.517
8.3294	8.4697
8.9379	8.5384
9.2103	8.8683
9.7873	9.1386
9.8772	9.2426
9.9889	9.4081
10.147	9.4808
10.144	9.696
10.197	9.8476
9.9	9.7837
8.0386	8.2324
9.9393	9.7494
10.276	9.751
10.104	9.778
10.778	9.9684
10.338	9.9567
10.388	10.285
10.499	10.343
10.629	10.458
10.271	10.54
8.2	9.9067
11.06	10.712
10.891	11.37
10.852	10.959
10.807	11.053
11.474	11.234
11.068	11.226
11.011	11.364
11.097	11.575
10.742	11.232
3.6886	4.2671
6.8491	6.4616
7.4854	5.9214
8.6306	6.5075
9.0267	7.0265
9.8518	7.3891
10.042	7.8796
10.412	7.9565
10.493	8.1065
11.009	8.4598
10.574	8.8056
10.532	8.9857
6.7036	7.9381
7.5899	7.5395
7.9964	8.302
8.7362	8.7431
9.0956	8.8296
9.2306	9.036
9.1176	9.1833
9.4419	9.3751
9.3921	9.4844
9	9.3277
8.1559	8.1767
12.573	9.6276
12.335	9.2434
14.516	9.2931
13.365	9.9291
13.239	10.127
12.888	9.9649
12.923	10.111
12.833	10.297
13.036	10.37
12.657	10.435
10.042	8.2711
11.267	7.228
11.669	10.636
12.242	10.789
12.147	10.789
12.279	10.63
12.099	10.199
12.306	10.534
11.826	10.296
13.793	10.648
7.3027	7.353
8.6543	7.9117
9.556	8.0991
9.9655	8.4686
9.9895	8.6279
10.188	9.133
10.318	9.3619
10.271	9.4472
10.036	9.1931
7.1561	10.644
9.4444	20.616
11.556	25.218
4.8261	5.2739
6.6902	9.4315
8.1252	16.75
10.195	19.747
10	23.166
10.778	22.297
11.389	24.994
14.556	16.435
7.1557	10.822
11.167	23.401
11.778	15.393
12.833	17.148
13.222	19.037
13.556	20.278
14.722	21.305
16.667	21.14
9.2727	8.3908
14.612	14.587
14.609	20.685
15.944	25.962
18.111	22.042
15.199	13.255
9.2347	12.601
9.8889	18.455
10.667	20.651
6.6045	4.7241
16.667	22.058
13.333	23.562
12.778	24.707
6.9207	6.219
9.322	6.4104
10.166	6.7725
10.903	7.485
11.286	7.6787
11.612	7.7933
11.886	7.9646
12.222	8.3083
11.552	8.3485
5.8863	5.3004
6.7132	6.5081
7.4427	6.8798
7.8012	7.0133
8.7902	7.2124
9.3989	7.4098
9.1553	7.6949
9.0318	7.9982
10.513	8.5412
9.7829	8.7364
9.7176	8.592
7.347	7.0929
7.3868	7.3534
7.8214	7.3843
8.5294	7.7132
8.8602	7.9782
9.295	8.0119
9.2181	8.1695
9.7295	8.4351
9.8434	8.9171
9.7375	8.9134
9.633	8.9639
4.1406	4.2182
5.3144	4.1602
6.189	4.3641
7.7469	7.4391
8.1418	7.3498
8.3792	7.6584
8.9553	7.9931
9.4989	8.2561
9.4626	8.3148
9.7988	8.4033
10.013	8.7379
9.343	9.2207
6.3186	6.8683
6.6743	7.1575
7.2376	7.3684
7.3165	7.6039
7.5619	8.0348
7.7887	8.3762
8.2393	8.779
8.1319	8.6227
7.673	9.3366
8.0313	6.0299
8.7123	7.5304
9.557	8.1033
10.471	9.044
10.339	9.1156
10.215	9.2754
6.5635	5.6806
7.59	6.7058
8.4002	6.8611
9.3867	7.0779
9.7557	7.2247
9.9581	7.5368
9.9259	7.8258
10.306	8.7457
10.658	8.8828
8.2688	7.2532
3.6311	4.6504
5.2905	4.2329
6.6623	6.2943
6.9696	6.3532
8.1427	7.2074
8.7215	7.6829
9.3769	8.1751
8.9176	8.3345
9.6537	8.5077
8.5467	8.8731
8.7589	8.3864
5.102	4.7992
6.4583	8.1407
6.7649	7.5203
6.9758	7.4138
7.8754	7.2713
8.0384	7.3819
8.3474	7.6728
8.7918	7.9793
8.5342	8.2498
7.8593	8.4943
8.2863	8.7518
8.4866	8.2766
8.0816	9.0058
8.6	9.099
5.7658	5.5525
6.1187	5.9759
6.6987	6.3202
7.4124	6.8086
7.8595	7.1765
8.4764	7.4344
8.4689	7.6833
8.3491	8.0337
8.851	8.2974
8.7849	8.5932
8.8552	8.8638
8.5223	8.7255
8.1962	8.5555
3.483	4.1585
7.7606	8.9707
8.6792	8.0821
7.9205	8.3313
8.0499	8.655
8.5449	8.9271
9.0255	9.258
8.2391	9.7987
5.3491	5.6302
7.0789	7.386
7.4193	7.269
7.6596	7.8711
7.8607	7.6669
7.9495	7.7971
7.897	8.0303
8.2103	8.284
8.7389	8.5906
8.6591	9.0667
8.6372	9.3618
5.1378	7.0579
6.3346	7.0781
7.0832	7.5247
7.7291	7.8526
7.6811	8.2396
8.1995	8.4779
8.4212	8.9375
7.8279	8.2993
3.9647	4.3401
5.8851	5.9592
8.8772	7.3122
7.6219	7.7275
7.9291	7.971
8.2552	8.1563
8.6184	8.4734
8.6983	8.7848
9.0457	9.0992
8.6053	9.1656
8.345	9.3524
8.8478	9.5268
9.1289	9.7389
6.1411	5.7249
6.6239	7.2807
6.4088	7.4771
6.533	7.7534
7.1302	8.0293
7.2619	8.354
7.6977	8.6248
7.9782	8.9458
8.3179	9.1249
8.4101	9.3579
8.1918	9.539
7.7518	10.165
4.9274	4.534
6.084	6.9264
6.151	6.6971
6.9394	6.9617
7.9231	8.0338
8.0479	8.4834
8.2273	8.2463
8.2405	7.7537
5.6798	5.7225
6.114	6.0769
8.155	8.4149
7.7559	8.8859
8.166	9.3217
7.7646	9.4564
7.6878	9.5084
8.2818	9.937
7.1413	4.7646
7.2876	6.3973
8.0154	6.7805
7.7568	6.9583
7.802	7.293
7.5294	7.371
7.8758	7.6373
7.9086	7.7213
7.9113	8.3279
6.0493	6.4371
6.3385	6.7432
6.8755	7.2392
7.2707	7.6117
7.7018	7.9311
7.1955	8.2541
8.1252	8.7453
8.2851	9.046
8.5376	9.3511
8.3955	9.4888
8.096	9.5416
7.9264	9.5267
5.8833	6.5565
6.3375	7.1361
6.8365	7.7372
7.1074	8.092
7.8914	8.6624
7.9857	8.9258
8.169	9.145
8.7096	9.7231
9.1172	9.8257
8.6656	9.7277
8.6292	9.8303
8.582	10.478
6.5057	7.882
6.3401	7.2518
6.704	7.6907
7.8652	7.9937
8.3231	8.385
7.8929	8.466
8.2519	8.6268
8.7653	9.5035
8.2403	9.7155
8.5522	9.7023
8.5393	9.2899
2.2791	4.973
2.8507	4.2668
5.3454	6.3928
7.857	8.4667
7.6649	10.311
7.9853	9.3861
8.02	9.5828
8.6176	10.172
8.8598	10.471
9.1247	10.757
3.6481	4.6448
6.1609	6.175
8.1152	6.0071
6.6999	7.149
7.2588	7.0156
8.1338	8.1253
9.0547	8.6717
8.7378	8.925
8.8672	9.2508
9.1578	10.118
5.5952	6.5119
5.9443	8.5619
6.4551	8.2144
6.6978	8.3471
7.3388	8.7408
8.0732	9.1946
8.4618	9.4885
8.5191	9.9459
8.6389	10.187
8.9354	10.393
8.7572	10.649
5.1784	5.3228
6.7007	7.4293
8.1275	8.1663
8.3396	8.8506
8.7382	9.3605
8.8577	9.6182
8.7598	9.8806
9.0862	10.045
8.886	10.158
8.7975	10.39
9.1144	10.498
8.9765	10.56
5.6285	5.6323
6.0501	7.3861
6.5799	7.5795
7.0047	7.7896
7.0486	8.1071
7.8249	8.4167
7.9274	8.551
8.0943	8.9718
8.0408	9.7623
4.3005	4.3104
5.7758	6.2007
5.3534	6.3268
5.7699	7.0561
6.1122	7.4027
6.8895	7.9445
6.9634	8.0785
7.6434	8.3873
7.8264	8.5316
7.6626	9.0729
8.3444	9.1184
8.4537	9.4859
8.2442	9.5518
8.3349	9.8694
5.9756	5.965
5.8924	7.3882
6.4464	8.3951
6.9556	9.0279
7.3632	9.2429
8.0521	10.089
7.8094	9.8161
5.7649	6.0993
6.5298	7.2371
6.5963	8.7187
7.3323	8.4717
7.5788	8.6927
7.8891	9.1543
8.5193	10.04
8.5165	10.249
7.0184	5.693
6.4375	7.8591
6.8938	7.5472
7.0724	11.538
7.295	10.656
7.9742	10.455
8.0375	10.203
7.9962	9.6061
8.0592	9.657
8.584	9.8461
8.4335	10.179
8.4862	10.317
8.6887	10.645
8.6561	10.645
8.9194	10.981
8.7471	11.045
9	11.206
5.079	6.6289
5.436	7.4362
6.2723	7.7364
5.6803	7.9986
5.8817	8.224
5.9322	8.4735
6.0293	8.7306
6.2055	8.9878
6.3804	8.84
6.4382	9.0922
7.1823	9.4067
7.1106	9.7379
7.1784	10.003
7.2744	10.2
7.5118	10.277
7.3204	13.839
7.513	15.946
9.8889	12.678
10.056	15.847
10	18.018
6.4247	5.4866
7.622	10.187
8.0683	10.968
8.4481	11.505
8.0421	11.539
8.4231	12.122
8.0929	13.426
8.3889	15.806
8.2778	16.796
8.5556	17.675
8.8889	18.844
8.8889	20.51
10	14.546
6.0511	4.2275
7.7288	9.529
9.5556	17.343
7.396	6.5341
12.389	15.086
15.556	18.863
16.667	19.549
13.389	18.203
13.333	18.925
13.889	19.518
17.778	22.155
13.889	20.399
15	20.559
16.111	21.048
15.975	14.31
15.717	14.779
15.422	15.696
7.3398	6.8912
7.2771	7.0167
7.9143	8.3909
8.6481	9.3306
9.2558	10.911
9.6163	12.292
10	12.941
10.167	13.882
10.765	14.804
10.389	16.35
11	16.833
10.889	17.568
11.056	18.414
11.167	18.967
11.056	19.016
11	20.394
11.667	17.575
13.389	12.189
14.167	14.099
15	15.144
14.667	17.674
15.056	18.998
17	20.178
20.091	19.065
18.556	19.208
18.389	19.309
15.056	13.321
20.778	18.283
10.369	15.595
11	19.169
17.277	18.095
21.111	22.578
15	17.622
19.444	20.293
21.111	23.236
18.333	15.033
20	22.04
23.813	21.751
17.222	19.602
18.333	21.607
11.021	11.025
13.556	12.326
8.914	9.7966
12.308	14.272
12.114	14.703
14.611	19.276
14.444	19.281
14.833	22.295
6.7823	5.8683
7.1204	6.8779
7.2301	7.5802
7.5778	7.4518
7.5911	9.3164
5.6526	4.7692
6.5392	7.2565
6.7421	7.101
7.1706	7.8242
6.9624	9.0142
5.2844	5.35
5.7541	6.2117
5.9987	6.8275
6.184	6.9198
4.6404	5.8743
5.4025	6.6027
5.4006	7.1237
6.0181	7.5842
6.6515	10.966
7.4127	7.7509
6.2179	7.1513
6.2984	7.6456
6.4388	8.3859
6.0373	6.6395
6.8182	6.5416
6.8975	6.7319
7.075	7.1767
7.5045	7.8892
5.8042	6.3381
7.3575	6.563
7.8818	6.9752
8.3828	7.7101
6.7613	7.0119
6.9705	7.5001
7.1907	7.9819
7.3759	7.9281
11	14.604
15	19.972
11.835	12.501
10.556	13.924
10.389	14.674
15.556	17.536
11.5	18.82
13	21.082
16.667	20.53
7.3953	7.8618
10.22	7.3467
9.1747	7.2021
8.14	7.3745
7.8167	8.8781
9.5468	6.7293
7.2888	6.4877
7.2403	6.741
8.2147	7.9526
8.6297	7.9563
9.0585	8.2099
8.4913	7.3333
8.245	7.534
8.1489	7.9686
7.8666	8.0127
8.6962	6.7873
7.8457	6.966
7.7944	7.1891
7.4552	7.0123
7.4693	7.197
6.7856	5.7844
7.3498	6.2453
7.3914	6.5344
7.7629	6.601
8.0996	6.9242
10.556	11.614
8.018	8.2588
9.4679	7.1651
9.1835	7.292
9.7303	5.5129
10.371	7.4937
9.4926	6.2642
18.611	22.906
7.7937	6.3752
8.7613	6.8129
5.6704	7.1523
5.1361	5.4222
6.3504	6.187
5.9287	5.9248
10.652	18.863
11.111	20.075
10.226	14.065
13.895	17.647
10.348	13.498
10.37	11.997
10.246	15.29
11.166	16.782
10.178	19.408
9.6141	12.778
10.178	17.58
9.6804	20.787
10.489	14.164
9.7108	17.477
7.7778	9.1431
9.6141	12.785
10.222	18.809
10.479	15.268
11.09	14.084
11.777	17.927
11.371	16.426
11.667	20.071
10.451	13.007
11.932	16.201
11.448	19.126
13.67	15.257
14.317	16.858
13.997	21.071
14.843	20.417
11.871	12.693
13.127	15.365
13.538	16.981
10.898	11.656
11.48	13.534
11.674	16.441
11.764	18.384
9.4632	7.4612
8.391	8.6075
8.0611	6.0098
9.3311	6.6871
9.1	6.6055
13.7	14.084
13.8	17.06
10.657	12.684
8.3333	17.736
6.4943	7.4715
8.9355	13.455
9.4388	15.428
9.4444	18.365
11.448	19.02
7.9291	6.4924
8.6287	13.119
9.4444	16.687
9.4444	19.237
5.3978	5.5763
9.7857	14.907
9.4444	17.281
10	19.985
11.111	12.456
7.3521	8.8957
9.0206	12.771
9.4444	15.936
10	18.876
7.3588	7.4325
11.243	14.253
10.556	16.529
15.461	18.88
6.2005	7.2474
8.4272	13.14
9.3691	16.321
10	20.296
6.7358	9.3111
11.111	15.042
12.222	16.872
8.0093	8.9488
11.702	14.355
15	16.928
14.444	19.236
8.316	8.6241
11.667	13.263
13.889	16.73
18.425	19.666
8.0239	9.1228
13.87	14.019
14.444	17.285
11.111	20.169
7.3139	9.2464
12.13	13.312
14.026	17.032
13.333	19.558
8.8471	10.289
10.556	13.436
12.89	17.098
12.222	20.534
9.7388	10.825
7.9863	13.356
8.4649	18.235
8.3333	20.302
7.9161	11.091
9.9969	13.341
14.444	15.9
11.667	18.489
21.667	21.79
12.222	19.6
20	23.839
8.8889	13.678
10.556	17.591
11.111	10.339
10.556	17.43
12.966	20.717
17.778	24.797
20	24.137
10.89	13.901
10.8	13.631
15	19.489
8.3467	6.1862
11.202	6.072
10.398	6.3275
13.439	6.5995
11.812	7.4596
9.4444	8.1355
9.3044	10.228
7.7243	8.2179
8.0293	8.9355
8.9971	10.985
9.4202	9.8115
8.9788	9.538
6.6667	10.865
7.7944	9.5206
7.9675	9.8128
8.0813	10.168
8.4604	11.41
8.6188	11.494
9.0847	11.682
9.2202	11.883
9.5577	12.036
9.5387	12.132
9.3781	12.193
11.449	8.176
11.163	11.122
11.23	11.148
10.987	11.144
10.922	11.146
10.841	11.33
10.88	11.413
10.344	11.309
8.5716	8.3652
9.2177	8.6574
9.3653	8.7824
9.3735	9.0998
9.299	9.1455
9.0822	9.3817
20.556	15.673
16.686	15.304
19.282	14.45
18.333	14.229
20	11.72
18.892	12.113
17.778	16.029
20	15.769
18.889	16.279
17.785	14.983
17.222	14.902
15.617	15.164
15.556	12.848
16.667	13.618
21.565	14.025
19.444	13.912
17.222	21.203
13.333	14.665
15.556	13.552
17.04	17.893
19.95	17.885
20.556	17.77
20.556	17.933
21.111	17.791
22.222	17.657
22.778	17.813
19.8	18.423
22.157	17.497
21.017	18.083
18.727	18.556
20.556	14.876
21.111	15.149
20.556	15.35
21.111	15.477
18.889	16.257
21.667	16.849
21	14.569
20.889	16.14
23	14.713
19.389	16.516
16.17	19.164
18.889	19.498
23.305	19.363
20	20.353
23	16.733
23.158	18.399
18.889	18.009
13.889	15.298
21.167	15.391
22.778	15.373
23.7	15.423
21.245	15.274
18.556	15.744
19.735	15.494
23.389	21.758
21.966	18.354
23	22.266
24.81	21.827
20.667	22.723
15.198	17.193
19.5	18.611
21.55	23.203
23.003	20.261
18.389	16.474
21	17.601
20.5	15.784
22.212	21.065
10.556	8.8037
13.15	11.947
19.889	13.115
23.763	13.023
22.167	13.588
24.001	13.036
21	13.118
20.935	14.397
19.039	14.422
20.873	18.468
24.356	14.685
8.2353	7.692
8.4603	8.6417
8.1232	8.6515
8.6353	9.3391
8.7387	9.619
7.4842	8.8285
7.7358	9.1603
8.0779	9.3134
9.0521	10.035
8.3567	10.322
7.1959	8.1159
7.1887	8.2353
7.0651	8.6164
7.8826	8.713
7.2953	9.4045
10.239	6.7087
9.4156	9.7101
8.6802	7.8228
9.1903	8.5705
22.778	18.455
21.667	21.422
21.667	17.541
15.556	14.678
20	18.185
21.126	21.856
19.444	13.307
24.444	15.05
20.518	18.036
16.964	14.895
16.667	14.084
20	14.472
13.864	13.352
16.111	12.29
20.556	13.934
21.587	15.705
17.018	14.523
18.333	16.665
17.824	19.372
17.222	18.291
14.444	16.872
21.667	17.664
15.045	14.3
20	16.227
17.778	15.622
21.111	16.192
21.667	17.544
13.656	12.637
12.213	13.388
21.111	17.711
11.667	13.972
20	15.004
18.333	13.838
23.889	15.439
20.556	18.613
22.084	20.175
25.311	21.006
18.167	17.827
17.556	14.783
24.394	18.56
22.944	18.795
17.775	15.726
20.814	19.693
20.029	20.627
8.3378	11.95
16.667	16.573
17.778	16.493
20.968	17.703
15.556	16.216
22.222	20.465
16.667	15.079
18.889	16.22
18.333	17.332
17.222	19.069
17.778	17.47
16.667	14.301
18.889	18.04
12.889	12.495
17	14.173
22.5	19.844
11.163	11.41
21.833	18.394
6.5586	9.9313
7.1901	8.132
10	7.962
7.2927	6.9847
8.2425	7.0239
8.8587	7.7665
7.9853	8.2113
7.5346	8.2782
9.7289	8.3651
9.3795	8.1833
9.1197	8.4095
8.7395	7.2642
7.6696	7.4318
8.0402	7.6496
8.2674	7.6902
7.4819	7.2675
7.755	7.4586
6.8266	7.293
7.6647	8.4646
9.1964	8.5873
9.9551	8.604
8.299	8.1598
9.2768	9.1056
9.7482	9.748
8.8157	9.3749
8.7467	8.6152
9.4075	9.4303
8.2079	9.5594
8.7751	9.7597
8.4296	8.84
8.5595	9.3399
7.9806	9.9289
6.7134	8.7698
6.1888	8.346
6.4651	7.626
6.7029	7.6868
6.3281	8.876
6.0288	8.4608
7.0568	7.8294
6.3102	9.0372
7.2492	7.776
6.5963	8.0974
6.5655	8.7893
6.8789	7.8268
7.0827	8.0128
6.8824	9.0287
7.4684	8.0782
7.162	8.1204
15.3	23.298
6.101	8.1749
6.4601	9.0462
8.2	14.592
7.6291	9.5026
6.5387	8.5864
5.9275	8.4223
6.9699	8.8688
6.704	8.6629
6.886	8.7902
6.2461	8.7682
9.4884	11.152
7.5556	10.206
9.4291	10.36
7.4915	8.5594
6.6591	8.5109
6.7664	9.3672
8.6322	7.4339
10	13.786
8.4957	9.4931
12.333	16.465
10.359	9.3867
6.3328	7.234
6.2962	7.2528
6.4397	7.4424
6.319	7.2997
24.111	24.321
6.8991	9.8442
8.68	17.189
8.84	18.644
7.86	11.04
7.469	11.741
6.68	15.522
7.4537	6.8209
5.8507	7.0097
8.2	17.005
9.46	20.954
5.8212	5.7028
5.6223	5.9429
5.6274	6.3936
5.9592	7.066
5.6936	6.3825
6.7429	8.7213
5.7449	5.5812
6.5963	6.1583
6.2375	6.3155
6.3659	6.9873
5.7915	6.2829
6.0701	6.5784
6.0345	6.8247
5.9763	7.0303
6.6988	6.8781
6.3688	6.9562
6.3583	7.0827
5.8634	5.6369
6.0566	6.4337
6.252	6.513
6.6898	6.4949
6.7068	6.7396
6.9329	6.9544
6.8666	7.2997
7.4995	9.2089
5.4678	6.4204
15.056	15.463
23.167	20.094
24.654	19.944
23.889	26.211
18.889	15.281
16.667	21.451
18.889	22.034
20.556	18.452
25	22.223
20.556	22.396
21.667	23.535
23.158	25.01
23.889	24.641
20.387	20.447
23.674	27.781
10.428	11.633
10.889	11.894
12	13.821
12.278	16.144
13.167	19.552
13.889	18.651
15	15.941
12.299	11.731
12.778	13.891
14	19.646
6.9621	7.6232
12.889	18.591
12.556	19.48
14.463	13.694
9.0431	9.2363
8.7234	9.9711
8.4362	9.5638
8.0406	7.199
8.2535	7.501
8.418	7.6021
8.3551	7.7251
11.284	9.7151
11.124	10.296
10.902	10.87
6.5265	7.6743
10.558	7.8235
10.86	8.3725
13.072	9.981
12.056	11.455
10.41	9.1216
9.248	8.8121
11.815	9.324
11.234	9.9512
11.598	10.501
9.3604	6.9842
11.823	8.1264
12.097	9.3397
12	9.0785
14.377	12.756
13.579	6.1753
14.278	6.5331
15.889	7.3337
8.7329	9.609
11.537	9.9548
16.667	12.539
14.168	12.886
15.735	8.1341
14.389	9.7013
15.667	10.59
12.292	7.6282
11.698	10.074
11.667	10.08
10.476	8.2222
22.056	21.986
17	16.686
19.045	18.528
21.653	20.256
19.535	19.254
16.111	13.642
18.778	18.872
10.953	6.503
16.866	9.5811
15.572	8.2817
19.536	8.324
18.26	8.726
15.556	8.991
7.2222	8.1052
8.8889	8.7223
11.111	8.9587
14.187	9.7925
15.254	7.9944
16.111	8.291
13.622	7.0036
12.594	7.0709
15.556	7.7962
15.556	8.1372
14.444	9.0798
13.728	8.1016
14.444	9.2573
16.667	9.8575
13.889	10.649
12.905	5.7516
15.486	6.5264
16.712	7.4431
14.445	8.3478
10.543	7.6516
7.7778	8.6964
16.977	9.1685
14.231	11.322
7.9895	6.0197
8.0045	6.3452
11.111	7.2231
11.425	7.7373
7.8338	7.1443
8.2791	7.9644
9.349	8.0587
8.7451	8.4968
9.3267	7.6943
9.9664	8.0291
10.404	9.1491
10	11.092
9.4993	8.8221
9.4836	9.4905
9.4444	10.085
14.636	11.588
6.6667	7.1291
9.4557	7.9802
8.3333	8.5407
10	9.7197
10.371	5.9786
7.2374	5.8919
10.371	8.2462
10	10.382
9.4444	7.0447
10.197	7.6253
10	8.1279
11.111	9.8822
8.8889	7.5366
10.033	7.9959
8.8889	9.4436
8.8889	10.918
10.556	11.072
8.0497	9.7603
9.1612	9.9048
8.9882	9.9557
9.0946	9.9707
9.8741	10.736
9.9813	10.806
9.5921	8.2005
8.308	10.11
8.6754	10.145
8.6498	10.141
10.711	8.8267
11.24	8.8913
11.139	9.1201
12.222	14.475
11.771	9.8431
13.035	13.476
9.029	12.203
9.2594	12.379
10	12.521
10.279	12.584
11.374	10.046
8.9469	10.401
10.556	11.012
10.916	10.416
11.667	10.541
7.5897	8.4707
8.6596	8.6135
8.4695	8.6949
8.7257	8.6379
6.3773	8.6973
6.8731	8.8742
6.9386	9.0226
7.8176	9.1297
8.2402	7.7986
8.9531	7.9969
8.8714	8.1397
8.9735	9.0264
7.7909	14.241
8.3208	14.384
8.5897	14.41
11.667	21.697
9.0488	14.088
7.7823	11.516
8.1956	11.641
9.2677	12.396
8.4525	12.462
8.6838	12.609
8.8734	12.695
8.7525	12.623
7.4723	12.216
7.7495	12.269
7.1431	9.4753
8.114	9.6101
8.468	9.9732
8.1735	9.817
9.0428	10.387
8.1409	13.601
8.3339	13.617
7.0616	9.3291
9.3841	9.4688
9.4949	9.7469
9.3724	10.122
9.6547	8.6475
10.037	10.964
12.17	11.401
9.7728	9.9566
9.7377	9.8748
9.6312	9.0006
8.6144	16.167
16.389	16.631
16.111	17.469
8.9461	16.001
8.8884	7.418
9.0135	7.8092
9.3672	8.4034
9.5644	9.671
9.4032	11.493
8.0931	6.49
9.7052	8.7915
9.6726	9.5051
9.5436	10.097
7.8327	7.9269
9.4029	7.5888
9.226	8.3255
9.6214	8.2456
9.229	10.079
7.2453	5.5899
9.2282	7.8346
8.8625	8.6369
7.8674	8.9703
7.5294	8.5901
7.9316	8.6725
7.7183	8.8787
8.2294	9.1177
8.2856	9.221
8.7011	9.4393
8.6546	9.482
9.2376	9.9826
9.6878	9.2665
9.4295	9.6112
6.8333	7.3566
8.9793	7.9679
9.5806	8.6373
10.073	9.0252
10.743	9.1937
11.62	9.7559
10.97	10.198
10.558	10.339
10.978	10.926
9.3052	6.4675
11.876	6.5743
11.755	11.233
11.615	7.0891
11.726	7.1688
11.785	7.3485
11.762	7.5652
11.531	7.8241
11.907	8.9097
11.742	9.244
7.3411	8.1835
9.8013	8.3516
9.8188	8.5121
11.076	8.7485
11.473	9.6836
11.397	9.3267
11.71	9.4984
12.198	9.9901
16.667	17.505
18.333	22.222
13.889	18.705
17.145	15.066
18	18.946
19.722	20.583
20.333	21.568
20.611	21.778
13.972	12.702
6.7641	8.5646
1.1111	8.2299
9.5416	7.4927
8.7058	8.3184
16.47	8.4783
15.889	8.7879
9.5471	9.0153
9.3594	9.3079
14.778	13.724
22.222	24.939
22.222	21.255
22.914	24.984
18.556	17.112
20.264	20.071
12.444	14.95
15.889	15.046
17.889	17.36
23.103	16.935
24.763	26.105
10	11.569
15.163	13.354
16.667	16.205
13.925	15.046
18.333	19.438
16.174	17.197
11.111	10.96
16.111	19.054
13.167	15.348
14.333	15.874
13.667	15.03
12	13.659
13.611	15.383
15.278	16.809
15.667	19.251
16.222	19.535
11.166	7.7323
11.083	8.8145
9.4953	9.8547
11.111	9.9992
9.4941	9.3964
7.7778	9.5642
8.3958	9.7407
6.7521	9.3786
7.3962	9.3981
7.1541	9.5413
7.4983	9.7072
23.581	25.09
25.762	25.581
