WBICs	hc_relative_0.3	hc_relative_0.4	hc_relative_0.5	hc_relative_0.6	hc_relative_0.7	hc_relative_0.8	hc_relative_0.9	hc_relative_1	hc_relative_1.1	hc_relative_1.2	hc_relative_1.3	hc_relative_1.4	hc_relative_1.5	hc_relative_1.6	hc_relative_1.7
1757200	20.2524089145685	18.8207352220014	18.7387418276156	18.668137846403	18.6222293078962	18.5903780972528	17.3798236187833	17.2531017940553	17.2433452861277	16.3384438093128	16.2680043755009	16.3263700875085	16.3337818794365	16.3337818794365	16.3337818794365
1760000	6.80298847678883	6.89130754883255	6.54391158601198	6.12443133524851	5.7143089865545	5.50624896479832	5.45845542975742	5.41551716058083	5.41551716058083	5.41551716058083	5.41551716058083	5.41551716058083	5.41551716058083	5.41551716058083	5.41551716058083
1760300	10.7168971682172	9.77670520555481	9.624643255559	9.10468946812998	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517	9.08635064912517
1762700	8.15969524617945	8.11065302031199	7.21246665077825	7.32602730805049	7.23474992976515	7.34322469675609	7.35868123907137	7.18709809816755	7.16945410520344	7.06566717073816	7.37782115711041	6.23247715119532	5.32782631924213	6.14903278540594	5.47321196092139
1763000	20.9061415472469	20.8854241477208	20.9087319678906	20.9099834019743	20.8835014654533	20.8794345438874	20.8767572833768	20.8767572833768	20.8767572833768	20.8767572833768	20.8767572833768	20.8767572833768	20.8767572833768	20.8767572833768	20.8767572833768
1763900	20.7274738839515	20.7188726529284	20.6972631703834	20.6713950355805	20.6461964866103	20.5700077770358	20.534787583846	20.5077491530683	20.4366869463741	20.333914076016	20.2203488760106	20.360010019763	20.4685991600961	20.4685991600961	20.4685991600961
1764000	8.95226499880839	9.02114830592853	8.90015989596865	8.93286426571153	8.90903940596892	8.80187317289162	8.87160155135038	8.63844580730778	9.05285993192408	8.3227178523712	8.44059231590974	8.96031867422034	8.56018118743973	8.09500340642073	7.97809198766715
1764400	19.6284455935628	19.6284455935628	19.6284455935628	19.6284455935628	19.6284455935628	19.6284455935628	19.6284455571369	19.6284455571369	19.6284455571369	19.6284455571369	19.6284456555254	19.6095677798403	19.6021384922593	19.6021384922593	19.6021384922593
1764500	9.44497485790256	9.40793489038196	8.91738545883387	8.95138627510232	9.03012350337072	9.03267168145639	9.26142392834823	9.16314472055287	9.13064286481092	9.13374805943638	8.96152410091184	9.39911653125402	8.56513490589238	8.5220155686124	8.75896194912106
1766600	21.2848227093995	21.2847784092191	21.2847784092191	21.2847784092191	21.2847784092191	21.284827324235	21.284827324235	21.284827324235	21.2782349034704	21.2782459607167	21.2782459607167	21.2782459607167	21.2782459607167	21.2782459607167	21.2782459607167
1773300	23.7952612339709	23.7952612339709	23.7952891918133	23.7911441816769	23.7911459419425	23.7799488271865	23.7799488282365	23.7799488282365	23.7799488282365	23.7799488282365	23.7799488282365	23.7799488282365	23.7799488282365	23.7799488282365	23.7799488282365
177500	7.12307785672581	6.66564313873016	5.96280614965087	5.73299423363668	5.63137485744808	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624	5.61108251429624
178000	22.7547035704188	22.7544844774612	22.7545797242566	22.7498096479903	22.7527163549087	22.7482166843863	22.7429139192215	22.7480907845077	22.7398319790654	22.7385966494685	22.741802096942	22.7498319807096	22.7512400694976	22.7512400694976	22.7512400694976
1782700	22.6382988642119	22.5478139624979	22.4962932905624	22.5705097340269	22.6237591158328	22.5776040338102	22.6117120787247	22.4687113299054	22.3747911616659	22.3166032578631	22.3891692456236	22.4636336343888	22.4636336343888	22.4636336343888	22.4636336343888
