WBICs	hc_0.5	hc_2.66666666666667	hc_4.83333333333333	hc_7	hc_9.16666666666667	hc_11.3333333333333	hc_13.5	hc_15.6666666666667	hc_17.8333333333333	hc_20
1847900	19.9699010290768	19.6561229080278	19.4204025891318	18.7499065643862	18.7499065643862	18.7499065643862	18.7499065643862	18.7499065643862	18.7499065643862	18.7499065643862
1848100	21.8216391463432	21.8214531931777	21.8186573781961	21.8186573781961	21.8186573781961	21.8186573781961	21.8186573781961	21.8186573781961	21.8186573781961	21.8186573781961
1848400	6.41223128142182	6.29841001423744	6.21052323467541	5.85408469947963	5.21332044798615	5.17105596412376	5.16497499491061	5.16497499491061	5.16497499491061	5.16497499491061
1848900	6.44434756727453	6.35830542618316	5.97685752155306	5.83518693702896	5.77708476009366	5.77708476009366	5.77708476009366	5.77708476009366	5.77708476009366	5.77708476009366
1849100	9.48968987589727	9.42440527821477	9.39110071614861	8.67833757911512	8.35095178611147	8.20936586213575	7.45002624287889	7.50401136558473	7.50401136558473	7.50401136558473
1849500	19.7253914367762	19.6657946452815	19.5541359609225	19.3403071275676	19.2622238279336	19.2626762739414	19.2626762739414	19.2626762739414	19.2626762739414	19.2626762739414
1850200	20.2389343132643	20.256107327474	20.2463337321386	20.2148343997061	20.2148343997061	20.2148343997061	20.2148343997061	20.2148343997061	20.2148343997061	20.2148343997061
1851400	19.4582537283006	19.4582537283006	19.4559971083298	19.4556898783535	19.4556898783535	19.4556898783535	19.4556898783535	19.4556898783535	19.4556898783535	19.4556898783535
1851900	10.0287292524027	9.33054183596205	8.39095524026555	8.45389800004942	8.45389800004942	8.45389800004942	8.45389800004942	8.45389800004942	8.45389800004942	8.45389800004942
1852000	21.5258509214658	21.5175218270984	21.5131247840123	21.5131304109532	21.5131382992906	21.5131382992906	21.5131382992906	21.5131382992906	21.5131382992906	21.5131382992906
1852300	18.9385750573648	17.5388740482582	17.0376117130476	16.2922494933463	14.9862566321479	14.8786944839846	14.7660196337628	14.653981539396	14.653981539396	14.653981539396
1852500	9.93726100271256	9.66867683873772	9.51615556699294	8.79871438013313	8.39238958866921	8.12032739661955	8.03502550848228	8.01804724096471	8.01804724096471	8.01804724096471
1854000	20.3003146042806	20.0292577269548	19.3948123341963	19.2164584589282	19.2164584589282	19.2164584589282	19.2164584589282	19.2164584589282	19.2164584589282	19.2164584589282
1854400	21.7586633830484	21.7399923308277	21.7149302146897	21.7066750486614	21.7066750486614	21.7066750486614	21.7066750486614	21.7066750486614	21.7066750486614	21.7066750486614
1855100	8.86242197875094	8.47997648654705	8.09940549592109	7.46604201408752	6.04845970754841	5.63047846173006	5.56487800798059	5.56487800798059	5.56487800798059	5.56487800798059
1855600	20.9021295754467	20.8897141062293	20.872243208224	20.8722426173509	20.8722426173509	20.8722426173509	20.8722426173509	20.8722426173509	20.8722426173509	20.8722426173509
1855800	21.0600510412059	21.0464175383965	21.022205401897	21.0184595929287	21.0184595929287	21.0184595929287	21.0184595929287	21.0184595929287	21.0184595929287	21.0184595929287
1855900	19.2960373012748	18.8647495169206	18.3929826535899	18.1686176426596	17.3367998891359	16.7790600931793	16.774121132594	16.2457505195766	16.1724865225791	16.2695588805087
1856100	19.5702871619824	19.5745218098098	19.5501191050244	19.502534518429	19.5122706257297	19.5122706257297	19.5122706257297	19.5122706257297	19.5122706257297	19.5122706257297
1856400	17.6350054965978	17.7298798442149	16.5410269492696	14.8068490149187	14.7690483967444	14.5032993036316	14.5157487634156	14.5157487634156	14.5157487634156	14.5157487634156
1856700	21.387765318034	21.3793179109684	21.3694894202794	21.3715786789355	21.3553670986486	21.32166883001	21.3382060910285	21.3382060910285	21.3382060910285	21.3382060910285
1857300	19.9528752846534	19.9553510087512	19.9146346831095	19.9146346831095	19.9146346831095	19.9146346831095	19.9146346831095	19.9146346831095	19.9146346831095	19.9146346831095
1857400	19.9424884465361	19.9454192431096	19.9451085397183	19.9238716089461	19.9194772555358	19.9327814038858	19.9194039626817	19.8921556152074	19.8724951975657	19.8629563369542
1858100	21.366103160102	21.339716065613	21.3552685036565	21.3552685036565	21.3552685036565	21.3552685036565	21.3552685036565	21.3552685036565	21.3552685036565	21.3552685036565
1858200	20.9175724097757	20.8961726543672	20.8126300143413	20.7095776936592	20.5029601523814	20.6492461497595	20.6241252232962	20.5846060946704	20.5846060946704	20.5846060946704
