"wbic","week","depth","n.vals"
779200,38,7,3
779200,38,8,3
779200,38,10,3
779200,38,11,3
779200,38,13,4
779200,38,16,3
779200,38,19,3
779200,38,22,3
779200,38,25,3
779200,38,28,4
779300,11,1,3
779300,11,2,2
779300,11,4,2
779300,11,5,2
779300,11,7,2
779300,11,8,2
779300,11,10,2
779300,12,1,2
779300,12,2,3
779300,12,4,3
779300,12,5,3
779300,12,7,3
779300,12,8,3
779300,12,10,2
779300,13,1,5
779300,13,2,4
779300,13,4,4
779300,13,5,4
779300,13,7,4
779300,13,8,4
779300,13,10,3
779300,14,1,5
779300,14,2,3
779300,14,4,3
779300,14,5,3
779300,14,7,3
779300,14,8,3
779300,14,10,3
779300,15,1,5
779300,15,2,5
779300,15,4,5
779300,15,5,5
779300,15,7,5
779300,15,8,5
779300,15,10,5
779300,16,1,5
779300,16,2,4
779300,16,4,4
779300,16,5,4
779300,16,7,4
779300,16,8,4
779300,16,10,3
779300,17,1,7
779300,17,2,6
779300,17,4,5
779300,17,5,6
779300,17,7,6
779300,17,8,6
779300,17,10,6
779300,18,1,4
779300,18,2,3
779300,18,4,3
779300,18,5,3
779300,18,7,3
779300,18,8,3
779300,18,10,2
779300,19,1,4
779300,19,2,4
779300,19,4,4
779300,19,5,4
779300,19,7,4
779300,19,8,4
779300,19,10,3
779300,20,1,2
779300,20,2,3
779300,20,4,3
779300,20,5,3
779300,20,7,3
779300,20,8,3
779300,20,10,3
779300,21,1,4
779300,21,2,4
779300,21,4,4
779300,21,5,4
779300,21,7,4
779300,21,8,4
779300,21,10,4
779300,22,1,8
779300,22,2,7
779300,22,4,7
779300,22,5,7
779300,22,7,7
779300,22,8,7
779300,22,10,7
779300,23,1,10
779300,23,2,6
779300,23,4,7
779300,23,5,7
779300,23,7,7
779300,23,8,7
779300,23,9,2
779300,23,10,7
779300,24,1,4
779300,24,2,4
779300,24,4,4
779300,24,5,4
779300,24,7,4
779300,24,8,4
779300,24,10,4
779300,25,1,5
779300,25,2,5
779300,25,4,5
779300,25,5,5
779300,25,7,5
779300,25,8,5
779300,25,10,5
779300,26,1,6
779300,26,2,5
779300,26,4,5
779300,26,5,5
779300,26,7,5
779300,26,8,5
779300,26,10,6
779300,27,1,3
779300,27,2,2
779300,27,4,2
779300,27,5,2
779300,27,7,2
779300,27,8,2
779300,27,10,2
779300,28,1,8
779300,28,2,7
779300,28,4,7
779300,28,5,7
779300,28,7,7
779300,28,8,7
779300,28,10,8
779300,29,1,6
779300,29,2,6
779300,29,4,6
779300,29,5,6
779300,29,7,6
779300,29,8,6
779300,29,10,6
779300,30,1,3
779300,30,2,3
779300,30,4,3
779300,30,5,3
779300,30,7,3
779300,30,8,3
779300,30,10,3
779300,31,0,2
779300,31,1,8
779300,31,2,5
779300,31,4,5
779300,31,5,5
779300,31,7,5
779300,31,8,5
779300,31,10,5
779300,32,1,4
779300,32,2,4
779300,32,4,4
779300,32,5,4
779300,32,7,4
779300,32,8,4
779300,32,10,4
779300,33,1,9
779300,33,2,6
779300,33,4,6
779300,33,5,6
779300,33,7,6
779300,33,8,6
779300,33,10,6
779300,34,1,5
779300,34,2,4
779300,34,4,4
779300,34,5,4
779300,34,7,4
779300,34,8,4
779300,34,10,4
779300,35,1,4
779300,35,2,4
779300,35,4,4
779300,35,5,4
779300,35,7,4
779300,35,8,4
779300,35,10,4
779300,36,1,4
779300,36,2,4
779300,36,4,4
779300,36,5,4
779300,36,7,4
779300,36,8,4
779300,36,10,3
779300,37,1,2
779300,37,2,2
779300,37,4,2
779300,37,5,2
779300,37,7,2
779300,37,8,2
779300,37,10,2
779300,38,1,5
779300,38,2,5
779300,38,4,5
779300,38,5,5
779300,38,7,5
779300,38,8,5
779300,38,10,4
779300,39,1,3
779300,39,2,3
779300,39,4,3
779300,39,5,3
779300,39,7,3
779300,39,8,3
779300,39,10,2
779300,40,1,2
779300,40,2,2
779300,40,4,2
779300,40,5,2
779300,40,7,2
779300,40,8,2
779300,41,1,2
779300,41,2,2
779300,41,4,2
779300,41,5,2
779300,41,7,2
779300,41,8,2
779300,41,10,2
779300,42,1,2
779300,42,2,3
779300,42,4,3
779300,42,5,3
779300,42,7,3
779300,42,8,3
779300,42,10,3
779400,5,2,2
779400,5,4,2
779800,7,2,2
779800,7,4,2
779800,7,5,2
779800,7,7,3
779800,7,8,2
779800,7,10,2
779800,7,11,2
779800,7,13,2
779800,12,7,2
779800,12,8,2
779800,16,1,2
779800,16,2,2
779800,16,4,2
779800,16,5,2
779800,16,7,3
779800,16,8,3
779800,16,10,2
779800,16,11,2
779800,16,13,2
779800,20,2,2
779800,20,4,2
779800,20,8,2
779800,21,7,2
779800,21,8,2
779800,21,13,2
779800,22,7,2
779800,22,8,2
779800,22,13,2
779800,23,7,2
779800,23,8,2
779800,23,13,2
779800,24,1,2
779800,24,2,2
779800,24,4,2
779800,24,5,2
779800,24,6,2
779800,24,7,2
779800,24,8,2
779800,24,10,2
779800,24,11,2
779800,24,13,2
779800,25,1,3
779800,25,2,4
779800,25,4,4
779800,25,5,3
779800,25,6,3
779800,25,7,5
779800,25,8,6
779800,25,10,3
779800,25,11,4
779800,25,13,4
779800,26,1,2
779800,26,2,2
779800,26,4,2
779800,26,5,2
779800,26,6,2
779800,26,7,4
779800,26,8,4
779800,26,10,2
779800,26,11,2
779800,26,13,3
779800,27,1,4
779800,27,2,3
779800,27,4,3
779800,27,5,3
779800,27,6,3
779800,27,7,5
779800,27,8,4
779800,27,10,2
779800,27,11,2
779800,27,12,2
779800,27,13,4
779800,28,1,3
779800,28,2,3
779800,28,4,3
779800,28,5,3
779800,28,6,3
779800,28,7,5
779800,28,8,5
779800,28,10,3
779800,28,11,3
779800,28,13,4
779800,29,1,4
779800,29,2,4
779800,29,4,4
779800,29,5,4
779800,29,6,3
779800,29,7,5
779800,29,8,5
779800,29,10,4
779800,29,11,4
779800,29,13,4
779800,30,1,3
779800,30,2,4
779800,30,4,4
779800,30,5,3
779800,30,6,3
779800,30,7,4
779800,30,8,5
779800,30,10,3
779800,30,11,4
779800,30,13,3
779800,31,1,2
779800,33,1,3
779800,33,2,3
779800,33,4,3
779800,33,5,3
779800,33,6,3
779800,33,7,4
779800,33,8,4
779800,33,10,3
779800,33,11,3
779800,33,13,3
779800,34,1,4
779800,34,2,4
779800,34,3,2
779800,34,4,4
779800,34,5,3
779800,34,6,2
779800,34,7,4
779800,34,8,5
779800,34,10,3
779800,34,11,5
779800,37,7,2
779800,37,8,2
779800,37,11,2
779800,37,13,2
779800,40,1,2
779800,40,2,2
779800,40,4,2
779800,40,5,2
779800,40,7,2
779800,40,8,2
779800,40,10,2
779800,40,11,2
780800,29,1,3
780800,29,2,2
788500,5,2,2
788500,5,4,2
788500,5,5,2
788500,5,7,2
788500,5,8,2
793600,0,1,3
793600,0,11,2
793600,1,1,3
793600,1,2,2
793600,1,3,2
793600,1,4,2
793600,1,5,2
793600,1,6,2
793600,1,7,2
793600,1,8,2
793600,1,9,2
793600,1,10,2
793600,1,11,4
793600,1,12,2
793600,1,13,2
793600,1,14,2
793600,1,15,2
793600,1,16,2
793600,2,1,2
793600,2,2,2
793600,2,3,2
793600,2,4,2
793600,2,5,2
793600,2,6,2
793600,2,7,2
793600,2,8,2
793600,2,9,2
793600,2,10,2
793600,2,11,4
793600,2,12,2
793600,2,13,3
793600,2,14,2
793600,2,15,2
793600,2,16,2
793600,2,17,2
793600,3,1,8
793600,3,2,5
793600,3,3,5
793600,3,4,5
793600,3,5,5
793600,3,6,5
793600,3,7,5
793600,3,8,5
793600,3,9,5
793600,3,10,5
793600,3,11,10
793600,3,12,5
793600,3,13,6
793600,3,14,5
793600,3,15,4
793600,3,16,6
793600,3,17,2
793600,5,1,6
793600,5,2,3
793600,5,3,3
793600,5,4,3
793600,5,5,3
793600,5,6,3
793600,5,7,3
793600,5,8,3
793600,5,9,3
793600,5,10,3
793600,5,11,3
793600,5,12,3
793600,5,13,3
793600,5,14,3
793600,5,15,3
793600,5,16,4
793600,6,1,5
793600,6,2,3
793600,6,3,3
793600,6,4,3
793600,6,5,3
793600,6,6,3
793600,6,7,3
793600,6,8,3
793600,6,9,3
793600,6,10,3
793600,6,11,4
793600,6,12,3
793600,6,13,3
793600,6,14,3
793600,6,15,3
793600,6,16,3
793600,7,1,18
793600,7,2,9
793600,7,3,10
793600,7,4,11
793600,7,5,11
793600,7,6,10
793600,7,7,10
793600,7,8,12
793600,7,9,10
793600,7,10,11
793600,7,11,14
793600,7,12,10
793600,7,13,11
793600,7,14,10
793600,7,15,10
793600,7,16,10
793600,7,17,4
793600,8,1,8
793600,8,2,4
793600,8,3,4
793600,8,4,4
793600,8,5,4
793600,8,6,4
793600,8,7,4
793600,8,8,4
793600,8,9,4
793600,8,10,4
793600,8,11,7
793600,8,12,4
793600,8,13,4
793600,8,14,4
793600,8,15,4
793600,8,16,5
793600,9,1,5
793600,9,2,3
793600,9,3,3
793600,9,4,3
793600,9,5,3
793600,9,6,3
793600,9,7,3
793600,9,8,3
793600,9,9,3
793600,9,10,3
793600,9,11,5
793600,9,12,3
793600,9,13,3
793600,9,14,3
793600,9,15,3
793600,9,16,3
793600,10,1,3
793600,10,2,2
793600,10,3,2
793600,10,4,2
793600,10,5,2
793600,10,6,2
793600,10,7,2
793600,10,8,2
793600,10,9,2
793600,10,10,2
793600,10,11,3
793600,10,12,2
793600,10,13,2
793600,10,14,2
793600,10,15,2
793600,10,16,3
793600,11,1,7
793600,11,2,3
793600,11,3,3
793600,11,4,3
793600,11,5,3
793600,11,6,3
793600,11,7,3
793600,11,8,3
793600,11,9,3
793600,11,10,3
793600,11,11,5
793600,11,12,3
793600,11,13,3
793600,11,14,3
793600,11,15,3
793600,11,16,3
793600,12,1,5
793600,12,11,2
793600,12,16,2
793600,13,1,9
793600,13,2,4
793600,13,3,4
793600,13,4,4
793600,13,5,4
793600,13,6,4
793600,13,7,4
793600,13,8,4
793600,13,9,4
793600,13,10,4
793600,13,11,7
793600,13,12,4
793600,13,13,4
793600,13,14,4
793600,13,15,4
793600,13,16,6
793600,14,1,20
793600,14,2,9
793600,14,3,9
793600,14,4,9
793600,14,5,9
793600,14,6,9
793600,14,7,9
793600,14,8,9
793600,14,9,9
793600,14,10,9
793600,14,11,11
793600,14,12,9
793600,14,13,9
793600,14,14,9
793600,14,15,9
793600,14,16,10
793600,15,1,19
793600,15,2,9
793600,15,3,10
793600,15,4,9
793600,15,5,9
793600,15,6,8
793600,15,7,9
793600,15,8,11
793600,15,9,9
793600,15,10,10
793600,15,11,11
793600,15,12,9
793600,15,13,10
793600,15,14,10
793600,15,15,9
793600,15,16,11
793600,15,17,3
793600,16,1,18
793600,16,2,5
793600,16,3,5
793600,16,4,5
793600,16,5,5
793600,16,6,5
793600,16,7,5
793600,16,8,5
793600,16,9,5
793600,16,10,5
793600,16,11,9
793600,16,12,5
793600,16,13,5
793600,16,14,5
793600,16,15,5
793600,16,16,4
793600,16,17,3
793600,17,1,14
793600,17,2,4
793600,17,3,4
793600,17,4,4
793600,17,5,4
793600,17,6,4
793600,17,7,4
793600,17,8,4
793600,17,9,4
793600,17,10,4
793600,17,11,8
793600,17,12,4
793600,17,13,4
793600,17,14,4
793600,17,15,4
793600,17,16,6
793600,17,17,3
793600,18,1,19
793600,18,2,6
793600,18,3,5
793600,18,4,6
793600,18,5,6
793600,18,6,5
793600,18,7,6
793600,18,8,6
793600,18,9,5
793600,18,10,6
793600,18,11,9
793600,18,12,4
793600,18,13,6
793600,18,14,5
793600,18,15,5
793600,18,16,7
793600,19,1,33
793600,19,2,15
793600,19,3,15
793600,19,4,15
793600,19,5,15
793600,19,6,14
793600,19,7,15
793600,19,8,15
793600,19,9,15
793600,19,10,15
793600,19,11,21
793600,19,12,15
793600,19,13,15
793600,19,14,15
793600,19,15,15
793600,19,16,15
793600,19,17,8
793600,20,1,19
793600,20,2,9
793600,20,3,8
793600,20,4,9
793600,20,5,9
793600,20,6,8
793600,20,7,9
793600,20,8,10
793600,20,9,8
793600,20,10,9
793600,20,11,12
793600,20,12,8
793600,20,13,9
793600,20,14,8
793600,20,15,9
793600,20,16,10
793600,21,1,17
793600,21,2,2
793600,21,3,2
793600,21,4,2
793600,21,5,2
793600,21,6,2
793600,21,7,2
793600,21,8,3
793600,21,9,2
793600,21,10,2
793600,21,11,4
793600,21,12,2
793600,21,13,3
793600,21,14,2
793600,21,15,3
793600,21,16,2
793600,22,1,20
793600,22,2,4
793600,22,3,4
793600,22,4,4
793600,22,5,4
793600,22,6,4
793600,22,7,4
793600,22,8,5
793600,22,9,4
793600,22,10,4
793600,22,11,8
793600,22,12,4
793600,22,13,4
793600,22,14,4
793600,22,15,4
793600,22,16,5
793600,23,1,31
793600,23,2,14
793600,23,3,14
793600,23,4,14
793600,23,5,14
793600,23,6,14
793600,23,7,14
793600,23,8,14
793600,23,9,14
793600,23,10,14
793600,23,11,19
793600,23,12,14
793600,23,13,14
793600,23,14,14
793600,23,15,14
793600,23,16,14
793600,23,17,6
793600,24,1,24
793600,24,2,8
793600,24,3,8
793600,24,4,8
793600,24,5,9
793600,24,6,8
793600,24,7,8
793600,24,8,9
793600,24,9,8
793600,24,10,8
793600,24,11,13
793600,24,12,8
793600,24,13,9
793600,24,14,8
793600,24,15,9
793600,24,16,10
793600,24,17,4
793600,25,1,23
793600,25,2,6
793600,25,3,6
793600,25,4,6
793600,25,5,6
793600,25,6,6
793600,25,7,6
793600,25,8,6
793600,25,9,6
793600,25,10,6
793600,25,11,11
793600,25,12,6
793600,25,13,6
793600,25,14,6
793600,25,15,6
793600,25,16,9
793600,25,17,2
793600,26,1,14
793600,26,11,2
793600,26,17,2
793600,27,1,24
793600,27,2,9
793600,27,3,9
793600,27,4,9
793600,27,5,9
793600,27,6,9
793600,27,7,9
793600,27,8,10
793600,27,9,9
793600,27,10,9
793600,27,11,15
793600,27,12,9
793600,27,13,9
793600,27,14,9
793600,27,15,9
793600,27,16,13
793600,28,1,32
793600,28,2,16
793600,28,3,15
793600,28,4,14
793600,28,5,16
793600,28,6,17
793600,28,7,17
793600,28,8,18
793600,28,9,16
793600,28,10,17
793600,28,11,22
793600,28,12,16
793600,28,13,15
793600,28,14,15
793600,28,15,18
793600,28,16,20
793600,29,1,26
793600,29,2,7
793600,29,3,7
793600,29,4,7
793600,29,5,7
793600,29,6,7
793600,29,7,7
793600,29,8,7
793600,29,9,7
793600,29,10,8
793600,29,11,12
793600,29,12,7
793600,29,13,7
793600,29,14,7
793600,29,15,8
793600,29,16,8
793600,30,1,16
793600,30,2,2
793600,30,3,2
793600,30,4,2
793600,30,5,2
793600,30,6,2
793600,30,7,2
793600,30,8,2
793600,30,9,2
793600,30,10,2
793600,30,11,4
793600,30,12,2
793600,30,13,2
793600,30,14,2
793600,30,15,2
793600,30,16,2
793600,30,17,2
793600,31,1,19
793600,31,2,5
793600,31,3,5
793600,31,4,5
793600,31,5,5
793600,31,6,5
793600,31,7,5
793600,31,8,5
793600,31,9,5
793600,31,10,5
793600,31,11,9
793600,31,12,5
793600,31,13,5
793600,31,14,5
793600,31,15,5
793600,31,16,6
793600,31,17,2
793600,32,1,30
793600,32,2,14
793600,32,3,14
793600,32,4,14
793600,32,5,14
793600,32,6,14
793600,32,7,14
793600,32,8,14
793600,32,9,14
793600,32,10,14
793600,32,11,19
793600,32,12,14
793600,32,13,14
793600,32,14,14
793600,32,15,14
793600,32,16,15
793600,32,17,6
793600,33,1,28
793600,33,2,9
793600,33,3,9
793600,33,4,9
793600,33,5,9
793600,33,6,10
793600,33,7,10
793600,33,8,11
793600,33,9,10
793600,33,10,10
793600,33,11,14
793600,33,12,10
793600,33,13,10
793600,33,14,10
793600,33,15,10
793600,33,16,12
793600,34,1,26
793600,34,2,7
793600,34,3,7
793600,34,4,7
793600,34,5,7
793600,34,6,8
793600,34,7,8
793600,34,8,8
793600,34,9,8
793600,34,10,8
793600,34,11,14
793600,34,12,8
793600,34,13,8
793600,34,14,8
793600,34,15,8
793600,34,16,10
793600,34,17,3
793600,35,1,13
793600,35,2,2
793600,35,3,2
793600,35,4,2
793600,35,5,3
793600,35,6,2
793600,35,7,2
793600,35,8,3
793600,35,9,2
793600,35,10,2
793600,35,11,4
793600,35,12,2
793600,35,13,2
793600,35,14,2
793600,35,15,3
793600,35,16,4
793600,36,1,22
793600,36,2,7
793600,36,3,7
793600,36,4,8
793600,36,5,8
793600,36,6,7
793600,36,7,7
793600,36,8,8
793600,36,9,7
793600,36,10,7
793600,36,11,10
793600,36,12,7
793600,36,13,7
793600,36,14,7
793600,36,15,9
793600,36,16,9
793600,37,1,18
793600,37,2,7
793600,37,3,7
793600,37,4,7
793600,37,5,7
793600,37,6,7
793600,37,7,7
793600,37,8,7
793600,37,9,7
793600,37,10,7
793600,37,11,8
793600,37,12,7
793600,37,13,7
793600,37,14,7
793600,37,15,7
793600,37,16,7
793600,37,17,3
793600,38,1,24
793600,38,2,7
793600,38,3,7
793600,38,4,7
793600,38,5,7
793600,38,6,7
793600,38,7,7
793600,38,8,8
793600,38,9,7
793600,38,10,8
793600,38,11,12
793600,38,12,7
793600,38,13,8
793600,38,14,7
793600,38,15,7
793600,38,16,10
793600,39,1,11
793600,39,11,2
793600,39,13,2
793600,39,16,2
793600,40,1,15
793600,40,2,3
793600,40,3,3
793600,40,4,3
793600,40,5,3
793600,40,6,3
793600,40,7,3
793600,40,8,3
793600,40,9,3
793600,40,10,3
793600,40,11,6
793600,40,12,3
793600,40,13,3
793600,40,14,3
793600,40,15,3
793600,40,16,3
793600,40,17,2
793600,41,1,11
793600,41,11,2
793600,41,16,2
793600,42,1,20
793600,42,2,7
793600,42,3,7
793600,42,4,7
793600,42,5,7
793600,42,6,7
793600,42,7,7
793600,42,8,7
793600,42,9,7
793600,42,10,8
793600,42,11,14
793600,42,12,7
793600,42,13,7
793600,42,14,8
793600,42,15,6
793600,42,16,10
793600,42,17,2
793600,43,1,13
793600,43,2,2
793600,43,3,2
793600,43,4,2
793600,43,5,2
793600,43,6,2
793600,43,7,2
793600,43,8,2
793600,43,9,2
793600,43,10,2
793600,43,11,3
793600,43,12,2
793600,43,13,2
793600,43,14,2
793600,43,15,2
793600,43,16,2
793600,44,1,6
793600,45,1,25
793600,45,2,11
793600,45,3,11
793600,45,4,11
793600,45,5,11
793600,45,6,11
793600,45,7,11
793600,45,8,11
793600,45,9,11
793600,45,10,11
793600,45,11,13
793600,45,12,11
793600,45,13,11
793600,45,14,11
793600,45,15,11
793600,45,16,13
793600,46,1,18
793600,46,2,9
793600,46,3,9
793600,46,4,9
793600,46,5,9
793600,46,6,9
793600,46,7,9
793600,46,8,9
793600,46,9,9
793600,46,10,9
793600,46,11,14
793600,46,12,9
793600,46,13,9
793600,46,14,9
793600,46,15,9
793600,46,16,13
793600,46,17,2
793600,47,1,2
793600,49,1,2
793600,49,11,2
793600,49,17,2
793600,50,1,2
793600,50,11,2
793600,50,13,2
794200,7,1,2
794200,28,1,2
794200,28,2,2
795100,6,4,2
795100,6,5,2
795100,6,8,3
795100,6,9,2
795100,14,1,2
795100,19,1,5
795100,19,2,4
795100,19,4,4
795100,19,5,4
795100,19,7,2
795100,21,1,2
795100,21,2,2
795100,21,3,2
795100,21,4,2
795100,21,5,2
795100,21,6,2
795100,21,7,2
795100,21,8,2
795100,23,1,2
795100,24,1,4
795100,24,2,3
795100,24,3,2
795100,24,4,3
795100,24,5,3
795100,24,6,2
795100,24,7,3
795100,24,8,3
795100,25,1,8
795100,25,2,5
795100,25,3,3
795100,25,4,5
795100,25,5,5
795100,25,6,3
795100,25,7,5
795100,25,8,5
795100,26,1,6
795100,26,2,5
795100,26,3,3
795100,26,4,5
795100,26,5,5
795100,26,6,3
795100,26,7,5
795100,26,8,4
795100,27,1,2
795100,28,1,2
795100,28,4,2
795100,28,5,4
795100,28,6,3
795100,28,7,4
795100,28,8,5
795100,28,9,3
795100,29,1,4
795100,29,2,3
795100,29,3,2
795100,29,4,3
795100,29,5,3
795100,29,6,2
795100,29,7,3
795100,29,8,3
795100,30,1,5
795100,30,2,3
795100,30,3,3
795100,30,4,4
795100,30,5,4
795100,30,6,3
795100,30,7,4
795100,30,8,2
795100,31,1,7
795100,31,2,5
795100,31,3,3
795100,31,4,5
795100,31,5,5
795100,31,6,3
795100,31,7,5
795100,31,8,3
795100,32,1,2
795100,34,1,3
795100,34,2,2
795100,34,3,2
795100,34,4,2
795100,34,5,2
795100,34,6,2
795100,34,7,2
795100,35,1,4
795100,35,2,3
795100,35,3,3
795100,35,4,3
795100,35,5,3
795100,35,6,3
795100,35,7,3
795100,36,1,6
795100,36,2,4
795100,36,3,2
795100,36,4,4
795100,36,5,4
795100,36,6,2
795100,36,7,3
795100,37,1,4
795100,37,2,2
795100,37,4,2
795100,37,5,2
795100,37,7,2
795100,38,1,2
795100,38,2,2
795100,38,4,2
795100,38,5,2
795100,38,7,2
795100,38,8,2
795100,42,1,3
795100,42,2,3
795100,42,3,3
795100,42,4,3
795100,42,5,3
795100,42,6,2
795100,42,7,2
795100,45,1,2
795100,45,2,2
795100,45,4,2
802600,3,1,2
802600,14,0,2
802600,16,0,3
802600,18,0,3
802600,18,4,2
802600,20,0,2
802600,20,1,2
802600,20,2,2
802600,20,3,2
802600,20,4,4
802600,20,5,3
802600,20,6,2
802600,20,7,2
802600,20,8,2
802600,20,9,2
802600,21,1,4
802600,21,2,2
802600,21,3,3
802600,21,4,6
802600,21,5,3
802600,21,6,3
802600,21,7,3
802600,21,8,3
802600,21,9,3
802600,22,1,2
802600,22,2,2
802600,22,3,2
802600,22,4,4
802600,22,5,2
802600,22,6,2
802600,22,7,2
802600,22,8,2
802600,22,9,2
802600,23,4,2
802600,24,1,3
802600,24,2,3
802600,24,3,3
802600,24,4,6
802600,24,5,3
802600,24,6,3
802600,24,7,3
802600,24,8,3
802600,24,9,3
802600,25,1,2
802600,25,2,2
802600,25,3,2
802600,25,4,4
802600,25,5,2
802600,25,6,2
802600,25,7,2
802600,25,8,2
802600,25,9,2
802600,26,1,7
802600,26,2,6
802600,26,3,6
802600,26,4,10
802600,26,5,5
802600,26,6,5
802600,26,7,5
802600,26,8,5
802600,26,9,6
802600,27,0,2
802600,27,1,2
802600,27,2,2
802600,27,3,2
802600,27,4,4
802600,27,5,2
802600,27,6,2
802600,27,7,4
802600,27,8,2
802600,27,9,3
802600,28,1,3
802600,28,2,3
802600,28,3,3
802600,28,4,6
802600,28,5,3
802600,28,6,3
802600,28,7,3
802600,28,8,3
802600,28,9,3
802600,29,1,3
802600,29,2,3
802600,29,3,3
802600,29,4,6
802600,29,5,3
802600,29,6,3
802600,29,7,3
802600,29,8,3
802600,29,9,3
802600,30,1,3
802600,30,2,3
802600,30,3,3
802600,30,4,6
802600,30,5,3
802600,30,6,3
802600,30,7,3
802600,30,8,3
802600,30,9,3
802600,31,1,2
802600,31,2,2
802600,31,3,2
802600,31,4,4
802600,31,5,2
802600,31,6,2
802600,31,7,2
802600,31,8,2
802600,31,9,2
802600,32,1,4
802600,32,2,4
802600,32,3,4
802600,32,4,8
802600,32,5,4
802600,32,6,4
802600,32,7,4
802600,32,8,4
802600,32,9,4
802600,33,1,2
802600,33,2,2
802600,33,3,2
802600,33,4,4
802600,33,5,2
802600,33,6,2
802600,33,7,2
802600,33,8,2
802600,33,9,2
802600,34,1,5
802600,34,2,6
802600,34,3,5
802600,34,4,9
802600,34,5,5
802600,34,6,5
802600,34,7,5
802600,34,8,5
802600,34,9,4
802600,35,1,2
802600,35,2,2
802600,35,3,2
802600,35,4,4
802600,35,5,2
802600,35,6,2
802600,35,7,2
802600,35,8,2
802600,35,9,2
802600,36,0,5
802600,36,1,2
802600,37,1,2
802600,37,2,2
802600,37,3,2
802600,37,4,4
802600,37,5,2
802600,37,6,2
802600,37,7,2
802600,37,8,2
802600,37,9,2
802600,38,0,4
802600,38,4,2
802600,44,0,4
802600,46,0,2
803700,27,11,2
804600,2,0,2
804600,2,1,2
804600,2,2,2
804600,2,3,2
804600,2,4,2
804600,2,5,2
804600,2,6,2
804600,2,7,2
804600,2,8,2
804600,2,9,2
804600,2,10,2
804600,2,11,2
804600,2,12,2
804600,2,13,2
804600,2,14,2
804600,2,15,2
804600,2,16,2
804600,2,17,2
804600,3,0,4
804600,3,1,5
804600,3,2,3
804600,3,3,3
804600,3,4,6
804600,3,5,3
804600,3,6,3
804600,3,7,3
804600,3,8,6
804600,3,9,3
804600,3,10,3
804600,3,11,3
804600,3,12,6
804600,3,13,3
804600,3,14,3
804600,3,15,3
804600,3,16,6
804600,3,17,3
804600,3,18,3
804600,3,19,3
804600,3,20,5
804600,4,0,3
804600,4,1,3
804600,4,2,2
804600,4,3,2
804600,4,4,3
804600,4,5,2
804600,4,6,2
804600,4,7,2
804600,4,8,4
804600,4,9,2
804600,4,10,2
804600,4,11,2
804600,4,12,3
804600,4,13,2
804600,4,14,2
804600,4,15,2
804600,4,16,3
804600,4,17,2
804600,4,18,2
804600,4,19,2
804600,4,20,3
804600,4,21,2
804600,4,22,2
804600,5,0,2
804600,5,1,2
804600,5,4,2
804600,5,8,2
804600,5,10,3
804600,5,12,2
804600,5,14,2
804600,5,16,2
804600,5,18,2
804600,5,20,2
804600,6,0,4
804600,6,1,3
804600,6,2,3
804600,6,3,3
804600,6,4,3
804600,6,5,3
804600,6,6,3
804600,6,7,3
804600,6,8,4
804600,6,9,3
804600,6,10,4
804600,6,11,3
804600,6,12,3
804600,6,13,2
804600,6,14,2
804600,6,15,2
804600,6,16,2
804600,6,17,2
804600,6,18,2
804600,6,19,2
804600,7,0,2
804600,7,10,2
804600,10,0,2
804600,10,1,2
804600,10,2,3
804600,10,3,2
804600,10,4,2
804600,10,5,2
804600,10,6,2
804600,10,7,2
804600,10,8,2
804600,10,9,2
804600,10,10,3
804600,10,11,2
804600,10,12,2
804600,10,13,2
804600,10,14,2
804600,10,15,2
804600,10,16,3
804600,10,17,2
804600,10,18,2
804600,10,19,2
804600,10,20,2
804600,10,21,2
804600,12,0,5
804600,12,1,3
804600,12,2,3
804600,12,3,3
804600,12,4,5
804600,12,5,3
804600,12,6,3
804600,12,7,3
804600,12,8,3
804600,12,9,3
804600,12,10,3
804600,12,11,3
804600,12,12,3
804600,12,13,3
804600,12,14,3
804600,12,15,3
804600,12,16,3
804600,12,17,3
804600,12,18,3
804600,12,19,2
804600,12,20,2
804600,12,21,2
804600,13,0,7
804600,13,1,6
804600,13,2,6
804600,13,3,6
804600,13,4,6
804600,13,5,6
804600,13,6,6
804600,13,7,6
804600,13,8,6
804600,13,9,6
804600,13,10,7
804600,13,11,6
804600,13,12,6
804600,13,13,6
804600,13,14,6
804600,13,15,6
804600,13,16,6
804600,13,17,6
804600,13,18,6
804600,13,19,6
804600,13,20,6
804600,13,21,6
804600,13,22,5
804600,14,0,13
804600,14,1,10
804600,14,2,8
804600,14,3,9
804600,14,4,13
804600,14,5,8
804600,14,6,8
804600,14,7,8
804600,14,8,9
804600,14,9,8
804600,14,10,8
804600,14,11,8
804600,14,12,9
804600,14,13,8
804600,14,14,8
804600,14,15,8
804600,14,16,9
804600,14,17,8
804600,14,18,8
804600,14,19,6
804600,14,20,6
804600,14,21,4
804600,14,22,2
804600,15,0,10
804600,15,1,10
804600,15,2,10
804600,15,3,10
804600,15,4,10
804600,15,5,10
804600,15,6,10
804600,15,7,10
804600,15,8,10
804600,15,9,10
804600,15,10,10
804600,15,11,10
804600,15,12,10
804600,15,13,10
804600,15,14,10
804600,15,15,10
804600,15,16,10
804600,15,17,10
804600,15,18,10
804600,15,19,9
804600,15,20,9
804600,15,21,7
804600,15,22,7
804600,16,0,12
804600,16,1,9
804600,16,2,9
804600,16,3,8
804600,16,4,11
804600,16,5,8
