"wbic","week","depth","n.vals"
6100,15,1,4
6100,15,2,2
6100,15,3,2
6100,15,4,2
6100,15,5,2
6100,15,6,2
6100,16,0,2
6100,16,1,8
6100,16,2,4
6100,16,3,4
6100,16,4,4
6100,16,5,5
6100,16,6,4
6100,16,7,2
6100,17,1,4
6100,17,2,2
6100,17,3,2
6100,17,4,2
6100,17,5,2
6100,17,6,2
6100,18,1,2
6100,19,1,2
6100,22,1,2
6100,23,1,8
6100,23,2,4
6100,23,3,4
6100,23,4,4
6100,23,5,4
6100,23,6,4
6100,24,1,12
6100,24,2,6
6100,24,3,6
6100,24,4,6
6100,24,5,6
6100,24,6,6
6100,24,7,2
6100,25,1,2
6100,26,1,2
6100,27,1,2
6100,28,1,8
6100,28,2,4
6100,28,3,4
6100,28,4,4
6100,28,5,4
6100,28,6,4
6100,28,7,3
6100,29,1,4
6100,29,2,2
6100,29,3,2
6100,29,4,2
6100,29,5,2
6100,29,6,2
6100,30,1,9
6100,30,2,5
6100,30,3,4
6100,30,4,5
6100,30,5,5
6100,30,6,4
6100,30,7,4
6100,31,1,4
6100,31,2,2
6100,31,3,2
6100,31,4,2
6100,31,5,2
6100,31,6,2
6100,31,7,2
6100,32,1,6
6100,32,2,3
6100,32,3,3
6100,32,4,3
6100,32,5,3
6100,32,6,3
6100,32,7,2
6100,33,1,7
6100,33,2,4
6100,33,3,3
6100,33,4,4
6100,33,5,4
6100,33,6,3
6100,34,1,4
6100,34,2,2
6100,34,3,2
6100,34,4,2
6100,34,5,2
6100,34,6,2
6100,39,1,2
6100,40,1,6
6100,40,2,3
6100,40,3,3
6100,40,4,3
6100,40,5,3
6100,40,6,3
6100,41,1,4
6100,41,2,2
6100,41,3,2
6100,41,4,2
6100,41,5,2
6100,41,6,2
6100,41,7,2
6100,42,1,7
6100,42,2,3
6100,42,3,3
6100,42,4,3
6100,42,5,3
6100,42,6,4
6100,43,1,2
6100,44,1,2
7100,22,9,2
7100,27,9,2
7100,31,9,2
8900,17,1,2
8900,17,9,2
8900,25,1,2
8900,25,9,2
8900,28,1,2
9700,38,1,2
14500,23,2,2
19900,3,0,2
25100,8,0,2
25300,7,0,3
25300,7,1,2
25300,8,0,3
25300,8,1,3
25300,8,5,2
25300,9,1,2
25300,13,1,2
25300,14,0,2
25300,15,0,8
25300,15,1,3
25300,15,2,2
25300,15,11,5
25300,15,22,2
25300,15,29,2
25300,16,0,2
25300,16,1,2
25300,16,11,3
25300,16,22,2
25300,18,1,8
25300,18,11,2
25300,18,31,2
25300,23,1,6
25300,23,2,5
25300,23,3,5
25300,23,4,5
25300,23,5,5
25300,23,7,5
25300,23,10,5
25300,23,13,3
25300,23,16,3
25300,23,19,3
25300,23,22,3
25300,23,25,3
25300,24,1,12
25300,24,2,9
25300,24,3,8
25300,24,4,9
25300,24,5,10
25300,24,7,10
25300,24,8,2
25300,24,10,9
25300,24,11,4
25300,24,13,6
25300,24,16,6
25300,24,19,6
25300,24,22,6
25300,24,25,5
25300,24,28,3
25300,24,31,2
25300,25,0,5
25300,25,1,4
25300,25,2,3
25300,25,3,3
25300,25,4,3
25300,25,5,4
25300,25,7,5
25300,25,8,2
25300,25,10,5
25300,25,11,2
25300,25,13,3
25300,25,29,3
25300,26,1,7
25300,26,7,4
25300,26,8,2
25300,26,10,4
25300,26,11,4
25300,26,22,2
25300,26,29,2
25300,27,0,2
25300,27,1,5
25300,27,2,4
25300,27,3,4
25300,27,4,4
25300,27,5,4
25300,27,7,5
25300,27,10,5
25300,27,13,4
25300,27,16,3
25300,27,19,3
25300,27,22,3
25300,27,25,3
25300,27,28,2
25300,28,0,2
25300,28,1,17
25300,28,2,16
25300,28,3,16
25300,28,4,16
25300,28,5,16
25300,28,7,15
25300,28,8,3
25300,28,10,15
25300,28,11,3
25300,28,12,2
25300,28,13,13
25300,28,16,10
25300,28,19,9
25300,28,22,10
25300,28,25,9
25300,28,28,7
25300,28,29,4
25300,29,0,2
25300,29,1,12
25300,29,7,4
25300,29,8,5
25300,29,10,4
25300,29,11,8
25300,29,13,3
25300,29,22,2
25300,29,31,3
25300,30,0,2
25300,30,1,4
25300,30,2,2
25300,30,3,2
25300,30,4,2
25300,30,5,2
25300,30,7,2
25300,30,8,3
25300,30,10,3
25300,30,11,3
25300,30,22,2
25300,32,0,5
25300,32,1,12
25300,32,2,12
25300,32,3,12
25300,32,4,12
25300,32,5,12
25300,32,7,12
25300,32,8,2
25300,32,10,12
25300,32,11,4
25300,32,13,11
25300,32,16,9
25300,32,19,9
25300,32,22,10
25300,32,25,9
25300,32,28,6
25300,32,29,4
25300,32,31,2
25300,33,0,2
25300,33,1,12
25300,33,2,8
25300,33,3,8
25300,33,4,8
25300,33,5,8
25300,33,7,8
25300,33,8,3
25300,33,10,9
25300,33,11,4
25300,33,13,9
25300,33,16,6
25300,33,19,6
25300,33,22,6
25300,33,25,4
25300,33,28,3
25300,34,0,3
25300,34,1,7
25300,34,2,2
25300,34,3,2
25300,34,4,2
25300,34,5,2
25300,34,7,4
25300,34,8,4
25300,34,10,2
25300,34,11,5
25300,35,1,3
25300,35,11,2
25300,36,1,4
25300,36,11,2
25300,38,1,2
25300,38,2,2
25300,38,3,2
25300,38,4,2
25300,38,5,2
25300,38,7,2
25300,38,8,2
25300,38,10,2
25300,38,11,2
25300,40,1,7
25300,40,2,6
25300,40,3,6
25300,40,4,6
25300,40,5,6
25300,40,7,6
25300,40,10,6
25300,40,13,5
25300,40,16,5
25300,40,19,5
25300,40,22,5
25300,40,25,5
25300,40,28,3
25300,41,1,5
25300,41,2,5
25300,41,3,5
25300,41,4,4
25300,41,5,5
25300,41,7,5
25300,41,10,4
25300,41,13,4
25300,41,16,4
25300,41,19,4
25300,41,22,4
25300,41,25,4
25300,41,28,2
28100,15,0,2
28100,15,1,5
28100,15,3,5
28100,15,4,5
28100,15,5,5
28100,15,7,5
28100,15,8,5
28100,15,10,5
28100,15,11,6
28100,16,1,3
28100,16,2,3
28100,16,3,2
28100,16,4,3
28100,16,5,3
28100,16,7,3
28100,16,8,3
28100,16,10,3
28100,17,1,4
28100,17,2,3
28100,17,3,4
28100,17,4,4
28100,17,5,4
28100,17,7,4
28100,17,8,4
28100,17,10,4
28100,17,11,3
28100,19,1,3
28100,19,2,2
28100,19,3,3
28100,19,4,3
28100,19,5,3
28100,19,7,3
28100,19,8,3
28100,19,10,3
28100,19,11,2
28100,21,1,2
28100,21,3,2
28100,21,4,2
28100,21,5,2
28100,21,7,2
28100,21,8,2
28100,21,10,2
28100,21,11,2
28100,22,1,4
28100,22,3,4
28100,22,4,4
28100,22,5,4
28100,22,7,4
28100,22,8,4
28100,22,10,4
28100,22,11,4
28100,23,1,5
28100,23,2,3
28100,23,3,5
28100,23,4,5
28100,23,5,5
28100,23,7,5
28100,23,8,5
28100,23,10,6
28100,23,11,4
28100,24,1,4
28100,24,2,3
28100,24,3,4
28100,24,4,4
28100,24,5,4
28100,24,7,4
28100,24,8,4
28100,24,10,4
28100,24,11,2
28100,25,0,2
28100,25,1,4
28100,25,2,3
28100,25,3,4
28100,25,4,4
28100,25,5,4
28100,25,7,5
28100,25,8,5
28100,25,10,3
28100,25,11,3
28100,26,1,3
28100,26,3,3
28100,26,4,3
28100,26,5,3
28100,26,7,4
28100,26,8,3
28100,26,10,3
28100,26,11,4
28100,27,1,7
28100,27,2,5
28100,27,3,7
28100,27,4,7
28100,27,5,7
28100,27,7,7
28100,27,8,7
28100,27,10,8
28100,27,11,6
28100,28,1,5
28100,28,2,4
28100,28,3,5
28100,28,4,6
28100,28,5,5
28100,28,7,5
28100,28,8,5
28100,28,10,6
28100,28,11,3
28100,29,1,6
28100,29,2,3
28100,29,3,4
28100,29,4,4
28100,29,5,4
28100,29,7,6
28100,29,8,4
28100,29,10,5
28100,29,11,2
28100,30,1,4
28100,30,2,2
28100,30,3,4
28100,30,4,4
28100,30,5,4
28100,30,7,4
28100,30,8,4
28100,30,10,4
28100,30,11,4
28100,31,1,2
28100,31,3,2
28100,31,4,2
28100,31,5,2
28100,31,7,2
28100,31,8,2
28100,31,10,2
28100,31,11,2
28100,32,1,10
28100,32,2,8
28100,32,3,10
28100,32,4,10
28100,32,5,11
28100,32,7,10
28100,32,8,10
28100,32,10,12
28100,32,11,7
28100,33,1,4
28100,33,2,2
28100,33,3,3
28100,33,4,3
28100,33,5,3
28100,33,7,4
28100,33,8,3
28100,33,10,3
28100,34,7,2
28100,36,1,4
28100,36,2,3
28100,36,3,4
28100,36,4,4
28100,36,5,4
28100,36,7,4
28100,36,8,4
28100,36,10,4
28100,36,11,2
28100,39,1,7
28100,39,2,3
28100,39,3,7
28100,39,4,7
28100,39,5,7
28100,39,7,7
28100,39,8,6
28100,39,10,6
28100,39,11,4
28100,40,1,3
28100,40,2,3
28100,40,3,3
28100,40,4,3
28100,40,5,3
28100,40,7,3
28100,40,8,3
28100,40,10,3
28100,40,11,3
28100,41,1,7
28100,41,2,4
28100,41,3,6
28100,41,4,6
28100,41,5,6
28100,41,7,6
28100,41,8,6
28100,41,10,7
28100,41,11,6
28100,43,1,3
28100,43,3,2
28100,43,4,2
28100,43,5,2
28100,43,7,2
28100,43,8,2
28100,43,10,3
28100,43,11,3
28300,15,0,2
28300,15,11,2
28300,25,0,3
28300,25,11,3
28300,29,1,3
28300,29,7,3
28300,29,11,2
28300,43,11,2
30300,0,2,2
30300,0,4,2
30300,0,5,2
30300,0,7,2
30300,16,0,2
30300,16,1,3
30300,16,2,4
30300,16,3,2
30300,16,4,4
30300,16,5,4
30300,16,6,2
30300,16,7,3
30300,18,0,3
30300,18,1,3
30300,18,2,6
30300,18,3,3
30300,18,4,6
30300,18,5,6
30300,18,6,3
30300,18,7,9
30300,19,0,2
30300,19,1,2
30300,19,2,4
30300,19,3,2
30300,19,4,4
30300,19,5,4
30300,19,6,2
30300,19,7,6
30300,20,0,3
30300,20,1,3
30300,20,2,6
30300,20,3,3
30300,20,4,6
30300,20,5,6
30300,20,6,3
30300,20,7,7
30300,21,0,10
30300,21,1,10
30300,21,2,20
30300,21,3,10
30300,21,4,21
30300,21,5,18
30300,21,6,9
30300,21,7,22
30300,22,0,5
30300,22,1,5
30300,22,2,10
30300,22,3,5
30300,22,4,10
30300,22,5,10
30300,22,6,5
30300,22,7,13
30300,23,0,9
30300,23,1,9
30300,23,2,18
30300,23,3,9
30300,23,4,18
30300,23,5,18
30300,23,6,9
30300,23,7,25
30300,24,0,5
30300,24,1,5
30300,24,2,10
30300,24,3,5
30300,24,4,10
30300,24,5,10
30300,24,6,5
30300,24,7,12
30300,25,0,10
30300,25,1,9
30300,25,2,17
30300,25,3,8
30300,25,4,18
30300,25,5,16
30300,25,6,7
30300,25,7,21
30300,26,0,7
30300,26,1,7
30300,26,2,15
30300,26,3,7
30300,26,4,15
30300,26,5,15
30300,26,6,7
30300,26,7,20
30300,27,0,8
30300,27,1,8
30300,27,2,16
30300,27,3,8
30300,27,4,16
30300,27,5,14
30300,27,6,7
30300,27,7,17
30300,28,0,8
30300,28,1,9
30300,28,2,16
30300,28,3,8
30300,28,4,17
30300,28,5,16
30300,28,6,8
30300,28,7,21
30300,29,0,7
30300,29,1,6
30300,29,2,13
30300,29,3,6
30300,29,4,13
30300,29,5,13
30300,29,6,6
30300,29,7,16
30300,30,0,14
30300,30,1,12
30300,30,2,25
30300,30,3,12
30300,30,4,26
30300,30,5,23
30300,30,6,11
30300,30,7,28
30300,31,0,14
30300,31,1,12
30300,31,2,26
30300,31,3,12
30300,31,4,27
30300,31,5,22
30300,31,6,10
30300,31,7,26
30300,32,0,13
30300,32,1,8
30300,32,2,17
30300,32,3,8
30300,32,4,18
30300,32,5,15
30300,32,6,7
30300,32,7,21
30300,33,0,12
30300,33,1,11
30300,33,2,22
30300,33,3,10
30300,33,4,22
30300,33,5,22
30300,33,6,10
30300,33,7,27
30300,34,0,13
30300,34,1,11
30300,34,2,24
30300,34,3,11
30300,34,4,25
30300,34,5,22
30300,34,6,10
30300,34,7,29
30300,35,0,8
30300,35,1,8
30300,35,2,15
30300,35,3,7
30300,35,4,15
30300,35,5,16
30300,35,6,7
30300,35,7,21
30300,36,0,12
30300,36,1,9
30300,36,2,20
30300,36,3,9
30300,36,4,20
30300,36,5,20
30300,36,6,9
30300,36,7,25
30300,37,0,10
30300,37,1,9
30300,37,2,19
30300,37,3,9
30300,37,4,19
30300,37,5,18
30300,37,6,8
30300,37,7,22
30300,38,0,8
30300,38,1,8
30300,38,2,16
30300,38,3,8
30300,38,4,16
30300,38,5,16
30300,38,6,8
30300,38,7,21
30300,39,0,7
30300,39,1,5
30300,39,2,11
30300,39,3,5
30300,39,4,11
30300,39,5,12
30300,39,6,5
30300,39,7,14
30300,40,0,5
30300,40,1,4
30300,40,2,9
30300,40,3,4
30300,40,4,9
30300,40,5,9
30300,40,6,4
30300,40,7,11
30300,41,0,2
30300,41,1,2
30300,41,2,4
30300,41,3,2
30300,41,4,4
30300,41,5,4
30300,41,6,2
30300,41,7,5
30300,42,0,4
30300,42,1,3
30300,42,2,7
30300,42,3,3
30300,42,4,7
30300,42,5,7
30300,42,6,3
30300,42,7,8
30500,10,1,2
30500,43,7,2
36000,15,0,2
36000,25,0,3
36000,25,2,2
36000,29,1,2
37800,30,4,2
37900,10,1,2
37900,10,5,2
37900,10,10,2
37900,17,1,2
37900,30,5,2
37900,30,10,2
37900,34,1,2
37900,34,5,2
37900,34,10,2
38700,7,1,3
38700,7,13,3
38700,8,1,2
38700,14,1,6
38700,14,2,2
38700,14,3,2
38700,14,4,2
38700,14,5,2
38700,14,6,2
38700,14,7,2
38700,14,8,2
38700,14,9,2
38700,14,10,2
38700,14,11,3
38700,14,12,4
38700,14,13,3
38700,14,14,2
38700,15,1,3
38700,15,12,2
38700,16,1,4
38700,22,1,2
38700,23,1,5
38700,23,7,3
38700,23,11,2
38700,23,13,2
38700,24,1,3
38700,24,8,3
38700,24,13,2
38700,25,1,6
38700,25,3,5
38700,25,5,5
38700,25,7,5
38700,25,8,5
38700,25,10,5
38700,25,11,6
38700,26,1,5
38700,26,2,4
38700,26,3,5
38700,26,4,4
38700,26,5,5
38700,26,6,4
38700,26,7,5
38700,26,8,5
38700,26,9,4
38700,26,10,5
38700,26,11,5
38700,26,12,4
38700,26,13,4
38700,26,14,3
38700,27,1,6
38700,27,2,2
38700,27,3,3
38700,27,4,2
38700,27,5,3
38700,27,6,2
38700,27,7,4
38700,27,8,3
38700,27,9,2
38700,27,10,3
38700,27,11,4
38700,27,12,2
38700,27,13,2
38700,27,14,3
38700,28,1,8
38700,28,3,2
38700,28,5,3
38700,28,7,2
38700,28,8,5
38700,28,10,2
38700,28,11,2
38700,28,12,2
38700,28,13,3
38700,29,1,4
38700,29,3,3
38700,29,5,3
38700,29,7,3
38700,29,8,3
38700,29,10,3
38700,29,11,3
38700,29,13,2
38700,30,1,4
38700,30,3,3
38700,30,5,3
38700,30,7,3
38700,30,8,4
38700,30,10,3
38700,30,11,3
38700,30,13,2
38700,31,1,9
38700,31,2,4
38700,31,3,6
38700,31,4,4
38700,31,5,6
38700,31,6,4
38700,31,7,6
38700,31,8,8
38700,31,9,5
38700,31,10,6
38700,31,11,5
38700,31,12,5
38700,31,13,7
38700,31,14,4
38700,32,1,4
38700,32,7,2
38700,32,14,2
38700,33,1,4
38700,33,2,2
38700,33,3,2
38700,33,4,2
38700,33,5,2
38700,33,6,2
38700,33,7,2
38700,33,8,3
38700,33,9,3
38700,33,10,2
38700,33,11,3
38700,33,12,2
38700,33,13,2
38700,33,14,2
38700,34,1,9
38700,34,3,8
38700,34,5,8
38700,34,7,8
38700,34,8,9
38700,34,10,8
38700,34,11,8
38700,34,13,5
38700,36,1,2
38700,36,2,2
38700,36,3,2
38700,36,4,2
38700,36,5,2
38700,36,6,2
38700,36,7,2
38700,36,8,2
38700,36,9,2
38700,36,10,2
38700,36,11,2
38700,36,12,2
38700,36,13,2
38700,36,14,2
38700,37,1,6
38700,37,2,2
38700,37,3,6
38700,37,4,2
38700,37,5,6
38700,37,6,2
38700,37,7,6
38700,37,8,6
38700,37,9,2
38700,37,10,6
38700,37,11,6
38700,37,12,2
38700,37,13,5
38700,37,14,2
38700,38,1,3
38700,38,3,3
38700,38,5,3
38700,38,7,3
38700,38,8,3
38700,38,10,3
38700,39,1,3
38700,39,3,3
38700,39,5,3
38700,39,7,3
38700,39,8,3
38700,39,10,3
38700,39,11,3
38700,39,13,2
38700,40,1,2
38700,40,3,2
38700,40,5,2
38700,40,7,2
38700,40,8,2
38700,40,10,2
38700,40,11,2
38700,41,1,2
38700,41,3,2
38700,41,5,2
38700,41,7,2
38700,41,8,2
38700,41,10,2
38700,41,11,2
43700,28,1,2
44600,3,0,2
45100,29,0,2
45100,29,5,2
45100,34,0,2
45100,34,7,2
45100,40,0,2
45100,40,1,2
45100,40,2,2
45100,40,3,2
45100,40,4,2
45100,40,5,2
45100,40,6,2
45100,40,7,2
45100,40,8,2
45100,40,9,2
45100,47,7,2
45200,7,0,2
45200,7,8,3
45200,7,19,2
45200,8,1,2
45200,8,10,2
45200,8,17,2
45200,14,1,3
45200,14,2,2
45200,14,4,2
45200,14,6,2
45200,14,8,2
45200,14,10,2
45200,14,11,2
45200,14,13,2
45200,14,15,2
45200,14,17,2
45200,14,18,2
45200,15,0,2
45200,15,1,6
45200,15,2,5
45200,15,4,5
45200,15,6,5
45200,15,8,5
45200,15,10,5
45200,15,11,5
45200,15,13,5
45200,15,15,5
45200,15,17,5
45200,15,18,4
45200,16,0,2
45200,16,1,2
45200,16,17,2
45200,16,19,2
45200,17,1,2
45200,17,15,2
45200,19,1,4
45200,19,2,4
45200,19,4,4
45200,19,6,4
45200,19,8,4
45200,19,10,4
45200,19,11,4
45200,19,13,4
45200,19,15,4
45200,19,17,4
45200,19,18,2
45200,20,1,4
45200,20,2,3
45200,20,4,3
45200,20,6,3
45200,20,8,3
45200,20,10,3
45200,20,11,3
45200,20,13,3
45200,20,15,3
45200,20,17,3
45200,20,18,2
45200,21,1,3
45200,21,2,2
45200,21,4,2
45200,21,6,2
45200,21,8,2
45200,21,10,2
45200,21,11,2
45200,21,13,2
45200,21,15,2
45200,23,1,7
45200,23,2,6
45200,23,4,6
45200,23,6,6
45200,23,8,6
45200,23,10,6
45200,23,11,6
45200,23,13,6
45200,23,15,6
45200,23,17,6
45200,23,18,7
45200,24,1,9
45200,24,2,6
45200,24,4,6
45200,24,6,6
45200,24,8,7
45200,24,10,6
45200,24,11,6
45200,24,13,5
45200,24,15,6
45200,24,17,6
45200,24,18,3
45200,24,19,5
45200,25,0,4
45200,25,1,8
45200,25,2,4
45200,25,4,4
45200,25,6,4
45200,25,8,6
45200,25,10,4
45200,25,11,4
45200,25,13,5
45200,25,15,4
45200,25,17,6
45200,25,19,5
45200,26,1,2
45200,26,19,2
45200,28,0,2
45200,28,1,11
45200,28,2,9
45200,28,3,2
45200,28,4,9
45200,28,5,2
45200,28,6,9
45200,28,7,2
45200,28,8,11
45200,28,9,2
45200,28,10,9
45200,28,11,11
45200,28,12,2
45200,28,13,9
45200,28,14,2
45200,28,15,9
45200,28,16,2
45200,28,17,9
45200,28,18,9
45200,28,19,3
45200,29,0,3
45200,29,1,10
45200,29,2,5
45200,29,4,5
45200,29,6,5
45200,29,7,3
45200,29,8,9
45200,29,10,5
45200,29,11,5
45200,29,13,5
45200,29,15,5
45200,29,17,8
45200,29,18,3
45200,29,19,6
45200,30,1,6
45200,30,2,4
45200,30,4,4
45200,30,6,4
45200,30,8,5
45200,30,10,4
45200,30,11,4
45200,30,13,4
45200,30,15,4
45200,30,17,3
45200,30,19,4
45200,31,0,2
45200,31,1,3
45200,31,2,3
45200,31,3,2
45200,31,4,3
45200,31,5,2
45200,31,6,3
45200,31,7,2
45200,31,8,3
45200,31,9,2
45200,31,10,3
45200,31,11,5
45200,31,12,2
45200,31,13,3
45200,31,14,2
45200,31,15,3
45200,31,16,2
45200,31,17,3
45200,31,19,2
45200,32,0,3
45200,32,1,3
45200,32,2,3
45200,32,4,3
45200,32,6,3
45200,32,8,3
45200,32,10,3
45200,32,11,3
45200,32,13,3
45200,32,15,3
45200,32,17,3
45200,32,18,3
45200,33,1,10
45200,33,2,6
45200,33,4,5
45200,33,6,5
45200,33,8,7
45200,33,10,6
45200,33,11,6
45200,33,13,5
45200,33,15,5
45200,33,17,6
45200,33,18,4
45200,33,19,4
45200,34,1,6
45200,34,2,5
45200,34,4,5
45200,34,6,5
45200,34,8,6
45200,34,10,5
45200,34,11,5
45200,34,13,5
45200,34,15,5
45200,34,17,5
45200,34,18,3
45200,34,19,3
45200,35,1,3
45200,35,10,2
45200,37,1,2
45200,37,2,2
45200,37,4,2
45200,37,6,2
45200,37,8,2
45200,37,10,2
45200,37,11,2
45200,37,13,2
45200,37,15,2
45200,37,17,2
45200,38,1,4
45200,38,2,3
45200,38,4,3
45200,38,6,3
45200,38,8,3
45200,38,10,3
45200,38,11,3
45200,38,13,3
45200,38,15,3
45200,38,17,2
45200,38,19,2
45200,39,17,2
45200,40,1,2
45200,40,2,2
45200,40,4,2
45200,40,6,2
45200,40,8,2
45200,40,10,2
45200,40,11,2
45200,40,13,2
45200,40,15,2
45200,40,17,2
45200,40,19,2
45200,41,1,4
45200,41,2,2
45200,41,4,2
45200,41,6,2
45200,41,8,2
45200,41,10,2
45200,41,11,2
45200,41,13,2
45200,41,15,2
45200,44,1,2
45200,44,2,2
45200,44,4,2
45200,44,6,2
45200,44,8,2
45200,44,10,2
45200,44,11,2
45200,44,13,2
45200,44,15,2
45200,44,17,2
45200,44,18,2
45200,47,1,3
45200,47,2,3
45200,47,4,3
45200,47,6,3
45200,47,8,3
45200,47,10,3
45200,47,11,3
45200,47,13,3
45200,47,15,3
45200,47,17,3
45200,47,18,3
46000,27,1,2
46000,32,0,2
51200,26,1,2
51200,35,1,2
64000,21,0,3
64000,21,1,3
64000,21,2,3
64000,21,3,3
64000,21,4,3
64000,21,5,3
64000,21,6,3
64000,21,7,3
64000,21,8,3
64000,21,9,3
64000,21,10,3
64000,21,11,6
64000,21,12,3
64000,23,1,3
64000,24,0,4
64000,24,1,5
64000,24,2,4
64000,24,3,4
64000,24,4,4
64000,24,5,5
64000,24,6,4
64000,24,7,4
64000,24,8,4
64000,24,9,4
64000,24,10,4
64000,24,11,8
64000,24,12,4
64000,24,13,3
64000,24,17,2
64000,25,0,2
64000,25,1,3
64000,25,2,3
64000,25,3,3
64000,25,4,3
64000,25,5,3
64000,25,6,3
64000,25,7,3
64000,25,8,3
64000,25,9,3
64000,25,10,3
64000,25,11,6
64000,25,12,2
64000,25,13,2
64000,28,0,2
64000,28,1,3
64000,28,2,2
64000,28,3,2
64000,28,4,2
64000,28,5,2
64000,28,6,2
64000,28,7,2
64000,28,8,2
64000,28,9,2
64000,28,10,2
64000,28,11,4
64000,29,0,3
64000,29,1,5
64000,29,2,3
64000,29,3,3
64000,29,4,3
64000,29,5,3
64000,29,6,3
64000,29,7,3
64000,29,8,3
64000,29,9,3
64000,29,10,3
64000,29,11,5
64000,32,1,3
64000,33,0,3
64000,33,1,3
64000,33,2,3
64000,33,3,3
64000,33,4,3
64000,33,5,3
64000,33,6,3
64000,33,7,3
64000,33,8,3
64000,33,9,3
64000,33,10,3
64000,33,11,5
64000,34,0,3
64000,34,1,4
64000,34,2,3
64000,34,3,3
64000,34,4,3
64000,34,5,4
64000,34,6,3
64000,34,7,3
64000,34,8,3
64000,34,9,3
64000,34,10,3
64000,34,11,6
64000,34,12,2
64000,34,17,2
66800,4,1,6
66800,4,2,5
66800,4,3,4
66800,4,4,2
66800,4,6,2
66800,6,0,3
66800,6,1,7
66800,6,2,5
66800,6,3,6
66800,6,4,7
66800,6,5,6
66800,6,6,7
66800,6,7,3
66800,6,8,3
66800,7,1,2
66800,7,3,2
66800,7,4,2
66800,7,6,2
66800,7,8,2
66800,8,0,2
66800,8,1,2
66800,8,2,2
66800,8,3,2
66800,8,4,2
66800,8,5,2
66800,8,6,2
66800,8,7,2
66800,9,1,2
66800,9,2,2
66800,9,4,2
66800,9,5,2
66800,9,7,2
66800,9,8,2
66800,10,1,2
66800,14,0,2
66800,14,1,2
66800,14,2,2
66800,14,3,2
66800,14,4,2
66800,15,0,3
66800,15,1,6
66800,15,2,6
66800,15,3,5
66800,15,4,6
66800,15,5,6
66800,15,6,4
66800,15,7,6
66800,15,8,3
66800,17,1,2
66800,19,1,2
66800,19,8,2
66800,20,1,2
66800,21,1,6
66800,21,2,3
66800,21,3,3
66800,21,4,3
66800,21,5,3
66800,21,6,3
66800,21,7,3
66800,21,8,3
66800,22,1,2
66800,22,2,3
66800,22,4,2
66800,22,5,2
66800,22,7,2
66800,24,1,5
66800,24,2,4
66800,24,3,4
66800,24,4,5
66800,24,5,4
66800,24,6,4
66800,24,7,4
66800,24,8,3
66800,25,1,3
66800,25,2,2
66800,25,3,2
66800,25,4,2
66800,25,5,2
66800,25,6,2
66800,25,7,2
66800,25,8,2
66800,26,1,4
66800,26,2,2
66800,26,3,2
66800,26,4,2
66800,26,5,2
66800,26,6,2
66800,26,7,2
66800,26,8,2
66800,27,1,2
66800,27,2,2
66800,27,3,2
66800,27,4,2
66800,27,5,4
66800,27,6,2
66800,27,7,2
66800,27,8,2
66800,27,9,2
66800,28,0,2
66800,28,1,4
66800,28,2,3
66800,28,3,3
66800,28,4,3
66800,28,5,3
66800,28,6,3
66800,28,7,3
66800,28,8,2
66800,29,1,5
66800,29,2,3
66800,29,3,3
66800,29,4,3
66800,29,5,3
66800,29,6,2
66800,29,7,2
66800,29,8,2
66800,30,1,6
66800,30,2,3
66800,30,3,3
66800,30,4,3
66800,30,5,3
66800,30,6,2
66800,30,7,3
66800,30,8,2
66800,31,1,2
66800,32,0,2
66800,32,1,2
66800,32,2,2
66800,32,3,2
66800,32,4,2
66800,32,5,2
66800,32,6,2
66800,33,0,2
66800,33,1,5
66800,33,2,4
66800,33,3,4
66800,33,4,4
66800,33,5,2
66800,33,8,3
66800,34,1,5
66800,34,2,3
66800,34,3,3
66800,34,4,3
66800,34,5,3
66800,34,6,2
66800,34,7,2
66800,35,1,2
66800,38,1,2
66800,39,1,4
66800,39,2,3
66800,39,3,3
66800,39,4,3
66800,39,5,3
66800,39,6,3
66800,39,7,3
66800,40,1,2
66800,41,1,3
66800,41,2,2
66800,41,3,2
66800,41,4,2
66800,41,5,2
66800,41,6,2
66800,41,7,2
66800,41,8,2
66800,43,1,5
66800,43,2,2
66800,43,3,4
66800,43,4,3
66800,43,5,3
66800,43,6,3
66800,43,7,3
66800,44,1,2
66800,44,2,2
66800,44,3,2
66800,44,4,3
66800,44,5,2
66800,44,6,2
66800,44,7,2
66800,45,1,2
66800,45,3,2
66800,45,4,2
66800,45,6,2
66800,46,1,2
66800,46,3,2
66800,46,4,2
66800,46,6,2
67200,5,1,2
67200,28,2,2
67200,28,4,2
67200,28,5,2
67200,28,7,2
67200,28,10,2
67200,28,13,2
67200,28,16,2
67200,29,2,2
67200,29,5,2
67200,29,7,2
67200,29,10,2
67200,29,13,2
67200,34,2,3
67200,34,4,2
67200,34,5,3
67200,34,7,3
67200,34,10,3
67200,34,13,3
67200,34,16,2
67200,44,13,2
67400,12,3,2
67400,13,0,2
67400,13,1,2
67400,13,2,2
67400,13,3,2
67400,13,4,3
67400,13,5,3
67400,13,6,2
67400,13,7,2
67400,13,8,2
67400,14,0,2
67400,14,1,5
67400,14,2,3
67400,14,3,4
67400,14,4,3
67400,14,5,3
67400,14,6,2
67400,14,7,2
67400,15,0,4
67400,15,1,4
67400,15,2,4
67400,15,3,4
67400,15,4,4
67400,15,5,4
67400,15,6,4
67400,15,7,4
67400,15,8,2
67400,16,1,2
67400,17,1,2
