WBIC	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
WBIC_2423000	15.5151207255256	15.9041889871356	15.4760237738211	16.1745309083929	16.6112180212379	15.8270369528454	15.6309448836482	15.9785259480145	16.1994990566623	16.1667006638543	15.7043879420647	15.8381338458095	16.4092737673398	15.0837339380591	14.9582896999659	15.7147467477745	15.9515315670521	15.9663742748645	15.8829659384732	15.9561248823478	15.1320578861156	15.3520982193438	15.4898527685777	16.238676767603	16.2565731402325	15.1477416657578	16.6350229310804	15.8501298123332	16.5626238996485	15.9593844797356	14.5209024664698	15.9814678983461	15.7511972653503
WBIC_2491000	10.5566794472395	10.1115146505729	11.2151618323524	10.799997132738	10.8556129291963	11.5864776264776	10.6048547480403	11.7800250238052	10.3663922209252	10.8811779594502	10.4985593510584	10.5720486551131	10.8571764913209	10.2716874826107	10.4526729042151	11.1612332110067	10.8528356595932	10.0972280492226	11.0727057342446	10.915145349582	10.5940423468436	10.9187349180365	10.3585904033432	11.5416242912404	11.5818286947951	10.6421327934927	11.7533300588401	10.4694866816816	11.311887072497	11.8475037096453	11.090954568409	11.6930196952661	10.9963517220822
WBIC_2104500	10.0848195413477	9.83807024111728	10.4562321311168	10.34067847781	10.7607378949855	11.2153321640199	10.2175084028703	11.4353531211721	10.1309586670305	10.3520182906027	10.1484364989225	10.2662027386812	10.480577972237	10.0196967867783	10.3467217343487	10.7426379729662	10.7897702315026	10.5149505173922	10.9105932973716	10.4131112372237	10.229232697394	10.5224754545004	9.70660587931788	11.3821775116808	11.3111273453432	10.5331620026539	11.3505505179396	10.6744750509005	10.9450185197537	11.0802650320277	11.2367701441308	11.479522938365	10.7719406072806
WBIC_2402200	14.7127006689539	15.311131820183	14.506898753108	15.5834969354782	15.7648471228893	15.2984353757438	15.1107904847659	15.3522247160617	15.4287357343554	15.1586066380247	14.7716869526013	15.2361675886414	14.9278346005556	14.3859782834345	14.1918833114623	15.0376236220605	15.0439986262949	14.9785097024799	14.8396022118395	14.8501436060471	14.4033061197137	14.5832294816954	14.5145730835188	15.3174335536102	15.6351856745419	14.3418124589043	15.879174153424	15.077078223304	15.7804171061437	15.3851266455515	13.900996082826	14.8879246474318	14.9654041660633
WBIC_1245800	10.9461805254956	10.7329269784113	11.1469752781893	10.5014604872454	10.4950146462141	11.1128557355552	10.8839914256996	11.4941848716913	10.3339542824953	10.5491504650676	10.5186261026774	10.1100099590559	11.3666607774301	9.62500507895004	10.1283229342692	11.0923787804522	10.7962729247686	10.3884616517602	10.9427505517254	10.4704291660851	11.1375756091208	11.1052204258749	10.7084812513646	10.9710752070337	10.3611512728708	10.9696930387769	11.4511911829729	10.8791871485452	10.7725346593185	11.3314581758032	10.5713582470776	11.1068675119883	10.8266786080068
WBIC_2916900	11.553245978773	11.4037815615526	11.3656688401298	10.540914941652	11.6805751683572	12.2085094646063	11.2417450605195	12.2020144306169	12.3128157754383	11.3090706827152	11.0720935262926	11.718156732634	11.7845652513413	11.5948012174564	10.8366261534614	11.72142612606	11.818349753892	11.3299289757804	11.9473341974994	11.5206130060952	11.0518987761725	11.4991007805751	11.8974966124163	12.3484426286414	11.9514033143784	12.4861887555485	12.4046961036497	12.1770497843932	12.689624535082	12.7773342939066	12.6217030800532	12.7205758850243	11.9737082529693
WBIC_2734200	15.3734502222667	15.4038201520719	15.1930706329987	15.7567150704939	16.4073894167514	15.6643087784657	15.4512759211353	15.7185793077426	15.8145753731596	15.6990907229382	15.490931317594	15.6767404324359	15.9744120564844	14.8437562557463	14.7429295202632	15.5721135444554	15.9515009346879	15.7396368238516	15.4521744096406	15.5867496239076	14.7915787102265	14.9490304741576	15.2194477026404	15.8629370242364	16.1555251598642	14.7681055657097	16.364908510789	15.428934047876	15.9561221482118	15.7373813436225	13.9002775599885	15.6572412036402	15.3684835010981
WBIC_2043500	16.1496844813823	16.8270264723055	16.2311360290406	17.3230651078437	17.1448875358426	16.6143978627838	16.3368495092162	16.8599376827574	17.0077610731231	17.2246597947502	16.4229537092236	16.3478075494485	17.0069224462516	15.8214905125646	15.674856600954	16.6623707486815	16.707713012756	16.6288809522026	16.5992667446232	16.707515157152	15.7470218851104	16.0198134829638	16.085660568494	16.7898296409741	17.0482372779652	15.6932084586786	17.2767252972146	17.0474295414501	17.2118564991436	16.4238412346839	15.3047774383705	16.8789520972009	16.3332772125766
WBIC_2103900	15.5303746511111	15.4717184185225	15.1942901431509	16.1062822926952	16.5182686464582	15.7843624817749	15.5811035023267	16.1668492980563	15.8454971844286	15.3729879022223	15.3464362528374	15.5753519920878	16.0799452576636	14.9423667872682	14.7450759149873	15.7635870688359	15.4154254554811	15.7824623661254	15.4617194638856	15.6926524153067	14.8098907343359	15.0671326952347	14.9068422838464	16.0172757820362	16.1060435340641	14.7551952063747	16.3848758493782	15.8613229187628	16.2043563634126	15.7082818447643	14.3856560991237	15.573735858999	15.6900763751626
WBIC_2607400	14.6938768030768	14.9785149078957	14.7966381835622	15.1811395087147	15.3120237504233	15.2298012104301	14.9379693291613	15.6112578276648	14.5112420827349	15.3333474742633	14.757510961636	14.7625223697723	14.95738335626	14.3327917592736	14.1700594581359	14.9667386478929	14.9281258376941	14.9737353311497	14.9333206266767	15.1827051583508	14.55149886988	14.7990743917797	14.2443641589924	14.9232220553039	15.4220773389715	14.3906926505475	15.4184016504102	14.8906352540569	15.5507767988343	15.3404525503701	14.2605148531684	15.2211833564113	14.8548922961004
WBIC_2256800	16.2463769432444	16.5641700813879	16.2162831458946	16.8409232572754	17.295699403671	16.6012964853401	16.4078118383223	16.851243500269	16.4755127687985	16.2235872415771	16.6966014565175	16.4508764450176	17.0002630174933	16.011044529314	15.6225804229114	16.429739556306	16.4842180962796	16.5439780590086	16.5502074190963	16.2156732048181	15.7503630692834	15.9522062176832	15.9731892211421	16.7766237945391	16.9757679603111	15.8833804558999	17.2827395645855	16.599637306137	16.8254649679282	15.9761771581363	14.9653699854919	16.6779353798652	16.2854417632421
WBIC_1598000	13.7473360063191	14.4610969826098	13.9995037965738	14.5207739249075	14.9317636886288	14.6184964343647	14.4234171424556	14.7913274944662	14.8310478916672	13.9459182417164	14.1568347755316	14.2783259073955	13.9104893969416	13.4785709183793	13.3888313235812	14.2238154068813	14.0657525972106	14.2394242553734	13.9710820268619	14.1463433459391	13.5775075213728	13.7244373278476	13.5982577221554	14.3691958115938	14.6077780499343	13.4321626058914	14.9604724726593	14.1500137732881	15.1278568484435	14.5039447525958	13.0288853591341	14.1558766116863	14.2422349824284
WBIC_2692900	15.3781847166914	15.5999417886804	15.1233778275766	16.2831958664967	16.0046954403453	16.0756749389056	15.7049677961497	15.8968300159732	16.4135367836516	16.1553400919345	15.4318976697635	15.9050199212179	16.2599316354704	14.90777150932	14.8962081823335	15.4559398235293	15.9029744554089	15.9875327283063	15.3941679260791	15.7376246227983	15.1497177082397	15.1144766379427	15.4039822350144	16.2980955402162	16.2802748343891	15.0372799604307	16.6602179294165	16.4031588463859	16.5497730474786	15.933844538878	14.4006176982129	15.4652948782646	15.8811219763155
WBIC_1515200	13.3404679495577	13.2241281744274	13.0745038833992	13.4022285640401	13.9440954481633	13.7700226506172	14.13844929487	14.2195180903793	13.9979276245088	13.5569079219973	13.2579053478163	13.7422635298063	13.1115041027861	13.2843177904805	13.2055859578928	13.5954208521407	13.4934117530032	13.2871391762414	13.156557010661	13.4591500921785	13.2466253676404	13.4631357878367	13.4078325238316	13.5274896577566	14.1514717173097	13.4009038529385	14.2614437041084	13.6719686355679	14.7099164084498	14.4147280960155	12.9389684498096	13.5327790297299	13.5616228309693
WBIC_1612900	13.8001174121905	14.1955599492806	13.4708201331437	14.2678868712156	14.5525247824881	14.4321005976277	14.2666486115012	14.7531217532613	14.5490035212795	13.6195863595185	13.5012069949512	14.0320261382103	13.286876196591	13.4055917364767	13.2569538874596	14.1199351750163	13.8679843472104	13.9109943133974	13.4085183524633	13.7256054624997	13.3632389925304	13.7196471961196	13.4494548263529	14.1008058763285	14.4976247511507	13.530394384298	14.7726771743325	13.8475525780715	15.208626939118	14.4078302301488	13.0533038383656	13.8620695487795	14.0653432490628
WBIC_280400	16.2566153668445	15.9487755151059	15.6642409311219	16.7081044857705	16.5399109980841	15.9981271399245	16.1961294980264	16.6108061063758	15.8565854465228	16.0252011575941	15.7716649368636	15.062116051778	16.029883546704	14.9732763899185	14.8073148944596	15.7593065611718	15.9213582901245	16.1086631414944	15.9471650191869	16.251390913478	15.5777422947363	15.4862120110282	15.5744680712848	16.1982979291134	15.540492586631	15.3400536200152	17.0653532158338	16.0682844888142	16.7195724801177	16.2211954642465	14.646379866893	16.3062552611075	15.8437749993875
WBIC_1528300	14.8783849741107	15.7425616274898	15.0480731598214	15.6590309951402	16.476071036239	15.4252225869901	15.5683480001118	15.9771073183778	15.756834090302	15.2208901820134	14.8578312179601	15.6940822048757	16.0414931829637	14.6405249295747	14.6829521188982	15.6253720964473	15.5060896822999	15.3509969901524	14.7507686437845	15.168311868247	15.0019699013564	14.9506007304841	14.9782995886611	16.0860515243862	15.9311664653497	14.7866438970926	16.3871455336619	15.4802946074607	16.2076620840077	15.3354998198264	13.8102150963538	15.8611788090454	15.4404721155314
WBIC_2184900	12.6501357324448	11.0197734101509	11.5987895370432	14.0174682371929	13.7280983870799	12.4678294954843	14.3659243930642	13.1628282294927	13.6639195937963	10.8784168797887	11.4157611657158	12.4278848576371	14.525499364908	13.4679961912078	13.5312526181276	12.6440164156869	12.2198802598425	13.6081987141275	12.3938238655038	11.2293387949621	10.8936282054909	10.2992754687629	13.0406666858017	12.491216342397	12.453990647565	14.4010363342196	13.841669739687	12.5270815041457	14.0383513343035	14.8962599606155	12.8847384178916	12.5422032999173	12.2642012866572
WBIC_1713200	16.0945499649725	16.0572158873258	15.9662640996146	16.4643528273397	16.2199814796325	15.765680142257	15.7984071728558	16.5953700797074	16.2570999660262	15.9687333883394	15.6376756591024	15.53281391939	16.0244419548718	15.0842599217115	15.3169960490111	15.8688938317145	16.1245993886878	16.1504070806069	16.0610649792431	16.2127404778004	15.5934115682406	15.5352073908444	15.4601007836575	16.4056486236233	15.947034539453	15.1744233886543	16.5515380009578	16.0432001168863	16.1123046416913	16.091409966571	14.3119260498264	16.2694994264507	15.7500422349831
WBIC_42400	11.8903558452832	11.4212320956186	11.8529301659968	11.7312686253511	11.6662368902859	12.3021057186847	11.3961536203392	12.4463884027651	10.9017642710878	11.4889983539579	11.2632677144563	11.485510733165	12.1820904070434	11.0405150160532	10.8084907286493	12.2827665631591	12.0417041692185	11.5893147690132	12.0992824385999	11.8825994016929	12.1530093230025	11.9910540556036	12.1511320014412	12.4217375872257	11.7763039729472	12.191889558204	12.9676582124869	11.7984642740283	12.0229542949711	12.9281896896547	11.8000579699009	12.4495895675523	11.7895107104733
