WBICs	hc_0.5	hc_1.52631578947368	hc_2.55263157894737	hc_3.57894736842105	hc_4.60526315789474	hc_5.63157894736842	hc_6.65789473684211	hc_7.68421052631579	hc_8.71052631578947	hc_9.73684210526316	hc_10.7631578947368	hc_11.7894736842105	hc_12.8157894736842	hc_13.8421052631579	hc_14.8684210526316	hc_15.8947368421053	hc_16.9210526315789	hc_17.9473684210526	hc_18.9736842105263	hc_20
1005700	14.4965140090156	13.9996634670114	14.0413281441518	13.1771292483113	12.6275906098142	12.1755217753694	11.920329197246	12.0523820561032	11.4939630840406	11.3750181285025	11.3886442132671	11.7057414942502	11.0319690039881	11.098305734169	11.0985879990281	11.0985879990281	11.0985879990281	11.0985879990281	11.0985879990281	11.0985879990281
1005800	19.0906750275998	19.0739829295858	18.9420139903847	18.8085270177624	18.782928046163	18.5689652950932	18.0602649641245	17.841697519169	17.8112934998484	17.7471766124648	17.7370700119243	17.6263583081515	17.648429601976	17.6424380852266	17.5774528773945	17.6173525991956	17.5986747323098	17.5986747323098	17.5986747323098	17.5986747323098
1005900	6.40556951371214	6.21920038961711	6.035923876086	6.01185910074192	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415	5.92007121144415
1006400	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835	16.6665801150835
1006500	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258	23.1584504412258
1007200	20.2580396206288	20.174629032896	20.1086733666838	20.0264327497645	19.9085352676405	19.5965898640436	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677	19.8839115778677
1007500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1008200	20.3752537177713	20.3653010234537	20.3439635747294	20.3447298495325	20.3713262179529	20.4011174774189	20.3864047918083	20.3472353302183	20.3403151306495	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746	20.3532032602746
1008700	19.6853770251887	19.3358386749293	19.2958105514547	19.3165522607602	19.0715012165156	19.1227532638134	18.779611304214	18.5969687168225	18.5078763479217	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664	18.3912252266664
1008900	20.9803437867362	20.9488963143198	20.8929986159537	20.9037210736618	20.873552168889	20.8656559093379	20.802098271603	20.8271952456198	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407	20.8265622942407
1009100	20.348853362389	20.3440802495332	20.3270510107829	20.2372563237868	20.1799940049698	20.1504417860934	20.1418812605406	20.0061852090818	19.8670250560964	19.9075719135041	19.8419784747897	19.8865873110008	19.6535225543023	19.8439438325843	19.8196645383026	19.8196645383026	19.8196645383026	19.8196645383026	19.8196645383026	19.8196645383026
1009400	6.17062279544709	6.07972080034854	5.94815306945761	5.83203578533449	5.70727235724684	5.65762831250464	5.60204114553389	5.60875587920512	5.57383697329396	5.62012942225072	5.57094334546042	5.56275707927843	5.53877227009148	5.54889532851139	5.54889532851139	5.54889532851139	5.54889532851139	5.54889532851139	5.54889532851139	5.54889532851139
1009500	12.7697455945706	12.2799804913814	10.8354830050139	11.2297645811212	10.8403130670455	10.4959111047417	10.542050122146	10.1642562592238	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018	10.0761306162018
1009900	5.65462525276336	5.50705885566556	5.30249153287676	5.33097039406455	5.15595921648872	5.28097723256014	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573	5.23331181071573
1010100	12.3054953092746	12.2099936564834	11.4228287095612	11.2795080814292	10.9837190654771	10.1724860608569	10.0581200199117	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528	10.0895969758528
1010200	20.8237969005193	20.8238203480514	20.8238851673617	20.8151019886041	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904	20.8007382947904
1010600	20.1778358816272	20.1227691407923	20.0672359885323	20.0258909349197	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765	20.0325360439765
1010800	20.1233522321413	20.0988257671866	20.0697366852502	20.0046287777487	19.9743428390585	19.9482030136745	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754	19.9637258898754
1012000	22.8291021645384	22.8209348588481	22.819867432979	22.8191990145964	22.8163999401156	22.8143504964798	22.8139210074941	22.8117017373751	22.8077263875482	22.8043201408192	22.8133055561393	22.8202734910505	22.8055934905153	22.8045000833564	22.8038139860758	22.8038139860758	22.8038139860758	22.8038139860758	22.8038139860758	22.8038139860758
1012100	20.08396510113	20.0363389207665	19.9886391993336	19.9346165292111	19.9066292511887	19.9151815804137	19.8945969959068	19.9068714022045	19.8880235603492	19.9244913709845	19.8271991854261	19.7843586763437	19.8843026569167	19.8625917935844	19.8043544084881	19.8034260662677	19.8275002019943	19.8275002019943	19.8275002019943	19.8275002019943
101300	21.8277469635632	21.8271492600825	21.8212621263662	21.8212614450535	21.8134690523828	21.7906740021329	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199	21.7844997608199
1013000	20.4243301118906	20.4243301118906	20.4243301118906	20.4243301118906	20.4243299646835	20.4214941187245	20.4162180686133	20.4107638722388	20.4047701904277	20.3943353827941	20.388458858924	20.388458858924	20.388458858924	20.388458858924	20.388458858924	20.388458858924	20.388458858924	20.388458858924	20.388458858924	20.388458858924
1013200	5.9781939479293	5.86758636357497	5.66595488704165	5.47328892306637	5.3790990643662	5.32644500851112	5.36379286570489	5.31411760226575	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121	5.28740395671121
1013500	8.38087380857681	7.36435209122008	7.4987736306829	7.30362701347673	7.09733609251137	7.10676137760423	7.05526119843767	7.0195263441831	7.0195263441831	7.0195263441831	7.0195263441831	7.0195263441831	7.0195263441831	NA	7.0195263441831	7.0195263441831	7.0195263441831	7.0195263441831	7.0195263441831	7.0195263441831
1013800	19.7642676603293	19.761567609794	19.7049089779027	19.7283914275035	19.6783613862452	19.3083517181157	19.2653102415927	19.2740614483734	19.187389839569	19.2676522889282	19.1104749504958	19.1192953832603	18.9724459358938	18.9129201335411	18.8848112915471	18.8731238837978	18.7366799301338	18.6105823479834	18.5606066759946	18.5360593945498
1014000	6.63264521986346	6.03213286038027	6.04986432875964	5.87726236631848	5.6709316813632	5.60699701850207	5.59065971650691	5.58812715424888	5.56155325027986	5.5375319341895	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832	5.67026251794832
1014300	19.7302857154303	19.7302681745299	19.7292722825292	19.7237517032192	19.723924660802	19.7189937062586	19.7060737610406	19.7081887184997	19.7093019907136	19.7032085412037	19.7353647217709	19.6983691750683	19.6872117053334	19.7238859515315	19.6797340061231	19.6788734914082	19.6661044410475	19.6711824336112	19.6711824336112	19.6711824336112
1015100	20.0421560458376	19.9668755487811	19.9516673912599	19.9274859836674	19.9158535245038	19.8917989268009	19.8633472841665	19.8672591454693	19.8511364418322	19.8112658755127	19.8217358013264	19.7837207548884	19.8081944116502	19.8081944116502	19.8081944116502	19.8081944116502	19.8081944116502	19.8081944116502	19.8081944116502	19.8081944116502
1015200	20.2550384088077	20.2086426714015	20.1699217657464	20.101841994878	20.0417497589089	19.9645972008406	19.7455837030926	19.5909604872935	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487	19.8839560507487
1016200	20.1693211344757	20.1633984585491	20.1076376762299	20.1053169627637	20.0525837736315	20.023045886607	20.0323028858394	20.0040819266043	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839	20.0041368921839
1016800	19.6659458605223	19.5567072475837	19.5716359896805	19.1336718642819	19.1000349934845	18.6508639769961	18.5858830043019	18.2172788199221	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935	18.2676269157935
101700	22.8104353324844	22.8028806574124	22.802880657382	22.7912975783856	22.7912916426041	22.7844410314058	22.7844410314058	22.7659535841157	22.7659535754887	22.7592048366297	22.7472931571972	22.7472931571625	22.7469615562981	22.7469615562981	22.7469615562981	22.7469615562981	22.7469615562981	22.7469615562981	22.7469615562981	22.7469615562981
1017400	9.52686103410244	9.51140809812648	8.74401054911062	8.73377374016699	8.4977567260132	8.77904212354198	8.49177741557436	8.34062221633016	8.49687822513255	8.18490679183832	7.88975372756172	7.6075616516508	7.6204958617817	7.6204958617817	7.6204958617817	7.6204958617817	7.6204958617817	7.6204958617817	7.6204958617817	7.6204958617817
1017800	19.8656199222034	19.8607703589611	19.8632211701742	19.840925838385	19.8409226580734	19.8324682558695	19.8222466345684	19.8115943538039	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594	19.8114891911594
1018200	19.9399000502645	19.9351395384371	19.9365852357916	19.8744587867793	19.8275033725718	19.810457159225	19.8090426653045	19.7697509743082	19.7825658498414	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554	19.8188926194554
1018300	9.05269172105889	8.96009232736374	8.87779314010876	8.88432970121929	8.74476372306141	8.29581190029477	8.11439650815086	7.71754733807172	7.29520699583307	7.32004528504596	7.21418272090443	7.11072413434021	6.98677509850694	6.85690419075298	6.96431363231191	7.28634838462856	7.80216536805446	7.22658547289971	7.00077484742553	6.63646346759177
1018500	19.8843682862569	19.8702713721388	19.8678823986347	19.8790585189524	19.8613928832456	19.88284094198	19.888848797998	19.8688470402385	19.869440903918	19.8701465019109	19.8618029861818	19.8754182557062	19.8911724950469	19.8589176536312	19.8560625020575	19.8467423776916	19.8117566724939	19.814401033052	19.8149542679575	19.7749066600411
1018900	19.9908381290336	19.9909005587273	19.9868543593576	19.9882666932948	19.9881899499262	19.9881600193754	19.9768710858899	19.9910833726361	19.9911061615716	19.9910476764402	19.9938269657012	19.9938570605109	19.9948213442587	19.9901149205902	19.9916844406409	19.9706404724837	19.9804710672311	19.9804710672311	19.9804710672311	19.9804710672311
1019500	6.4888227933337	6.48002607210901	6.4680359542839	6.45983745219881	6.08946392734793	6.44671387659754	6.04615139742916	5.97113587900088	5.93448999553021	5.95148264863837	5.94528320775622	5.92338627076011	5.93728899823882	5.77209472288852	5.75701796359908	5.74986252959305	5.72969414729651	5.72712833911022	5.7262197985041	5.70819342734574
1019800	19.7539818628078	19.7223960959467	19.6953086090274	19.695032123359	19.6642252345635	19.6027055533425	19.5789033970283	19.5893705207754	19.6097175569094	19.5654043024152	19.5902615208858	19.5585260734873	19.5585260734873	19.5585260734873	19.5585260734873	19.5585260734873	19.5585260734873	19.5585260734873	19.5585260734873	19.5585260734873
102000	22.9106927126228	22.913407267295	22.9044555218525	22.8984818419811	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511	22.9030871261511
1020300	9.55541259150334	9.4608275997982	9.37209684747614	9.31424618116619	9.19257749284376	9.20147745369768	9.15051208780165	9.12907846661034	9.0496179840427	9.04001324440714	9.00714881584615	9.05330981609776	8.94160151647997	8.94523203859187	8.98654209748288	8.90149178007826	8.89935914293384	8.89641450194494	8.9142404332071	8.86853594583354
1021100	20.3033574360872	20.2938089180345	20.2674478018052	20.2794427167705	20.266130178255	20.2692051456137	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857	20.2644201019857
1021600	5.90262181629851	5.95206252427922	5.84879890989423	5.27693975412831	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732	5.33132487577732
1021800	19.4418962842175	19.3587228902472	19.1500004252831	18.945989282392	18.5797279654877	18.5407224182874	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789	18.4163239794789
1022900	19.3802259868331	19.3277127543696	18.4091111768414	18.7782981105083	18.4036532071827	18.3061056044824	17.6746798074461	17.3884751826722	16.9459958422221	16.6685279107808	16.3344226475165	16.5938268471799	16.5207407084873	16.4163537565237	16.0142202547665	16.1010221378953	16.2058980850723	16.2058980850723	16.2058980850723	16.2058980850723
1023000	7.5832704082896	7.51393082531636	7.54234158595921	7.36512340792067	7.2413576390058	7.1857291390973	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296	7.13470478443296
1023100	19.9186316410773	19.8837654762837	19.5786739576694	19.5354644553077	19.5426260441694	19.4806105422268	19.4013982950423	19.3666250774006	19.0909629126845	18.8818229538939	18.9090179865958	18.8693447656373	18.8693447656373	18.8693447656373	18.8693447656373	18.8693447656373	18.8693447656373	18.8693447656373	18.8693447656373	18.8693447656373
102600	8.52139059882842	8.29526798412538	7.98881130819939	7.83742518220851	7.73633230656577	7.67887962952259	7.90792632414458	7.3824254514682	7.14501450871522	7.07037390508823	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539	6.77712606614539
102800	7.9647869815195	7.10933840506296	6.76087401392448	6.58035310776645	6.58885988368931	6.32339321699223	5.71029480996699	5.65110484445364	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469	5.70910537177469
102900	22.2901510303386	22.2814169904088	22.2771103349514	22.2729527314085	22.2795799769597	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684	22.287338683684
10300	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037	23.7405445329037
1030260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1030400	22.0952138829386	22.0766188181471	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783	22.0582913460783
103300	5.46115507086005	5.29151597723154	5.2709557369295	5.03335631798358	5.06148241570954	4.67324878701728	4.53842702033232	4.52925337469937	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229	4.51791561997229
103400	23.116571766663	23.1271449894749	23.1024433421915	23.1339127365334	23.0903321028758	23.0877004169767	23.1123808672833	23.1129837493306	23.1194542826013	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556	23.0994923374556
103600	22.6589144225553	22.6465800927833	22.6282959296359	22.5828056797738	22.5733834190287	22.4783605102325	22.4651766305051	22.3904930922707	22.3483757221367	22.2945402043379	22.2857629216046	22.2790676008957	22.2790676008957	22.2790676008957	22.2790676008957	22.2790676008957	22.2790676008957	22.2790676008957	22.2790676008957	22.2790676008957
103900	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685208881947	22.3685227062628	22.3685241313254	22.3685241313254	22.3685241313254	22.3685241313254	22.3685241313254	22.3685241313254	22.3685241313254	22.3685241313254	22.3685241313254
104000	5.52220274152669	5.52904292944294	5.55585577244047	5.45333260727611	5.54013213130581	5.50773689786533	5.50696791607034	5.40709148022359	5.40313350442439	5.39678874508552	5.38425700112253	5.37968459118148	5.33432522061716	5.28365352078458	5.26370864362679	5.14529379533931	5.14278345457557	5.07627179980023	4.91351799911697	4.71381280014933
104200	23.1200908414276	22.5939304367891	22.5304916726812	22.289235901936	22.4131914210827	22.285942087806	22.0088672674836	22.2437767222439	22.4846940678093	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041	22.3836698594041
104300	13.7672002520949	13.4518897835356	13.3287855502683	13.0872667493633	11.8213193379226	11.5407115423702	11.5672451502505	10.7326474281343	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052	10.7795093531052
104600	14.7529886460996	14.3132533870819	13.9512676038584	13.5751558033801	13.2154486192374	12.9990965225058	12.5329858792202	11.9966298878005	11.4268142436825	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022	11.0406447201022
104700	20.6286762367905	20.4837547904119	18.7382584962627	18.5345070272632	18.4389055023435	17.8167624599179	17.6336113866022	18.0843092540337	17.2505478233679	16.8496182653341	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348	16.7858767384348
