site_id	date	secchi_meter
WBIC_1527800	1985-04-28	2.7432
WBIC_1378100	1985-10-29	1.2192
WBIC_1378100	1985-10-29	1.2192
WBIC_1378100	1985-10-29	1.3716
WBIC_1378100	1985-10-29	2.286
WBIC_1378100	1985-10-29	1.8288
WBIC_1378100	1985-10-29	2.1336
WBIC_758300	1986-02-12	4.572
WBIC_1005800	1986-04-14	4.2672
WBIC_1005800	1986-04-21	4.572
WBIC_758300	1986-04-23	4.8768
WBIC_1005800	1986-04-30	4.8768
WBIC_848800	1986-05-03	2.4384
WBIC_1005800	1986-05-07	3.9624
WBIC_1378100	1986-05-08	1.8288
WBIC_1378100	1986-05-08	2.286
WBIC_1378100	1986-05-08	2.1336
WBIC_1378100	1986-05-08	2.7432
WBIC_1378100	1986-05-08	2.7432
WBIC_1378100	1986-05-08	2.7432
WBIC_397100	1986-05-10	3.3528
WBIC_399200	1986-05-10	1.0668
WBIC_1005800	1986-05-12	5.1816
WBIC_397100	1986-05-17	3.3528
WBIC_399200	1986-05-17	1.3716
WBIC_2706800	1986-05-21	4.2672
WBIC_805000	1986-05-23	0.9144
WBIC_1005800	1986-05-23	4.8768
WBIC_397100	1986-05-24	2.1336
WBIC_399200	1986-05-24	1.3716
WBIC_25300	1986-05-28	4.572
WBIC_25300	1986-05-28	2.1336
WBIC_968800	1986-05-31	7.0104
WBIC_397100	1986-05-31	2.7432
WBIC_1588200	1986-05-31	6.5532
WBIC_1588200	1986-05-31	7.0104
WBIC_399200	1986-05-31	1.2192
WBIC_805000	1986-06-01	0.9144
WBIC_1536300	1986-06-01	4.8006
WBIC_793600	1986-06-04	2.5908
WBIC_1515200	1986-06-04	2.4384
WBIC_180300	1986-06-04	0.9906
WBIC_1610700	1986-06-06	1.2954
WBIC_1598900	1986-06-06	3.6576
WBIC_397100	1986-06-07	1.8288
WBIC_717400	1986-06-07	3.5814
WBIC_399200	1986-06-07	1.2192
WBIC_968800	1986-06-08	5.4864
WBIC_2706800	1986-06-08	4.191
WBIC_805000	1986-06-08	0.9144
WBIC_1005800	1986-06-08	3.9624
WBIC_1536300	1986-06-08	4.572
WBIC_758300	1986-06-09	7.0104
WBIC_2105100	1986-06-10	2.286
WBIC_793600	1986-06-11	2.8194
WBIC_180300	1986-06-12	0.8382
WBIC_1513000	1986-06-12	0.4572
WBIC_1378100	1986-06-13	2.4384
WBIC_1378100	1986-06-13	2.1336
WBIC_1378100	1986-06-13	2.1336
WBIC_1378100	1986-06-13	2.1336
WBIC_1378100	1986-06-13	2.286
WBIC_1378100	1986-06-13	2.7432
WBIC_439800	1986-06-13	5.334
WBIC_2706800	1986-06-14	3.6576
WBIC_1598900	1986-06-14	2.7432
WBIC_397100	1986-06-14	2.4384
WBIC_1515200	1986-06-14	1.6764
WBIC_717400	1986-06-14	2.667
WBIC_399200	1986-06-14	1.2192
WBIC_717400	1986-06-15	2.4384
WBIC_1536300	1986-06-15	3.5814
WBIC_25300	1986-06-17	3.9624
WBIC_25300	1986-06-17	2.1336
WBIC_793600	1986-06-17	2.0574
WBIC_439800	1986-06-17	5.334
WBIC_805000	1986-06-18	0.6096
WBIC_397100	1986-06-18	2.5908
WBIC_180300	1986-06-18	0.6858
WBIC_399200	1986-06-18	1.0668
WBIC_1598900	1986-06-19	2.7432
WBIC_2105100	1986-06-20	3.3528
WBIC_1005800	1986-06-20	4.572
WBIC_1610700	1986-06-22	1.524
WBIC_717400	1986-06-22	3.048
WBIC_1536300	1986-06-22	2.667
WBIC_793600	1986-06-23	1.6002
WBIC_1513000	1986-06-23	0.4572
WBIC_968800	1986-06-24	5.0292
WBIC_716800	1986-06-24	1.8288
WBIC_716800	1986-06-24	1.6764
WBIC_25300	1986-06-25	4.2672
WBIC_25300	1986-06-25	2.1336
WBIC_848800	1986-06-25	2.4384
WBIC_180300	1986-06-25	0.6858
WBIC_2706800	1986-06-26	2.4384
WBIC_1598900	1986-06-26	2.7432
WBIC_396500	1986-06-26	6.5532
WBIC_397100	1986-06-26	2.4384
WBIC_399200	1986-06-26	1.2192
WBIC_439800	1986-06-26	5.0292
WBIC_1005800	1986-06-27	3.3528
WBIC_805000	1986-06-28	0.6096
WBIC_717400	1986-06-28	3.429
WBIC_1588200	1986-06-28	5.5626
WBIC_1588200	1986-06-28	6.0198
WBIC_1536300	1986-06-29	3.048
WBIC_2105100	1986-06-30	2.286
WBIC_716800	1986-06-30	1.3716
WBIC_716800	1986-06-30	1.0668
WBIC_25300	1986-07-02	3.6576
WBIC_25300	1986-07-02	2.1336
WBIC_180300	1986-07-02	0.8382
WBIC_2706800	1986-07-03	3.2004
WBIC_1598900	1986-07-03	2.5908
WBIC_848800	1986-07-03	2.5146
WBIC_396500	1986-07-03	6.477
WBIC_1513000	1986-07-03	0.4572
WBIC_2706800	1986-07-04	2.4384
WBIC_439800	1986-07-04	5.0292
WBIC_1579700	1986-07-06	1.9812
WBIC_716800	1986-07-06	1.0668
WBIC_716800	1986-07-06	0.9906
WBIC_805000	1986-07-06	0.5334
WBIC_717400	1986-07-06	3.6576
WBIC_717400	1986-07-06	2.9718
WBIC_1536300	1986-07-06	2.4384
WBIC_399200	1986-07-06	0.9144
WBIC_2334700	1986-07-07	3.6576
WBIC_793600	1986-07-07	0.0762
WBIC_1005800	1986-07-07	4.572
WBIC_417400	1986-07-08	5.0292
WBIC_827100	1986-07-08	2.667
WBIC_25300	1986-07-09	3.3528
WBIC_25300	1986-07-09	2.1336
WBIC_848800	1986-07-09	2.286
WBIC_180300	1986-07-09	0.762
WBIC_2495100	1986-07-09	6.9342
WBIC_439800	1986-07-09	5.0292
WBIC_2706800	1986-07-10	2.8956
WBIC_1598900	1986-07-10	2.7432
WBIC_1610700	1986-07-11	1.6002
WBIC_1378100	1986-07-11	2.286
WBIC_1378100	1986-07-11	2.1336
WBIC_1378100	1986-07-11	1.8288
WBIC_1378100	1986-07-11	2.1336
WBIC_1378100	1986-07-11	2.1336
WBIC_1378100	1986-07-11	2.4384
WBIC_716800	1986-07-12	1.2192
WBIC_716800	1986-07-12	1.2954
WBIC_1513000	1986-07-12	0.4572
WBIC_1536300	1986-07-12	2.5146
WBIC_2334700	1986-07-14	4.1148
WBIC_2706800	1986-07-14	2.4384
WBIC_793600	1986-07-14	0.8382
WBIC_1579700	1986-07-14	1.3716
WBIC_717400	1986-07-14	4.7244
WBIC_439800	1986-07-14	4.953
WBIC_2392000	1986-07-14	3.5052
WBIC_1005800	1986-07-15	4.2672
WBIC_1515200	1986-07-15	1.3716
WBIC_758300	1986-07-16	3.3528
WBIC_848800	1986-07-16	2.0574
WBIC_397100	1986-07-16	1.524
WBIC_180300	1986-07-16	0.6858
WBIC_2742700	1986-07-16	6.49224
WBIC_399200	1986-07-16	0.9144
WBIC_417400	1986-07-17	3.9624
WBIC_2464500	1986-07-17	2.4384
WBIC_2464500	1986-07-17	2.5908
WBIC_692900	1986-07-17	4.0386
WBIC_853200	1986-07-17	2.0574
WBIC_1598900	1986-07-17	3.048
WBIC_396500	1986-07-17	6.7056
WBIC_858300	1986-07-17	1.6764
WBIC_816800	1986-07-17	0.9144
WBIC_816800	1986-07-17	0.8382
WBIC_816800	1986-07-17	1.2192
WBIC_816800	1986-07-17	0.9144
WBIC_1579700	1986-07-18	1.6764
WBIC_716800	1986-07-18	0.9144
WBIC_716800	1986-07-18	0.9144
WBIC_2495100	1986-07-18	6.096
WBIC_1579700	1986-07-19	1.9812
WBIC_717400	1986-07-19	4.8768
WBIC_717400	1986-07-20	4.2672
WBIC_1536300	1986-07-20	2.5908
WBIC_1588200	1986-07-20	4.8006
WBIC_1588200	1986-07-20	4.953
WBIC_439800	1986-07-20	4.6482
WBIC_25300	1986-07-21	2.4384
WBIC_25300	1986-07-21	1.8288
WBIC_1515200	1986-07-21	1.0668
WBIC_968800	1986-07-22	3.6576
WBIC_2334700	1986-07-22	3.2766
WBIC_793600	1986-07-22	0.762
WBIC_1005800	1986-07-22	4.572
WBIC_2392000	1986-07-22	3.6576
WBIC_2350500	1986-07-23	2.4384
WBIC_2350600	1986-07-23	3.3528
WBIC_2350200	1986-07-23	2.4384
WBIC_716800	1986-07-23	0.762
WBIC_716800	1986-07-23	0.762
WBIC_397100	1986-07-23	1.8288
WBIC_180300	1986-07-23	0.6096
WBIC_399200	1986-07-23	0.9144
WBIC_848800	1986-07-24	1.8288
WBIC_396500	1986-07-24	6.477
WBIC_858300	1986-07-24	1.7526
WBIC_2169200	1986-07-24	1.8288
WBIC_827100	1986-07-24	2.7432
WBIC_1598900	1986-07-25	2.5908
WBIC_805000	1986-07-25	0.6096
WBIC_439800	1986-07-25	4.4196
WBIC_2706800	1986-07-26	2.4384
WBIC_1579700	1986-07-26	1.4478
WBIC_1513000	1986-07-26	0.4572
WBIC_1588200	1986-07-26	4.953
WBIC_1588200	1986-07-26	5.1816
WBIC_2464500	1986-07-27	2.5908
WBIC_2464500	1986-07-27	2.286
WBIC_717400	1986-07-27	5.334
WBIC_1536300	1986-07-27	2.2098
WBIC_25300	1986-07-28	3.048
WBIC_25300	1986-07-28	1.524
WBIC_2334700	1986-07-28	3.1242
WBIC_793600	1986-07-28	0.762
WBIC_1515200	1986-07-28	0.762
WBIC_2169200	1986-07-28	1.8288
WBIC_2495100	1986-07-28	6.2484
WBIC_716800	1986-07-29	0.762
WBIC_716800	1986-07-29	0.762
WBIC_2392000	1986-07-29	3.2766
WBIC_2105100	1986-07-30	1.6002
WBIC_853200	1986-07-30	1.2192
WBIC_180300	1986-07-30	0.5334
WBIC_1598900	1986-07-31	2.4384
WBIC_848800	1986-07-31	1.524
WBIC_396500	1986-07-31	5.8674
WBIC_439800	1986-07-31	4.2672
WBIC_758300	1986-08-01	3.3528
WBIC_1005800	1986-08-01	4.2672
WBIC_25300	1986-08-02	3.048
WBIC_25300	1986-08-02	1.524
WBIC_968800	1986-08-03	3.048
WBIC_1527800	1986-08-03	2.286
WBIC_1527800	1986-08-03	2.286
WBIC_1536300	1986-08-03	2.3622
WBIC_1588200	1986-08-03	4.3434
WBIC_1588200	1986-08-03	4.4958
WBIC_2350500	1986-08-04	2.5146
WBIC_2350600	1986-08-04	3.429
WBIC_793600	1986-08-04	0.5334
WBIC_1579700	1986-08-04	1.2954
WBIC_692900	1986-08-04	5.6388
WBIC_2350200	1986-08-04	2.5146
WBIC_716800	1986-08-04	0.6858
WBIC_716800	1986-08-04	0.762
WBIC_417400	1986-08-05	2.8956
WBIC_180300	1986-08-05	0.5334
WBIC_2392000	1986-08-05	2.8194
WBIC_439800	1986-08-06	4.0386
WBIC_25300	1986-08-07	2.4384
WBIC_25300	1986-08-07	1.524
WBIC_848800	1986-08-07	1.6002
WBIC_396500	1986-08-07	5.7912
WBIC_853200	1986-08-08	1.7526
WBIC_1598900	1986-08-08	2.1336
WBIC_1005800	1986-08-08	4.2672
WBIC_1482400	1986-08-08	0.762
WBIC_827100	1986-08-08	2.4384
WBIC_968800	1986-08-09	2.8194
WBIC_2334700	1986-08-09	3.2004
WBIC_2615100	1986-08-09	1.6764
WBIC_858300	1986-08-09	2.667
WBIC_1588200	1986-08-09	4.4958
WBIC_1588200	1986-08-09	4.7244
WBIC_816800	1986-08-09	0.6096
WBIC_816800	1986-08-09	0.4572
WBIC_816800	1986-08-09	0.762
WBIC_816800	1986-08-09	0.54864
WBIC_45200	1986-08-10	3.9624
WBIC_1579700	1986-08-10	1.2954
WBIC_805000	1986-08-10	0.6096
WBIC_2353600	1986-08-10	2.667
WBIC_2105100	1986-08-11	1.6002
WBIC_2706800	1986-08-11	1.8288
WBIC_793600	1986-08-11	0.6858
WBIC_716800	1986-08-11	0.6858
WBIC_716800	1986-08-11	0.762
WBIC_396500	1986-08-11	5.334
WBIC_2495100	1986-08-11	5.4864
WBIC_1378100	1986-08-12	1.524
WBIC_1378100	1986-08-12	1.2192
WBIC_1378100	1986-08-12	1.524
WBIC_180300	1986-08-12	0.4572
WBIC_1513000	1986-08-12	0.381
WBIC_1378100	1986-08-12	1.524
WBIC_1378100	1986-08-12	1.6764
WBIC_1378100	1986-08-12	2.4384
WBIC_399200	1986-08-12	0.9144
WBIC_417400	1986-08-15	3.048
WBIC_182300	1986-08-15	3.429
WBIC_1579700	1986-08-15	1.2954
WBIC_853200	1986-08-15	1.4478
WBIC_1598900	1986-08-15	1.905
WBIC_848800	1986-08-15	1.7526
WBIC_38700	1986-08-15	3.81
WBIC_1005800	1986-08-15	3.9624
WBIC_1527800	1986-08-16	2.4384
WBIC_1527800	1986-08-16	2.4384
WBIC_1564200	1986-08-16	3.2004
WBIC_717400	1986-08-16	4.4196
WBIC_1482400	1986-08-16	0.6858
WBIC_439800	1986-08-16	3.9624
WBIC_2392000	1986-08-16	2.8194
WBIC_968800	1986-08-17	2.8194
WBIC_2334700	1986-08-17	2.5908
WBIC_2615100	1986-08-17	1.2192
WBIC_45200	1986-08-17	4.8768
WBIC_2464500	1986-08-17	2.4384
WBIC_2464500	1986-08-17	2.8194
WBIC_716800	1986-08-17	0.6096
WBIC_716800	1986-08-17	0.4572
WBIC_717400	1986-08-17	3.9624
WBIC_1536300	1986-08-17	1.6764
WBIC_2350500	1986-08-18	1.9812
WBIC_2350600	1986-08-18	3.2766
WBIC_2350200	1986-08-18	2.1336
WBIC_793600	1986-08-19	0.9144
WBIC_396500	1986-08-19	5.9436
WBIC_2169200	1986-08-19	1.524
WBIC_758300	1986-08-20	4.2672
WBIC_848800	1986-08-20	1.8288
WBIC_180300	1986-08-20	0.381
WBIC_2105100	1986-08-21	2.1336
WBIC_182300	1986-08-21	3.7338
WBIC_853200	1986-08-21	1.2192
WBIC_399200	1986-08-21	0.762
WBIC_38700	1986-08-22	3.81
WBIC_1005800	1986-08-22	3.6576
WBIC_2464500	1986-08-23	1.905
WBIC_2464500	1986-08-23	2.9718
WBIC_692900	1986-08-23	4.2672
WBIC_1598900	1986-08-23	1.8288
WBIC_2865000	1986-08-23	1.905
WBIC_858300	1986-08-23	2.5908
WBIC_2495100	1986-08-23	5.8674
WBIC_717400	1986-08-23	4.7244
WBIC_439800	1986-08-23	3.9624
WBIC_968800	1986-08-24	3.1242
WBIC_1527800	1986-08-24	2.4384
WBIC_1527800	1986-08-24	2.4384
WBIC_45200	1986-08-24	3.9624
WBIC_1579700	1986-08-24	1.2192
WBIC_716800	1986-08-24	0.9144
WBIC_716800	1986-08-24	0.8382
WBIC_1513000	1986-08-24	0.4572
WBIC_1536300	1986-08-24	1.524
WBIC_2615100	1986-08-25	1.524
WBIC_793600	1986-08-25	0.9906
WBIC_1579700	1986-08-26	1.2192
WBIC_827100	1986-08-26	2.667
WBIC_180300	1986-08-27	0.5334
WBIC_848800	1986-08-28	1.905
WBIC_2495100	1986-08-28	5.334
WBIC_417400	1986-08-29	3.429
WBIC_1527800	1986-08-29	2.4384
WBIC_1527800	1986-08-29	2.4384
WBIC_2350500	1986-08-29	1.905
WBIC_2350600	1986-08-29	2.5146
WBIC_853200	1986-08-29	1.3716
WBIC_2350200	1986-08-29	1.9812
WBIC_396500	1986-08-29	5.1054
WBIC_38700	1986-08-29	3.8862
WBIC_397100	1986-08-29	2.4384
WBIC_2169200	1986-08-29	1.8288
WBIC_399200	1986-08-29	0.9144
WBIC_2464500	1986-08-30	2.5908
WBIC_2464500	1986-08-30	3.048
WBIC_1598900	1986-08-30	1.9812
WBIC_717400	1986-08-30	5.1054
WBIC_439800	1986-08-30	3.81
WBIC_2392000	1986-08-30	3.048
WBIC_2105100	1986-08-31	1.8288
WBIC_2334700	1986-08-31	2.286
WBIC_182300	1986-08-31	4.4196
WBIC_1536300	1986-08-31	1.6002
WBIC_1482400	1986-08-31	0.5334
WBIC_968800	1986-09-01	2.8956
WBIC_2615100	1986-09-01	1.3716
WBIC_1564200	1986-09-01	2.8194
WBIC_45200	1986-09-01	4.8768
WBIC_716800	1986-09-01	0.6096
WBIC_716800	1986-09-01	0.6096
WBIC_2865000	1986-09-01	1.8288
WBIC_793600	1986-09-02	0.1524
WBIC_1579700	1986-09-02	1.2954
WBIC_180300	1986-09-02	0.381
WBIC_827100	1986-09-02	2.4384
WBIC_1527800	1986-09-03	2.7432
WBIC_1527800	1986-09-03	2.7432
WBIC_805000	1986-09-03	0.6096
WBIC_1527800	1986-09-04	2.7432
WBIC_1527800	1986-09-04	2.7432
WBIC_848800	1986-09-04	1.905
WBIC_2742700	1986-09-04	5.60832
WBIC_853200	1986-09-05	1.2192
WBIC_38700	1986-09-05	3.429
WBIC_2464500	1986-09-06	3.048
WBIC_2464500	1986-09-06	3.2766
WBIC_1005800	1986-09-06	3.3528
WBIC_717400	1986-09-06	4.4196
WBIC_439800	1986-09-06	3.6576
WBIC_968800	1986-09-07	2.8956
WBIC_1527800	1986-09-07	2.7432
WBIC_1527800	1986-09-07	2.7432
WBIC_2334700	1986-09-07	2.2098
WBIC_1564200	1986-09-07	2.5908
WBIC_45200	1986-09-07	3.6576
WBIC_1598900	1986-09-07	2.3622
WBIC_716800	1986-09-07	0.8382
WBIC_716800	1986-09-07	1.0668
WBIC_396500	1986-09-07	4.953
WBIC_2865000	1986-09-07	1.7526
WBIC_2350500	1986-09-08	1.9812
WBIC_2350600	1986-09-08	2.7432
WBIC_793600	1986-09-08	0.9906
WBIC_2350200	1986-09-08	1.6002
WBIC_2392000	1986-09-08	3.2004
WBIC_2105100	1986-09-09	1.6764
WBIC_2615100	1986-09-09	1.524
WBIC_1579700	1986-09-09	1.2192
WBIC_758300	1986-09-09	2.7432
WBIC_180300	1986-09-09	0.5334
WBIC_848800	1986-09-10	2.0574
WBIC_1378100	1986-09-10	1.8288
WBIC_1378100	1986-09-10	2.286
WBIC_1378100	1986-09-10	1.524
WBIC_1378100	1986-09-10	1.524
WBIC_1378100	1986-09-10	1.8288
WBIC_1378100	1986-09-10	1.8288
WBIC_853200	1986-09-12	0.5334
WBIC_38700	1986-09-12	3.2766
WBIC_2169200	1986-09-12	2.1336
WBIC_2495100	1986-09-12	5.0292
WBIC_2706800	1986-09-13	2.5908
WBIC_182300	1986-09-13	4.2672
WBIC_1564200	1986-09-13	2.5146
WBIC_2464500	1986-09-13	3.9624
WBIC_2464500	1986-09-13	3.53568
WBIC_2865000	1986-09-13	1.6002
WBIC_1515200	1986-09-13	0.9144
WBIC_2353600	1986-09-13	3.2004
WBIC_717400	1986-09-13	4.572
WBIC_1588200	1986-09-13	4.3434
WBIC_1588200	1986-09-13	4.0386
WBIC_439800	1986-09-13	4.2672
WBIC_1579700	1986-09-14	1.2192
WBIC_793600	1986-09-15	0.9144
WBIC_2334700	1986-09-16	2.7432
WBIC_716800	1986-09-16	1.8288
WBIC_716800	1986-09-16	1.3716
WBIC_180300	1986-09-16	0.5334
WBIC_853200	1986-09-18	1.8288
WBIC_1527800	1986-09-19	3.1242
WBIC_1527800	1986-09-19	3.1242
WBIC_2615100	1986-09-19	1.3716
WBIC_848800	1986-09-19	2.1336
WBIC_1005800	1986-09-19	3.048
WBIC_439800	1986-09-20	4.1148
WBIC_2105100	1986-09-22	1.6764
WBIC_758300	1986-09-22	3.048
WBIC_1515200	1986-09-22	1.2192
WBIC_1513000	1986-09-22	1.0668
WBIC_2464500	1986-09-23	4.2672
WBIC_2464500	1986-09-23	3.5052
WBIC_396500	1986-09-23	5.0292
WBIC_180300	1986-09-23	0.762
WBIC_2392000	1986-09-23	3.2004
WBIC_968800	1986-09-24	4.7244
WBIC_2334700	1986-09-24	3.8862
WBIC_182300	1986-09-24	4.572
WBIC_793600	1986-09-24	1.0668
WBIC_1579700	1986-09-24	1.524
WBIC_716800	1986-09-24	2.286
WBIC_716800	1986-09-24	2.286
WBIC_2865000	1986-09-24	1.8288
WBIC_2169200	1986-09-24	1.9812
WBIC_2495100	1986-09-24	6.096
WBIC_439800	1986-09-24	4.1148
WBIC_1527800	1986-09-25	3.6576
WBIC_1527800	1986-09-25	3.6576
WBIC_1005800	1986-09-25	3.048
WBIC_1527800	1986-09-26	3.6576
WBIC_1527800	1986-09-26	3.6576
WBIC_848800	1986-09-26	1.905
WBIC_38700	1986-09-26	2.5908
WBIC_2615100	1986-09-27	2.1336
WBIC_717400	1986-09-27	3.7338
WBIC_45200	1986-09-28	5.4864
WBIC_1536300	1986-09-28	1.7526
WBIC_1564200	1986-09-29	2.8194
WBIC_2495100	1986-09-30	7.0104
WBIC_2350500	1986-10-01	2.1336
WBIC_2350600	1986-10-01	3.048
WBIC_2464500	1986-10-01	4.1148
WBIC_2464500	1986-10-01	3.6576
WBIC_853200	1986-10-01	1.6002
WBIC_2350200	1986-10-01	2.0574
WBIC_716800	1986-10-01	1.3716
WBIC_716800	1986-10-01	1.3716
WBIC_2169200	1986-10-01	1.9812
WBIC_2334700	1986-10-02	4.6482
WBIC_758300	1986-10-02	2.7432
WBIC_848800	1986-10-02	2.3622
WBIC_439800	1986-10-02	4.1148
WBIC_1527800	1986-10-04	3.5052
WBIC_1527800	1986-10-04	3.5052
WBIC_2615100	1986-10-04	1.9812
WBIC_717400	1986-10-04	3.7338
WBIC_182300	1986-10-06	4.6482
WBIC_1564200	1986-10-06	3.048
WBIC_396500	1986-10-06	5.1054
WBIC_180300	1986-10-06	1.0668
WBIC_1513000	1986-10-07	0.762
WBIC_2392000	1986-10-07	3.048
WBIC_2865000	1986-10-08	1.9812
WBIC_1527800	1986-10-09	3.6576
WBIC_1527800	1986-10-09	3.6576
WBIC_2495100	1986-10-09	6.477
WBIC_1005800	1986-10-10	3.048
WBIC_1564200	1986-10-12	3.81
WBIC_793600	1986-10-13	0.762
WBIC_2615100	1986-10-16	2.1336
WBIC_758300	1986-10-16	5.4864
WBIC_848800	1986-10-16	2.4384
WBIC_180300	1986-10-16	1.2192
WBIC_1513000	1986-10-16	1.0668
WBIC_1515200	1986-10-17	1.3716
WBIC_439800	1986-10-17	3.3528
WBIC_805000	1986-10-18	0.8382
WBIC_858300	1986-10-18	2.3622
WBIC_717400	1986-10-18	3.2004
WBIC_1527800	1986-10-19	3.81
WBIC_1527800	1986-10-19	3.81
WBIC_2334700	1986-10-19	2.8956
WBIC_2350500	1986-10-19	1.6764
WBIC_2350600	1986-10-19	3.3528
WBIC_1564200	1986-10-19	6.858
WBIC_2350200	1986-10-19	2.286
WBIC_182300	1986-10-20	4.8768
WBIC_793600	1986-10-20	1.0668
WBIC_2392000	1986-10-20	3.6576
WBIC_853200	1986-10-21	2.5146
WBIC_180300	1986-10-22	1.2954
WBIC_848800	1986-10-23	3.1242
WBIC_1513000	1986-10-24	1.143
WBIC_1564200	1986-10-26	8.763
WBIC_2865000	1986-10-26	2.1336
WBIC_2615100	1986-10-27	4.572
WBIC_793600	1986-10-27	0.9906
WBIC_968800	1986-10-28	4.2672
WBIC_180300	1986-10-28	1.2192
WBIC_758300	1986-10-30	5.4864
WBIC_1005800	1986-10-31	3.048
WBIC_2334700	1986-11-02	2.2098
WBIC_2350500	1986-11-02	2.1336
WBIC_2350600	1986-11-02	2.7432
WBIC_2350200	1986-11-02	2.4384
WBIC_2865000	1986-11-02	1.9812
WBIC_717400	1986-11-02	2.7432
WBIC_1513000	1986-11-03	1.143
WBIC_793600	1986-11-04	1.0668
WBIC_2392000	1986-11-04	3.2766
WBIC_180300	1986-11-05	1.2954
WBIC_1515200	1986-11-07	2.2098
WBIC_1527800	1986-11-08	3.81
WBIC_1527800	1986-11-08	3.81
WBIC_793600	1986-11-10	0.9906
WBIC_793600	1986-11-17	1.4478
WBIC_758300	1986-11-25	5.334
WBIC_2094600	1987-03-10	0.9906
WBIC_2094600	1987-03-17	1.0668
WBIC_793600	1987-03-30	1.6764
WBIC_835800	1987-04-01	1.014984
WBIC_45200	1987-04-05	7.0104
WBIC_793600	1987-04-07	2.2098
WBIC_45200	1987-04-12	6.4008
WBIC_805000	1987-04-12	0.8382
WBIC_717400	1987-04-12	3.9624
WBIC_793600	1987-04-13	2.286
WBIC_1513000	1987-04-14	0.8382
WBIC_835800	1987-04-15	0.6096
WBIC_1515200	1987-04-15	0.762
WBIC_389300	1987-04-16	2.8956
WBIC_396500	1987-04-17	6.7056
WBIC_180300	1987-04-17	1.0668
WBIC_1527800	1987-04-18	3.81
WBIC_1564200	1987-04-18	4.0386
WBIC_45200	1987-04-18	6.096
WBIC_717400	1987-04-18	3.9624
WBIC_182300	1987-04-19	4.6482
WBIC_858300	1987-04-19	5.1816
WBIC_793600	1987-04-20	1.2954
WBIC_1527800	1987-04-21	3.81
WBIC_2742700	1987-04-22	2.40792
WBIC_1610700	1987-04-23	1.0668
WBIC_1513000	1987-04-23	0.9906
WBIC_1564200	1987-04-25	2.8956
WBIC_180300	1987-04-25	0.9906
WBIC_2615100	1987-04-26	6.096
WBIC_45200	1987-04-26	3.6576
WBIC_805000	1987-04-26	0.762
WBIC_717400	1987-04-26	3.3528
WBIC_1536300	1987-04-26	3.3528
WBIC_793600	1987-04-27	1.3716
WBIC_1610700	1987-04-28	1.2192
WBIC_2350500	1987-04-28	4.7244
WBIC_2350600	1987-04-28	4.8006
WBIC_2350200	1987-04-28	2.5908
WBIC_835800	1987-04-29	0.405384
WBIC_2334700	1987-04-30	3.2004
WBIC_396500	1987-04-30	6.1722
WBIC_389300	1987-04-30	1.7526
WBIC_716800	1987-05-01	4.6482
WBIC_716800	1987-05-01	4.8768
WBIC_439800	1987-05-01	7.62
WBIC_816800	1987-05-01	2.1336
WBIC_1482400	1987-05-02	1.0668
WBIC_1588200	1987-05-02	3.048
WBIC_1588200	1987-05-02	3.7338
WBIC_45200	1987-05-03	2.7432
WBIC_2353600	1987-05-03	2.5908
WBIC_717400	1987-05-03	4.0386
WBIC_793600	1987-05-04	3.5052
WBIC_180300	1987-05-04	0.9906
WBIC_1610700	1987-05-05	1.4478
WBIC_758300	1987-05-06	3.9624
WBIC_2334700	1987-05-07	3.2004
WBIC_396500	1987-05-07	6.858
WBIC_2392000	1987-05-07	3.5052
WBIC_439800	1987-05-08	7.0104
WBIC_1527800	1987-05-09	4.2672
WBIC_2105100	1987-05-09	3.5052
WBIC_717400	1987-05-09	4.4196
WBIC_1482400	1987-05-09	0.9144
WBIC_2615100	1987-05-10	5.0292
WBIC_1564200	1987-05-10	6.096
WBIC_45200	1987-05-10	3.6576
WBIC_1513000	1987-05-11	0.9906
WBIC_848800	1987-05-12	1.9812
WBIC_180300	1987-05-12	0.9144
WBIC_793600	1987-05-13	4.1148
WBIC_835800	1987-05-13	0.356616
WBIC_2865000	1987-05-13	6.7818
WBIC_1610700	1987-05-15	1.2954
WBIC_2350500	1987-05-15	2.5908
WBIC_2350600	1987-05-15	4.2672
WBIC_1579700	1987-05-15	3.5052
WBIC_2350200	1987-05-15	3.9624
WBIC_396500	1987-05-15	7.8486
WBIC_389300	1987-05-15	2.286
WBIC_1527800	1987-05-16	4.8768
WBIC_25300	1987-05-16	4.2672
WBIC_38700	1987-05-16	4.8768
WBIC_191100	1987-05-16	4.4196
WBIC_191100	1987-05-16	4.572
WBIC_397100	1987-05-16	3.3528
WBIC_399200	1987-05-16	1.524
WBIC_439800	1987-05-16	5.7912
WBIC_2615100	1987-05-17	3.1242
WBIC_1564200	1987-05-17	8.6868
WBIC_45200	1987-05-17	3.9624
WBIC_396500	1987-05-17	8.8392
WBIC_858300	1987-05-17	3.9624
WBIC_717400	1987-05-17	3.6576
WBIC_1536300	1987-05-17	3.7338
WBIC_793600	1987-05-18	5.4864
WBIC_180300	1987-05-19	0.9144
WBIC_848800	1987-05-20	1.905
WBIC_389300	1987-05-20	2.286
WBIC_439800	1987-05-21	5.1054
WBIC_2105100	1987-05-23	2.8956
WBIC_2334700	1987-05-23	5.334
WBIC_2464500	1987-05-23	4.572
WBIC_2464500	1987-05-23	5.7912
WBIC_1881100	1987-05-23	7.3152
