WBIC	YYYY	ice.off.DoY	ice.on.DoY
1000400	2009	108.01564052	331.203144927994
1000400	2010	98.00241452	324.096997287994
1000400	2011	106.60898652	327.272188527994
1000700	1979	93.0805304	335.579643147935
1000700	1980	90.1138154	337.344724467935
1000700	1981	79.6514694	338.575658347935
1000700	1982	95.4389674	331.699396947935
1000700	1983	91.0884244	336.348931027935
1000700	1984	92.6693944	335.721631707935
1000700	1985	78.9685164	330.133775747935
1000700	1986	85.0015874	329.078637227935
1000700	1987	78.2358544	344.489566747935
1000700	1988	83.0344474	339.865570947935
1000700	1989	87.2256094	330.771217107935
1000700	1990	79.2164374	343.361926787935
1000700	1991	82.0707164	328.664320747935
1000700	1992	77.1567004	335.677682867935
1000700	1993	91.0544974	341.282442227935
1000700	1994	83.6536034	340.475966867935
1000700	1995	79.4524104	326.439100587935
1000700	1996	98.6248034	328.867161547935
1000700	1997	87.1479474	331.425561867935
1000700	1998	84.2618814	357.059259627935
1000700	1999	84.5516204	347.618935627935
1000700	2000	68.7342524	334.128965067935
1000700	2001	88.4093084	359.652607547935
1000700	2002	91.2815094	334.506094067935
1000700	2003	83.8776284	345.471837467935
1000700	2004	78.3792304	346.619761507935
1000700	2005	86.4410984	334.310014627935
1000700	2006	84.8253544	337.738756867935
1000700	2007	81.9273404	334.651463307935
1000700	2008	89.8539464	335.596546547935
1000700	2009	83.2234754	343.182750747935
1000700	2010	77.0839424	336.881571307935
1000700	2011	85.0673014	342.440508307935
1000800	1979	103.15295548	329.223655980072
1000800	1980	97.36481848	331.531519620072
1000800	1981	90.04840748	331.742995300072
1000800	1982	104.98077648	326.416958860072
1000800	1983	103.82694748	330.596578420072
1000800	1984	99.30614548	328.721441820072
1000800	1985	91.27989848	326.173549900072
1000800	1986	92.20479848	324.633100620072
1000800	1987	84.19263948	333.623019740072
1000800	1988	92.14015448	335.432049900072
1000800	1989	93.80859448	326.770423100072
1000800	1990	88.99016248	335.110885300072
1000800	1991	88.00061848	325.388865780072
1000800	1992	97.25131248	331.460525340072
1000800	1993	97.02621748	330.167232060072
1000800	1994	90.21866648	335.974832220072
1000800	1995	87.32065248	322.264018380072
1000800	1996	105.40493048	325.598467940072
1000800	1997	96.33729048	323.792818460072
1000800	1998	90.82395748	351.824517420072
1000800	1999	90.47853548	343.843140020072
1000800	2000	74.85233548	330.701379500072
1000800	2001	93.71002348	353.016390300072
1000800	2002	97.91527348	330.309220620072
1000800	2003	91.07486548	337.875140740072
1000800	2004	87.55065148	342.877772700072
1000800	2005	92.37697448	330.845241580072
1000800	2006	92.66671348	333.369468740072
1000800	2007	87.22208148	329.746154220072
1000800	2008	95.15466148	332.128392820072
1000800	2009	89.78555148	339.491472140072
1000800	2010	83.69381048	332.549470660072
1000800	2011	92.27051248	335.185260260072
1000900	1979	118.89696688	326.865154368009
1000900	1980	114.62002888	324.737973928009
1000900	1981	105.42394788	330.578240088009
1000900	1982	115.54684588	324.827745128009
1000900	1983	114.32132888	328.791001168009
1000900	1984	113.12866888	325.267233528009
1000900	1985	106.04716088	324.574194128009
1000900	1986	102.38554488	322.636331768009
1000900	1987	94.99659888	330.163923608009
1000900	1988	103.59420988	331.824203848009
1000900	1989	107.36228788	325.133879848009
1000900	1990	99.77321288	330.699944568009
1000900	1991	100.05399088	324.420190008009
1000900	1992	109.54961888	325.782970408009
1000900	1993	106.64647788	323.953656168009
1000900	1994	105.58823288	333.858232408009
1000900	1995	98.73886388	320.514039168009
1000900	1996	117.46833388	323.571272968009
1000900	1997	109.35738088	320.872757608009
1000900	1998	101.63090388	349.001355488009
1000900	1999	99.99126388	342.401169048009
1000900	2000	86.64989588	330.299150808009
1000900	2001	103.92362688	350.132376128009
1000900	2002	107.54748188	325.275868408009
1000900	2003	103.17602988	327.347084448009
1000900	2004	102.80671188	339.488163688009
1000900	2005	102.56966888	329.697389768009
1000900	2006	104.81865688	332.967240048009
1000900	2007	97.99915788	327.967622408009
1000900	2008	104.71816888	330.973779648009
1000900	2009	103.17794688	337.178792888009
1000900	2010	91.93024288	329.859662408009
1000900	2011	102.44528488	333.119370648009
1001000	1979	122.92255212	334.749144135989
1001000	1980	118.55003012	332.703100015989
1001000	1981	109.22849512	339.069245095989
1001000	1982	117.99743512	333.328892175989
1001000	1983	117.51162412	337.285386855989
1001000	1984	117.03178712	333.212075535989
1001000	1985	108.50969812	332.508894095989
1001000	1986	105.50415212	331.137478815989
1001000	1987	100.66182412	338.658309295989
1001000	1988	106.71580412	339.566205055989
1001000	1989	110.50777812	333.044915055989
1001000	1990	111.46254812	338.452087815989
1001000	1991	102.52847612	332.378554735989
1001000	1992	112.00916912	333.707528335989
1001000	1993	109.78599412	331.901878855989
1001000	1994	108.72177512	341.522477975989
1001000	1995	101.21633612	328.600869735989
1001000	1996	120.68252512	332.072420015989
1001000	1997	112.51481912	328.922400695989
1001000	1998	104.74951112	357.475457095989
1001000	1999	103.10688412	350.878651335989
1001000	2000	89.13931612	338.085100855989
1001000	2001	106.39213812	357.390940095989
1001000	2002	110.68998512	333.193664975989
1001000	2003	105.64454112	335.207409455989
1001000	2004	105.92531912	346.095763575989
1001000	2005	105.04116712	338.191775455989
1001000	2006	107.94622512	340.651769695989
1001000	2007	101.11179112	336.465388775989
1001000	2008	110.50884812	338.736064935989
1001000	2009	106.30252812	345.663036535989
1001000	2010	95.05781112	337.632089735989
1001000	2011	105.56687912	340.810661655989
1001300	1979	124.06519948	329.400838150748
1001300	1980	119.58215848	330.658817470748
1001300	1981	110.11724748	337.021581870748
1001300	1982	117.52625548	331.284609630748
1001300	1983	117.03745748	335.241104310748
1001300	1984	118.78271248	331.167792990748
1001300	1985	108.04449248	330.464611550748
1001300	1986	106.34511248	329.096576950748
1001300	1987	100.83775348	336.610646070748
1001300	1988	106.25059848	336.793202790748
1001300	1989	110.03958548	331.000632510748
1001300	1990	110.99435548	336.407805270748
1001300	1991	102.06924448	330.877054510748
1001300	1992	111.54097648	331.663245790748
1001300	1993	109.31780148	329.857596310748
1001300	1994	108.25656948	339.474814750748
1001300	1995	100.75710448	326.559967870748
1001300	1996	121.76841948	330.031518150748
1001300	1997	112.75048848	326.878118150748
1001300	1998	104.28430548	355.414271150748
1001300	1999	103.28580048	347.801387870748
1001300	2000	89.36303748	336.037437630748
1001300	2001	105.92693248	355.333134830748
1001300	2002	110.22179248	330.582935350748
1001300	2003	105.18232248	332.545969630748
1001300	2004	105.46310048	343.140204590748
1001300	2005	104.57596148	336.144112230748
1001300	2006	107.48101948	338.604106470748
1001300	2007	100.65255948	334.421106230748
1001300	2008	110.71763448	336.691782390748
1001300	2009	105.83732248	343.611992630748
1001300	2010	95.23971448	335.584426510748
1001300	2011	104.45456448	338.759617750748
1001400	1979	124.64384	322.776127304684
1001400	1980	118.576842	324.007061184684
1001400	1981	109.863585	330.150081384684
1001400	1982	117.27558	324.588904504684
1001400	1983	117.532462	329.108465584684
1001400	1984	118.535024	324.499133304684
1001400	1985	108.461835	324.331972824684
1001400	1986	106.74752	322.465104744684
1001400	1987	103.771844	329.769571704684
1001400	1988	107.303102	330.663944744684
1001400	1989	110.471863	324.867993784684
1001400	1990	110.74368	330.275166544684
1001400	1991	102.447756	324.201633464684
1001400	1992	111.979228	325.530607064684
1001400	1993	109.067126	323.724957584684
1001400	1994	108.673912	333.345556704684
1001400	1995	103.694182	320.423948464684
1001400	1996	122.314203	323.898879424684
1001400	1997	113.928446	320.745479424684
1001400	1998	104.674765	348.116804984684
1001400	1999	103.670286	341.675510504684
1001400	2000	89.1004140000001	329.908179584684
1001400	2001	106.32934	349.210638144684
1001400	2002	109.971117	324.450296624684
1001400	2003	105.575769	327.030488184684
1001400	2004	105.856547	337.014327224684
1001400	2005	104.322299	330.011473504684
1001400	2006	107.227357	332.474848424684
1001400	2007	101.028084	328.288467504684
1001400	2008	110.466959	331.291244064684
1001400	2009	105.580673	337.486115264684
1001400	2010	94.977091	329.455168464684
1001400	2011	104.197915	332.630359704684
1002300	1979	118.80488204	325.614910293792
1002300	1980	114.52794404	323.491110533791
1002300	1981	105.33186304	329.327996013792
1002300	1982	115.45476104	323.580881733792
1002300	1983	114.22924404	327.540757093792
1002300	1984	113.03658404	324.020370133792
1002300	1985	105.95208904	323.327330733792
1002300	1986	102.29047304	321.389468373791
1002300	1987	94.90451404	328.917060213792
1002300	1988	103.50212504	330.573959773792
1002300	1989	107.27020304	323.883635773792
1002300	1990	99.67814104	329.449700493792
1002300	1991	99.96190604	323.173326613791
1002300	1992	109.45753404	324.532726333792
1002300	1993	106.55439304	322.703412093791
1002300	1994	105.49614804	332.611369013792
1002300	1995	98.64677904	319.263795093792
1002300	1996	117.37624904	322.324409573792
1002300	1997	109.26529604	319.622513533792
1002300	1998	101.53583204	347.754492093792
1002300	1999	99.89917904	341.154305653792
1002300	2000	86.55482404	329.048906733791
1002300	2001	103.82855504	348.885512733792
1002300	2002	107.45241004	324.029005013792
1002300	2003	103.08095804	326.096840373792
1002300	2004	102.71462704	338.241300293792
1002300	2005	102.47758404	328.447145693791
1002300	2006	104.72657204	331.716995973792
1002300	2007	97.90408604	326.720759013792
1002300	2008	104.62309704	329.726916253792
1002300	2009	103.08586204	335.931929493791
1002300	2010	91.83517104	328.609418333791
1002300	2011	102.35320004	331.869126573792
1002400	1979	118.88080248	325.914492278725
1002400	1980	114.60685148	323.787311838725
1002400	1981	105.41077048	329.627577998725
1002400	1982	115.53366848	323.877083038725
1002400	1983	114.30815148	327.840339078725
1002400	1984	113.11549148	324.316571438725
1002400	1985	106.03099648	323.623532038725
1002400	1986	102.36938048	321.685669678725
1002400	1987	94.98342148	329.213261518725
1002400	1988	103.58103248	330.873541758725
1002400	1989	107.34911048	324.183217758725
1002400	1990	99.75704848	329.749282478725
1002400	1991	100.04081348	323.469527918725
1002400	1992	109.53345448	324.832308318725
1002400	1993	106.63031348	323.002994078725
1002400	1994	105.57505548	332.907570318725
1002400	1995	98.72568648	319.563377078725
1002400	1996	117.45216948	322.620610878725
1002400	1997	109.34420348	319.922095518725
1002400	1998	101.61473948	348.054074078725
1002400	1999	99.97808648	341.450506958725
1002400	2000	86.63671848	329.348488718725
1002400	2001	103.90746248	349.181714038725
1002400	2002	107.53131748	324.325206318725
1002400	2003	103.15986548	326.396422358725
1002400	2004	102.79353448	338.537501598725
1002400	2005	102.55649148	328.746727678725
1002400	2006	104.80249248	332.016577958725
1002400	2007	97.98299348	327.016960318725
1002400	2008	104.70200448	330.023117558725
1002400	2009	103.16476948	336.228130798725
1002400	2010	91.91407848	328.909000318725
1002400	2011	102.43210748	332.168708558725
1003000	1979	126.90755836	314.063580785996
1003000	1980	120.67030136	314.778777785996
1003000	1981	111.79873336	321.200887265996
1003000	1982	119.36306536	316.351526705996
1003000	1983	119.61098636	320.206600985996
1003000	1984	119.86488136	315.739257265996
1003000	1985	110.37308736	316.094595025996
1003000	1986	111.33681836	314.227726945996
1003000	1987	105.60244736	321.542335945996
1003000	1988	108.51049236	316.221187345996
1003000	1989	112.41895936	316.633996665996
1003000	1990	112.68778936	321.329353105996
1003000	1991	103.62527636	315.964255665996
1003000	1992	113.22843636	316.736924225996
1003000	1993	110.99032636	314.951558825996
1003000	1994	109.89922436	324.318606945996
1003000	1995	112.92077536	311.779015545996
1003000	1996	124.50922036	315.152526105996
1003000	1997	115.95021736	312.063359025996
1003000	1998	105.86722036	339.916614665996
1003000	1999	105.50088936	331.483733305996
1003000	2000	92.2849753600001	321.677563145996
1003000	2001	107.53971736	338.663889545996
1003000	2002	111.20837736	312.283103225996
1003000	2003	106.77121136	317.582460585996
1003000	2004	109.03513436	326.215534785996
1003000	2005	105.51475436	321.058898705996
1003000	2006	108.44072136	323.468182745996
1003000	2007	108.05049436	320.057851065996
1003000	2008	112.39015936	322.331907905996
1003000	2009	109.47208336	328.347603065996
1003000	2010	96.77782436	321.224552025996
1003000	2011	105.38439636	324.406504625996
1003100	1979	123.11099876	316.144948664394
1003100	1980	116.46857976	317.402927984394
1003100	1981	108.63541776	323.755550344394
1003100	1982	117.38942276	317.462273064394
1003100	1983	116.90361176	321.978453464394
1003100	1984	117.90019976	317.375882544394
1003100	1985	107.91960776	317.205341384394
1003100	1986	105.57013176	315.345234664394
1003100	1987	101.99513876	322.639559584394
1003100	1988	106.13168776	317.871335344394
1003100	1989	110.59765376	317.741362344394
1003100	1990	110.86648376	323.141773744394
1003100	1991	102.58848176	317.078382704394
1003100	1992	111.41609176	318.403975624394
1003100	1993	109.19291676	316.598326144394
1003100	1994	108.13168476	326.208783224394
1003100	1995	103.19078576	312.903284624394
1003100	1996	121.62859976	316.270033824394
1003100	1997	113.32946576	313.622228664394
1003100	1998	104.16539476	340.956366744394
1003100	1999	103.16688976	334.525214304394
1003100	2000	89.25906176	322.774786784394
1003100	2001	106.46110476	340.865088384394
1003100	2002	110.09392076	314.286715464394
1003100	2003	105.06341176	318.689826264394
1003100	2004	105.34418976	329.870792384394
1003100	2005	104.45705076	322.878080704394
1003100	2006	107.35613476	325.338074944394
1003100	2007	100.53663576	321.158455384394
1003100	2008	110.59274976	323.425750864394
1003100	2009	105.71542476	330.339199744394
1003100	2010	95.12976476	322.321775664394
1003100	2011	104.98276276	325.493586224394
1004500	1979	125.36431428	324.287518472024
1004500	1980	119.30030328	325.016238192024
1004500	1981	110.59302028	331.658091872024
1004500	1982	118.00202828	326.100295672024
1004500	1983	118.25592328	329.945227912024
1004500	1984	119.26147228	326.010524472024
1004500	1985	109.19425728	325.839983312024
1004500	1986	107.47994228	323.976495912024
1004500	1987	104.50725328	331.277582192024
1004500	1988	108.03851128	331.463519592024
1004500	1989	111.20129828	326.379384952024
1004500	1990	112.16502928	331.783177032024
1004500	1991	103.18615228	325.713024632024
1004500	1992	112.70567628	326.485693192024
1004500	1993	110.47951428	325.236348752024
1004500	1994	109.40334728	334.850186512024
1004500	1995	104.42959128	321.938720312024
1004500	1996	123.03766428	324.904675752024
1004500	1997	114.65489428	322.256870592024
1004500	1998	105.41017428	349.611292752024
1004500	1999	104.40569528	343.176759632024
1004500	2000	90.51877628	331.416190072024
1004500	2001	107.06176228	349.523395072024
1004500	2002	110.70055228	322.921357392024
1004500	2003	106.31117828	327.327848872024
1004500	2004	107.24205228	337.638106712024
1004500	2005	105.05472128	331.519483992024
1004500	2006	107.95977928	333.979478232024
1004500	2007	101.76648028	329.796477992024
1004500	2008	111.19639428	332.067154152024
1004500	2009	106.97215228	338.987364392024
1004500	2010	96.35662228	330.963178952024
1004500	2011	105.58043328	334.138370192024
1004600	1979	123.6603828	326.928497620687
1004600	1980	119.1743548	328.186476940687
1004600	1981	109.7064568	334.549241340687
1004600	1982	117.1184518	328.812269100687
1004600	1983	116.6326408	332.768763780687
1004600	1984	118.3778958	328.695452460687
1004600	1985	107.6337018	327.988890340687
1004600	1986	105.9343218	326.620855740687
1004600	1987	100.4239758	334.138305540687
1004600	1988	105.8398078	334.320862260687
1004600	1989	109.6287948	328.528291980687
1004600	1990	110.5865518	333.935464740687
1004600	1991	101.6554668	328.404713980687
1004600	1992	111.1331728	329.190905260687
1004600	1993	108.9099978	327.381875100687
1004600	1994	107.8457788	337.002474220687
1004600	1995	100.3433268	324.084246660687
1004600	1996	121.3636028	327.555796940687
1004600	1997	112.3426848	324.405777620687
1004600	1998	103.8735148	352.948691980687
1004600	1999	102.8720228	345.332428020687
1004600	2000	88.9492598000001	333.565097100687
1004600	2001	105.5161418	352.867555660687
1004600	2002	109.8139888	328.107214140687
1004600	2003	104.7715318	330.073629100687
1004600	2004	105.0523098	340.671244740687
1004600	2005	104.1651708	333.671771700687
1004600	2006	107.0702288	336.131765940687
1004600	2007	100.2387818	331.948765700687
1004600	2008	110.3098308	334.219441860687
1004600	2009	105.4265318	341.143032780687
1004600	2010	94.8259368	333.112085980687
1004600	2011	104.0437738	336.290657900687
1005200	1979	116.66944908	320.57902218081
1005200	1980	112.50601708	318.95405590081
1005200	1981	103.45928608	324.41381238081
1005200	1982	114.12773508	318.49766410081
1005200	1983	112.92312708	322.56234054081
1005200	1984	111.75137608	318.93039114081
1005200	1985	104.07055108	317.66414330081
1005200	1986	101.10383608	316.24201782081
1005200	1987	93.10661208	323.97245046081
1005200	1988	101.67136608	324.89724962081
1005200	1989	106.70976608	318.22044834081
1005200	1990	98.50942608	324.53213618081
1005200	1991	98.79020408	317.51013918081
1005200	1992	107.53716508	319.459650740809
1005200	1993	105.32593808	317.610052420809
1005200	1994	103.62655808	326.92451682081
1005200	1995	97.48105108	313.61074970081
1005200	1996	115.28263408	317.18710106081
1005200	1997	108.00697108	313.96608746081
1005200	1998	100.35516908	343.23922870081
1005200	1999	98.72747708	335.45055006081
1005200	2000	85.36520008	323.37557726081
1005200	2001	102.62698308	343.16147306081
1005200	2002	106.89496008	318.966071460809
1005200	2003	101.89133408	320.43027226081
1005200	2004	101.53097708	333.516434740809
1005200	2005	101.28497308	322.773816220809
1005200	2006	104.17509608	326.036905140809
1005200	2007	96.74134508	321.72543906081
1005200	2008	104.07759508	324.05020610081
1005200	2009	101.88727708	331.18339918081
1005200	2010	91.31953908	322.936088860809
1005200	2011	101.16656308	326.18903574081
1005400	1979	105.92323316	333.083593571992
1005400	1980	100.13210916	335.337366331992
1005400	1981	92.17157616	336.274181051992
1005400	1982	107.03524416	330.948144611992
1005400	1983	106.59423816	335.131144851992
1005400	1984	101.40840516	331.370729611992
1005400	1985	94.6793631600001	330.101101091992
1005400	1986	96.24838516	328.618123371992
1005400	1987	86.94798216	336.585203611992
1005400	1988	96.17478016	339.129714851992
1005400	1989	101.16538816	330.677690211992
1005400	1990	92.38365316	337.975029451992
1005400	1991	93.93774016	329.920051531992
1005400	1992	101.33074316	333.201917371992
1005400	1993	99.79350816	330.654025451992
1005400	1994	96.81783216	339.638690371992
1005400	1995	91.99043916	326.330177451992
1005400	1996	110.35848216	329.573348651992
1005400	1997	101.76470516	326.766651531992
1005400	1998	94.86157016	355.133404171992
1005400	1999	93.8750131600001	347.331202811992
1005400	2000	78.32348816	335.232565251992
1005400	2001	97.11844916	356.294850931992
1005400	2002	102.02158716	333.420154411992
1005400	2003	95.11247816	334.307766091992
1005400	2004	91.58229016	346.389500251992
1005400	2005	95.78241316	334.630804211992
1005400	2006	96.0691651600001	337.900654491992
1005400	2007	91.88888116	333.582427051992
1005400	2008	98.56607416	335.910574771992
1005400	2009	93.18202916	343.057290571992
1005400	2010	84.49587816	336.297845811992
1005400	2011	96.31409916	338.872783171992
1005600	1979	122.32433908	324.626582438041
1005600	1980	117.88909008	324.856468678041
1005600	1981	107.80992708	331.748492678041
1005600	1982	116.58782808	326.004759078041
1005600	1983	116.10201708	329.964634438041
1005600	1984	116.35591208	325.887942438041
1005600	1985	107.09113008	325.751208078041
1005600	1986	104.73269308	323.813345718041
1005600	1987	101.14575208	331.337556878041
1005600	1988	105.29126208	332.248833318041
1005600	1989	109.08921008	325.720781958041
1005600	1990	110.04696708	331.131335398041
1005600	1991	101.10094708	325.597203958041
1005600	1992	110.59358808	326.383395238041
1005600	1993	108.37041308	324.574365078041
1005600	1994	107.30320708	334.205106238041
1005600	1995	99.78880708	321.273355958041
1005600	1996	120.05145508	324.748286918041
1005600	1997	111.80608708	321.594886918041
1005600	1998	103.32496908	350.171608078041
1005600	1999	101.67935508	343.571421638041
1005600	2000	87.70282608	330.764348438041
1005600	2001	104.97058308	350.087091078041
1005600	2002	109.27440408	325.866151198041
1005600	2003	104.22298608	327.883276358041
1005600	2004	104.50376408	338.781772518041
1005600	2005	103.61662508	330.871023038041
1005600	2006	106.52765708	333.334397958041
1005600	2007	99.68426208	329.144636358041
1005600	2008	109.09028008	331.415312518041
1005600	2009	104.88097308	338.349045478041
1005600	2010	93.62430808	330.311337318041
1005600	2011	104.14233708	333.489909238041
1005700	1979	127.10090604	321.579366584684
1005700	1980	122.49241104	321.819394864684
1005700	1981	112.85425404	328.956701344684
1005700	1982	121.18218804	323.392143784684
1005700	1983	120.66053304	327.243837384684
1005700	1984	120.15381304	322.779874344684
1005700	1985	110.74864204	322.585668424684
1005700	1986	110.35542804	320.789794624684
1005700	1987	106.02280704	328.576191664684
1005700	1988	109.57198704	322.742686864684
1005700	1989	113.47448004	323.104785984684
1005700	1990	114.45015904	328.366589504684
1005700	1991	104.69274504	322.478993824684
1005700	1992	114.28395704	323.777541304684
1005700	1993	112.74074804	321.992175904684
1005700	1994	110.95773204	331.352462664684
1005700	1995	114.68015804	318.823013304684
1005700	1996	125.55279304	322.196523864684
1005700	1997	117.00275104	319.107356784684
1005700	1998	106.93468904	346.933566984684
1005700	1999	106.56835804	337.552221704684
1005700	2000	94.02344904	328.714799544684
1005700	2001	109.26923004	344.546440544684
1005700	2002	112.26688504	318.906023144684
1005700	2003	107.83569304	324.039727184684
1005700	2004	110.09961604	332.432773104684
1005700	2005	107.23829304	328.096135104684
1005700	2006	109.50221604	330.502038464684
1005700	2007	110.45101204	327.095087464684
1005700	2008	113.44866704	329.365763624684
1005700	2009	111.21354404	335.374697424684
1005700	2010	99.12457604	328.261788424684
1005700	2011	107.75803104	330.660930424684
1005800	1979	125.97683864	326.842882004951
1005800	1980	119.07156364	327.57160172495
1005800	1981	110.35531964	334.216836084951
1005800	1982	118.52494264	328.65565920495
1005800	1983	118.77883764	332.50397212495
1005800	1984	119.78737364	328.565888004951
1005800	1985	109.63054864	328.39872752495
