"WBIC","DATETIME","DEPTH","WTEMP"
804600,"1995-05-09",0,11.3
804600,"1995-05-09",1,11.3
804600,"1995-05-09",2,11.3
804600,"1995-05-09",3,11.3
804600,"1995-05-09",4,11.2
804600,"1995-05-09",5,11
804600,"1995-05-09",6,10.5
804600,"1995-05-09",7,10.4
804600,"1995-05-09",8,10.2
804600,"1995-05-09",9,9.8
804600,"1995-05-09",10,9.5
804600,"1995-05-09",11,9.4
804600,"1995-05-09",12,9.4
804600,"1995-05-09",13,9.2
804600,"1995-05-09",14,9
804600,"1995-05-09",15,9
804600,"1995-05-09",16,8.9
804600,"1995-05-09",17,8.9
804600,"1995-05-09",18,8.8
804600,"1995-05-23",0,15.3
804600,"1995-05-23",2,15.4
804600,"1995-05-23",3,15.4
804600,"1995-05-23",4,15.3
804600,"1995-05-23",5,15
804600,"1995-05-23",6,14.9
804600,"1995-05-23",7,14.9
804600,"1995-05-23",8,14.9
804600,"1995-05-23",9,14.6
804600,"1995-05-23",10,13.4
804600,"1995-05-23",11,12
804600,"1995-05-23",12,11.8
804600,"1995-05-23",13,11.5
804600,"1995-05-23",14,10.8
804600,"1995-05-23",15,10.3
804600,"1995-05-23",16,10.3
804600,"1995-05-23",17,10.2
804600,"1995-06-06",0,22.4
804600,"1995-06-06",1,22.3
804600,"1995-06-06",2,22.2
804600,"1995-06-06",3,20.8
804600,"1995-06-06",4,17.7
804600,"1995-06-06",5,16.3
804600,"1995-06-06",6,15.8
804600,"1995-06-06",7,15.6
804600,"1995-06-06",8,15.3
804600,"1995-06-06",9,14.6
804600,"1995-06-06",10,13.9
804600,"1995-06-06",11,13
804600,"1995-06-06",12,12.4
804600,"1995-06-06",13,11.9
804600,"1995-06-06",14,11.3
804600,"1995-06-06",15,10.8
804600,"1995-06-06",16,10.5
804600,"1995-06-06",17,10.4
804600,"1995-06-06",18,10.4
804600,"1995-06-21",0,27.6
804600,"1995-06-21",1,27.4
804600,"1995-06-21",2,26.9
804600,"1995-06-21",3,25.1
804600,"1995-06-21",4,21.5
804600,"1995-06-21",5,20.3
804600,"1995-06-21",6,19.1
804600,"1995-06-21",7,17.7
804600,"1995-06-21",8,16.6
804600,"1995-06-21",9,15.3
804600,"1995-06-21",10,14.3
804600,"1995-06-21",11,13.4
804600,"1995-06-21",12,12.6
804600,"1995-06-21",13,12.2
804600,"1995-06-21",14,11.7
804600,"1995-06-21",15,11.5
804600,"1995-06-21",16,11.5
804600,"1995-06-21",17,11.4
804600,"1995-06-21",18,11.3
804600,"1995-06-21",19,11.3
804600,"1995-06-21",20,11.3
804600,"1995-07-07",0,20.9
804600,"1995-07-07",1,21.1
804600,"1995-07-07",2,21.2
804600,"1995-07-07",3,21.2
804600,"1995-07-07",4,21.2
804600,"1995-07-07",5,21.2
804600,"1995-07-07",6,21.2
804600,"1995-07-07",7,21.2
804600,"1995-07-07",8,20.8
804600,"1995-07-07",9,17.2
804600,"1995-07-07",10,16
804600,"1995-07-07",11,14.6
804600,"1995-07-07",12,13.2
804600,"1995-07-07",13,12.6
804600,"1995-07-07",14,12
804600,"1995-07-07",15,11.8
804600,"1995-07-07",16,11.7
804600,"1995-07-07",17,11.7
804600,"1995-07-18",0,25.8
804600,"1995-07-18",1,25.8
804600,"1995-07-18",2,25.7
804600,"1995-07-18",3,25.6
804600,"1995-07-18",4,25.4
804600,"1995-07-18",5,25.2
804600,"1995-07-18",6,22.1
804600,"1995-07-18",7,20.4
804600,"1995-07-18",8,19.1
804600,"1995-07-18",9,17.1
804600,"1995-07-18",10,14.8
804600,"1995-07-18",11,13.4
804600,"1995-07-18",12,12.9
804600,"1995-07-18",13,12.6
804600,"1995-07-18",14,12.5
804600,"1995-07-18",15,12.3
804600,"1995-07-18",16,12.2
804600,"1995-07-18",17,12.1
804600,"1995-07-18",18,12.2
804600,"1995-07-18",19,12.2
804600,"1995-08-02",0,26
804600,"1995-08-02",1,26.1
804600,"1995-08-02",2,26.2
804600,"1995-08-02",3,26.2
804600,"1995-08-02",4,26.2
804600,"1995-08-02",5,26.2
804600,"1995-08-02",5.5,26
804600,"1995-08-02",6,25.1
804600,"1995-08-02",6.5,23.5
804600,"1995-08-02",7,22.2
804600,"1995-08-02",7.5,21.3
804600,"1995-08-02",8,20.5
804600,"1995-08-02",9,17.5
804600,"1995-08-02",9.5,16.6
804600,"1995-08-02",10,15.5
804600,"1995-08-02",11,14.8
804600,"1995-08-02",12,13.6
804600,"1995-08-02",13,12.9
804600,"1995-08-02",14,12.5
804600,"1995-08-02",15,12.3
804600,"1995-08-02",16,12.3
804600,"1995-08-02",17,12.2
804600,"1995-08-02",18,12.2
804600,"1995-08-02",19,12.2
804600,"1995-08-02",20,12.3
804600,"1995-08-14",0,27.8
804600,"1995-08-14",1,27.9
804600,"1995-08-14",2,27.9
804600,"1995-08-14",3,27.9
804600,"1995-08-14",4,27.6
804600,"1995-08-14",5,26.6
804600,"1995-08-14",5.5,26.3
804600,"1995-08-14",6,25.3
804600,"1995-08-14",6.5,24.7
804600,"1995-08-14",7,24.5
804600,"1995-08-14",7.5,20.8
804600,"1995-08-14",8,18.9
804600,"1995-08-14",8.5,17
804600,"1995-08-14",9,16.1
804600,"1995-08-14",9.5,15.3
804600,"1995-08-14",10,14.8
804600,"1995-08-14",10.5,14.1
804600,"1995-08-14",11,13.7
804600,"1995-08-14",11.5,13.5
804600,"1995-08-14",12,13.4
804600,"1995-08-14",13,13.3
804600,"1995-08-14",14,13
804600,"1995-08-14",15,12.6
804600,"1995-08-14",16,12.5
804600,"1995-08-14",17,12.4
804600,"1995-08-14",18,12.4
804600,"1995-08-14",19,12.4
804600,"1995-08-14",20,12.4
804600,"1995-08-30",0,26
804600,"1995-08-30",1,26
804600,"1995-08-30",2,25.9
804600,"1995-08-30",3,25.9
804600,"1995-08-30",4,25.7
804600,"1995-08-30",5,25.6
804600,"1995-08-30",6,25.6
804600,"1995-08-30",7,25.5
804600,"1995-08-30",7.5,23.4
804600,"1995-08-30",8,22.7
804600,"1995-08-30",8.5,19
804600,"1995-08-30",9,17.9
804600,"1995-08-30",9.5,15.9
804600,"1995-08-30",10,15.5
804600,"1995-08-30",11,14.5
804600,"1995-08-30",12,13.9
804600,"1995-08-30",13,13.4
804600,"1995-08-30",14,13
804600,"1995-08-30",15,12.7
804600,"1995-08-30",16,12.6
804600,"1995-08-30",17,12.5
804600,"1995-08-30",18,12.5
804600,"1995-08-30",19,12.4
804600,"1995-08-30",19.5,12.4
804600,"1995-09-11",0,21.4
804600,"1995-09-11",1,21.4
804600,"1995-09-11",2,21.4
804600,"1995-09-11",3,21.1
804600,"1995-09-11",4,21
804600,"1995-09-11",5,21
804600,"1995-09-11",6,21
804600,"1995-09-11",7,21
804600,"1995-09-11",8,20.9
804600,"1995-09-11",9,20.8
804600,"1995-09-11",9.5,20.7
804600,"1995-09-11",10,17.7
804600,"1995-09-11",10.5,17
804600,"1995-09-11",11,15.5
804600,"1995-09-11",11.5,14.7
804600,"1995-09-11",12,14.1
804600,"1995-09-11",12.5,13.8
804600,"1995-09-11",13,13.5
804600,"1995-09-11",13.5,13.2
804600,"1995-09-11",14,13
804600,"1995-09-11",14.5,12.8
804600,"1995-09-11",15,12.7
804600,"1995-09-11",15.5,12.6
804600,"1995-09-11",16,12.5
804600,"1995-09-11",17,12.4
804600,"1995-09-11",18,12.4
804600,"1995-09-11",19,12.4
804600,"1995-09-11",20,12.4
804600,"1995-09-11",21,12.3
804600,"1995-09-25",0,16.4
804600,"1995-09-25",1,16.4
804600,"1995-09-25",2,16.4
804600,"1995-09-25",3,16.4
804600,"1995-09-25",4,16.4
804600,"1995-09-25",5,16.4
804600,"1995-09-25",6,16.4
804600,"1995-09-25",7,16.2
804600,"1995-09-25",8,16.2
804600,"1995-09-25",9,16.2
804600,"1995-09-25",10,16.2
804600,"1995-09-25",11,16.1
804600,"1995-09-25",11.5,16.1
804600,"1995-09-25",12,15.2
804600,"1995-09-25",12.5,14.9
804600,"1995-09-25",13,14.5
804600,"1995-09-25",13.5,13.7
804600,"1995-09-25",14,13.3
804600,"1995-09-25",14.5,13
804600,"1995-09-25",15,12.7
804600,"1995-09-25",15.5,12.6
804600,"1995-09-25",16,12.5
804600,"1995-09-25",17,12.4
804600,"1995-09-25",18,12.3
804600,"1995-09-25",19,12.3
804600,"1995-10-11",0,15.3
804600,"1995-10-11",1,15.3
804600,"1995-10-11",2,15.2
804600,"1995-10-11",3,15.2
804600,"1995-10-11",4,15.2
804600,"1995-10-11",5,15.2
804600,"1995-10-11",6,15.2
804600,"1995-10-11",7,15.1
804600,"1995-10-11",8,15.1
804600,"1995-10-11",9,15.1
804600,"1995-10-11",10,15.1
804600,"1995-10-11",11,15.1
804600,"1995-10-11",12,15.1
804600,"1995-10-11",13,15
804600,"1995-10-11",14,14.9
804600,"1995-10-11",15,14.8
804600,"1995-10-11",15.5,14.8
804600,"1995-10-11",16,14.6
804600,"1995-10-11",16.5,14.5
804600,"1995-10-11",17,14.5
804600,"1995-10-11",17.5,14.4
804600,"1995-10-25",0,11.8
804600,"1995-10-25",1,11.8
804600,"1995-10-25",2,11.8
804600,"1995-10-25",3,11.8
804600,"1995-10-25",4,11.8
804600,"1995-10-25",5,11.8
804600,"1995-10-25",6,11.8
804600,"1995-10-25",7,11.8
804600,"1995-10-25",8,11.8
804600,"1995-10-25",9,11.8
804600,"1995-10-25",10,11.8
804600,"1995-10-25",11,11.8
804600,"1995-10-25",12,11.8
804600,"1995-10-25",13,11.8
804600,"1995-10-25",14,11.8
804600,"1995-10-25",15,11.8
804600,"1995-10-25",16,11.7
804600,"1995-10-25",17,11.7
804600,"1995-10-25",18,11.7
804600,"1995-10-25",18.5,11.7
804600,"1995-11-07",0,7.4
804600,"1995-11-07",1,7.5
804600,"1995-11-07",2,7.5
804600,"1995-11-07",3,7.5
804600,"1995-11-07",4,7.5
804600,"1995-11-07",5,7.5
804600,"1995-11-07",6,7.5
804600,"1995-11-07",7,7.5
804600,"1995-11-07",8,7.5
804600,"1995-11-07",9,7.5
804600,"1995-11-07",10,7.5
804600,"1995-11-07",11,7.5
804600,"1995-11-07",12,7.5
804600,"1995-11-07",13,7.5
804600,"1995-11-07",14,7.5
804600,"1995-11-07",15,7.5
804600,"1995-11-07",16,7.5
804600,"1995-11-07",17,7.5
804600,"1995-11-22",0,3.7
804600,"1995-11-22",1,3.8
804600,"1995-11-22",2,3.8
804600,"1995-11-22",3,3.8
804600,"1995-11-22",4,3.9
804600,"1995-11-22",5,3.8
804600,"1995-11-22",6,3.9
804600,"1995-11-22",7,3.9
804600,"1995-11-22",8,3.9
804600,"1995-11-22",9,3.9
804600,"1995-11-22",10,3.9
804600,"1995-11-22",11,3.9
804600,"1995-11-22",12,3.9
804600,"1995-11-22",13,3.9
804600,"1995-11-22",14,3.9
804600,"1995-11-22",15,3.9
804600,"1995-11-22",16,3.9
804600,"1995-11-22",17,4
804600,"1996-02-06",1,1.3
804600,"1996-02-06",4,1.7
804600,"1996-02-06",8,2.5
804600,"1996-02-06",10,2.8
804600,"1996-02-06",12,2.8
804600,"1996-02-06",14,2.9
804600,"1996-02-06",16,3.2
804600,"1996-02-06",18,3.4
804600,"1996-02-06",20,3.7
804600,"1996-04-03",0,3.9
804600,"1996-04-03",1,3.9
804600,"1996-04-03",2,3.9
804600,"1996-04-03",3,3.9
804600,"1996-04-03",4,3.9
804600,"1996-04-03",5,3.9
804600,"1996-04-03",6,3.9
804600,"1996-04-03",7,3.9
804600,"1996-04-03",8,3.9
804600,"1996-04-03",9,3.9
804600,"1996-04-03",10,3.9
804600,"1996-04-03",11,3.9
804600,"1996-04-03",12,3.9
804600,"1996-04-03",13,3.9
804600,"1996-04-03",14,3.9
804600,"1996-04-03",15,3.9
804600,"1996-04-03",16,3.9
804600,"1996-04-03",17,3.9
804600,"1996-04-03",18,3.9
804600,"1996-04-03",19,3.9
804600,"1996-04-03",20,3.9
804600,"1996-04-03",21,3.9
804600,"1996-04-16",0,5.6
804600,"1996-04-16",1,5.6
804600,"1996-04-16",2,5.6
804600,"1996-04-16",3,5.5
804600,"1996-04-16",4,5.5
804600,"1996-04-16",5,5.5
804600,"1996-04-16",6,5.5
804600,"1996-04-16",7,5.5
804600,"1996-04-16",8,5.5
804600,"1996-04-16",9,5.5
804600,"1996-04-16",10,5.5
804600,"1996-04-16",11,5.5
804600,"1996-04-16",12,5.5
804600,"1996-04-16",13,5.5
804600,"1996-04-16",14,5.5
804600,"1996-04-16",15,5.5
804600,"1996-04-16",16,5.5
804600,"1996-04-16",17,5.5
804600,"1996-04-16",18,5.5
804600,"1996-04-16",19,5.5
804600,"1996-04-16",20,5.5
804600,"1996-05-01",0,8.6
804600,"1996-05-01",1,8.6
804600,"1996-05-01",2,8.6
804600,"1996-05-01",3,8.6
804600,"1996-05-01",4,8.6
804600,"1996-05-01",5,8.6
804600,"1996-05-01",6,8.6
804600,"1996-05-01",7,8.6
804600,"1996-05-01",8,8.6
804600,"1996-05-01",9,8.6
804600,"1996-05-01",10,8.6
804600,"1996-05-01",11,8.6
804600,"1996-05-01",12,8.5
804600,"1996-05-01",13,8.5
804600,"1996-05-01",14,8.5
804600,"1996-05-01",15,8.5
804600,"1996-05-01",16,8.5
804600,"1996-05-01",17,8.5
804600,"1996-05-01",18,8.5
804600,"1996-05-01",19,8.5
804600,"1996-05-01",20,8.4
804600,"1996-05-01",21,8.4
804600,"1996-05-14",0,10.7
804600,"1996-05-14",1,10.7
804600,"1996-05-14",2,10.7
804600,"1996-05-14",3,10.7
804600,"1996-05-14",4,10.7
804600,"1996-05-14",5,10.7
804600,"1996-05-14",6,10.7
804600,"1996-05-14",7,10.6
804600,"1996-05-14",8,10.5
804600,"1996-05-14",9,10.4
804600,"1996-05-14",10,9.9
804600,"1996-05-14",11,9.8
804600,"1996-05-14",12,9.8
804600,"1996-05-14",13,9.8
804600,"1996-05-14",14,9.7
804600,"1996-05-14",15,9.5
804600,"1996-05-14",16,9.5
804600,"1996-05-14",17,9.4
804600,"1996-05-14",18,9.4
804600,"1996-05-29",0,13.3
804600,"1996-05-29",1,13.3
804600,"1996-05-29",2,13.1
804600,"1996-05-29",3,13
804600,"1996-05-29",4,13
804600,"1996-05-29",5,13
804600,"1996-05-29",6,13
804600,"1996-05-29",7,12.9
804600,"1996-05-29",8,12.9
804600,"1996-05-29",9,12.9
804600,"1996-05-29",10,12.9
804600,"1996-05-29",11,12.9
804600,"1996-05-29",12,12.9
804600,"1996-05-29",13,12.9
804600,"1996-05-29",14,12.9
804600,"1996-05-29",15,11.8
804600,"1996-05-29",16,11.4
804600,"1996-05-29",17,11.2
804600,"1996-05-29",18,11.1
804600,"1996-05-29",19,10.9
804600,"1996-05-29",20,10.8
804600,"1996-05-29",21,10.8
804600,"1996-05-29",21.5,10.7
804600,"1996-06-10",0,16.1
804600,"1996-06-10",1,15.8
804600,"1996-06-10",2,15.7
804600,"1996-06-10",3,15.7
804600,"1996-06-10",4,15.6
804600,"1996-06-10",5,15.6
804600,"1996-06-10",6,15.6
804600,"1996-06-10",7,15.6
804600,"1996-06-10",8,15.6
804600,"1996-06-10",9,15.6
804600,"1996-06-10",10,15.1
804600,"1996-06-10",11,14.6
804600,"1996-06-10",12,13.4
804600,"1996-06-10",13,12.8
804600,"1996-06-10",14,12.6
804600,"1996-06-10",15,12.5
804600,"1996-06-10",16,12.3
804600,"1996-06-10",17,12.2
804600,"1996-06-10",18,12.1
804600,"1996-06-10",19,12.1
804600,"1996-06-10",20,12
804600,"1996-06-26",0,21.6
804600,"1996-06-26",1,21.5
804600,"1996-06-26",2,21.5
804600,"1996-06-26",3,21.5
804600,"1996-06-26",4,21.4
804600,"1996-06-26",5,21.1
804600,"1996-06-26",6,17.4
804600,"1996-06-26",7,16.4
804600,"1996-06-26",8,15.9
804600,"1996-06-26",9,15.3
804600,"1996-06-26",10,14.7
804600,"1996-06-26",11,13.8
804600,"1996-06-26",12,13.3
804600,"1996-06-26",13,12.9
804600,"1996-06-26",14,12.7
804600,"1996-06-26",15,12.4
804600,"1996-06-26",16,12.4
804600,"1996-06-26",17,12.3
804600,"1996-06-26",18,12.3
804600,"1996-06-26",19,12.2
804600,"1996-06-26",20,12.2
804600,"1996-07-09",0,23.5
804600,"1996-07-09",1,23.6
804600,"1996-07-09",2,23.6
804600,"1996-07-09",3,23.6
804600,"1996-07-09",4,23.6
804600,"1996-07-09",5,23.6
804600,"1996-07-09",6,23.5
804600,"1996-07-09",7,20.3
804600,"1996-07-09",8,18
804600,"1996-07-09",9,15.6
804600,"1996-07-09",10,14.7
804600,"1996-07-09",11,13.8
804600,"1996-07-09",12,13.3
804600,"1996-07-09",13,13.1
804600,"1996-07-09",14,12.8
804600,"1996-07-09",15,12.6
804600,"1996-07-09",16,12.6
804600,"1996-07-09",17,12.6
804600,"1996-07-09",18,12.5
804600,"1996-07-09",19,12.6
804600,"1996-07-22",0,23.2
804600,"1996-07-22",1,23.2
804600,"1996-07-22",2,23.2
804600,"1996-07-22",3,23.2
804600,"1996-07-22",4,23.2
804600,"1996-07-22",5,23.2
804600,"1996-07-22",6,23.1
804600,"1996-07-22",7,21.9
804600,"1996-07-22",7.5,19.7
804600,"1996-07-22",8,18.6
804600,"1996-07-22",9,15.9
804600,"1996-07-22",10,14.7
804600,"1996-07-22",11,14.1
804600,"1996-07-22",12,13.2
804600,"1996-07-22",13,13
804600,"1996-07-22",14,12.8
804600,"1996-07-22",15,12.6
804600,"1996-07-22",16,12.5
804600,"1996-07-22",17,12.4
804600,"1996-07-22",18,12.4
804600,"1996-08-05",0,23.6
804600,"1996-08-05",1,23.5
804600,"1996-08-05",2,23.5
804600,"1996-08-05",3,23.3
804600,"1996-08-05",4,22.8
804600,"1996-08-05",5,22.6
804600,"1996-08-05",6,22.6
804600,"1996-08-05",7,22.5
804600,"1996-08-05",8,22.1
804600,"1996-08-05",9,16.8
804600,"1996-08-05",10,15.3
804600,"1996-08-05",11,14.1
804600,"1996-08-05",12,13.2
804600,"1996-08-05",13,12.9
804600,"1996-08-05",14,12.7
804600,"1996-08-05",15,12.7
804600,"1996-08-05",16,12.4
804600,"1996-08-05",17,12.4
804600,"1996-08-05",18,12.4
804600,"1996-08-05",19,12.3
804600,"1996-08-05",20,12.3
804600,"1996-08-19",0,23.9
804600,"1996-08-19",1,23.9
804600,"1996-08-19",2,23.8
804600,"1996-08-19",3,23.6
804600,"1996-08-19",4,23.5
804600,"1996-08-19",5,23.5
804600,"1996-08-19",6,23.5
804600,"1996-08-19",7,23
804600,"1996-08-19",8,21.3
804600,"1996-08-19",9,17.8
804600,"1996-08-19",10,15.4
804600,"1996-08-19",11,14.5
804600,"1996-08-19",12,13.7
804600,"1996-08-19",13,13.1
804600,"1996-08-19",14,12.6
804600,"1996-08-19",15,12.6
804600,"1996-08-19",16,12.5
804600,"1996-08-19",17,12.5
804600,"1996-08-19",18,12.5
804600,"1996-08-19",19,12.5
804600,"1996-08-19",20,12.5
804600,"1996-08-19",21,12.5
804600,"1996-08-19",22,12.4
804600,"1996-09-05",0,26.1
804600,"1996-09-05",1,25.5
804600,"1996-09-05",2,24.9
804600,"1996-09-05",3,24.6
804600,"1996-09-05",4,24.2
804600,"1996-09-05",5,23.9
804600,"1996-09-05",6,23.6
804600,"1996-09-05",7,23.4
804600,"1996-09-05",8,22.3
804600,"1996-09-05",8.5,20.5
804600,"1996-09-05",9,18.6
804600,"1996-09-05",10,15.8
804600,"1996-09-05",11,14.2
804600,"1996-09-05",12,13.6
804600,"1996-09-05",13,13.2
804600,"1996-09-05",14,13
804600,"1996-09-05",15,12.7
804600,"1996-09-05",16,12.6
804600,"1996-09-05",17,12.5
804600,"1996-09-05",18,12.4
804600,"1996-09-05",19,12.4
804600,"1996-09-05",20,12.3
804600,"1996-09-19",0,18.7
804600,"1996-09-19",1,18.6
804600,"1996-09-19",2,18.5
804600,"1996-09-19",3,18.5
804600,"1996-09-19",4,18.5
804600,"1996-09-19",5,18.5
804600,"1996-09-19",6,18.5
804600,"1996-09-19",7,18.5
804600,"1996-09-19",8,18.5
804600,"1996-09-19",9,18.5
804600,"1996-09-19",10,18.5
804600,"1996-09-19",11,15.9
804600,"1996-09-19",12,13.7
804600,"1996-09-19",13,13.2
804600,"1996-09-19",14,12.9
804600,"1996-09-19",15,12.6
804600,"1996-09-19",16,12.5
804600,"1996-09-19",17,12.4
804600,"1996-09-19",18,12.3
804600,"1996-09-19",19,12.3
804600,"1996-09-19",20,12.3
804600,"1996-10-16",0,14.7
804600,"1996-10-16",1,14.6
804600,"1996-10-16",2,14.6
804600,"1996-10-16",3,14.4
804600,"1996-10-16",4,14.4
804600,"1996-10-16",5,14.3
804600,"1996-10-16",6,14.3
804600,"1996-10-16",7,14.2
804600,"1996-10-16",8,14.1
804600,"1996-10-16",9,14.1
804600,"1996-10-16",10,14.1
804600,"1996-10-16",11,14
804600,"1996-10-16",12,14
804600,"1996-10-16",13,13.9
804600,"1996-10-16",14,13.8
804600,"1996-10-16",15,13.7
804600,"1996-10-16",16,13.6
804600,"1996-10-16",17,13.6
804600,"1996-10-16",18,13.6
804600,"1996-10-16",19,13.2
804600,"1996-10-16",20,12.7
804600,"1996-11-25",0,3.4
804600,"1996-11-25",1,3.4
804600,"1996-11-25",2,3.5
804600,"1996-11-25",3,3.5
804600,"1996-11-25",4,3.5
804600,"1996-11-25",5,3.5
804600,"1996-11-25",6,3.5
804600,"1996-11-25",7,3.5
804600,"1996-11-25",8,3.5
804600,"1996-11-25",9,3.5
804600,"1996-11-25",10,3.5
804600,"1996-11-25",11,3.5
804600,"1996-11-25",12,3.5
804600,"1996-11-25",13,3.5
804600,"1996-11-25",14,3.5
804600,"1996-11-25",15,3.5
804600,"1996-11-25",16,3.5
804600,"1996-11-25",17,3.5
804600,"1996-11-25",18,3.5
804600,"1996-11-25",19,3.5
804600,"1996-11-25",20,3.5
804600,"1997-01-14",0,0.2
804600,"1997-01-14",1,0.8
804600,"1997-01-14",2,1
804600,"1997-01-14",3,1
804600,"1997-01-14",4,1
804600,"1997-01-14",5,1
804600,"1997-01-14",6,1.1
804600,"1997-01-14",7,1.2
804600,"1997-01-14",8,1.3
804600,"1997-01-14",9,1.4
804600,"1997-01-14",10,1.6
804600,"1997-01-14",11,1.8
804600,"1997-01-14",12,2.1
804600,"1997-01-14",13,2.4
804600,"1997-01-14",14,2.4
804600,"1997-01-14",15,2.4
804600,"1997-01-14",16,2.4
804600,"1997-01-14",17,2.4
804600,"1997-01-14",18,2.4
804600,"1997-02-17",0,0.6
804600,"1997-02-17",1,1.7
804600,"1997-02-17",2,1.8
804600,"1997-02-17",3,2
804600,"1997-02-17",4,2.2
804600,"1997-02-17",5,2.4
804600,"1997-02-17",6,2.5
804600,"1997-02-17",7,2.7
804600,"1997-02-17",8,2.8
804600,"1997-02-17",9,2.9
804600,"1997-02-17",10,3
804600,"1997-02-17",11,3
804600,"1997-02-17",12,3
804600,"1997-02-17",13,3
804600,"1997-02-17",14,3
804600,"1997-02-17",15,3.1
804600,"1997-02-17",16,3.1
804600,"1997-02-17",17,3.2
804600,"1997-02-17",18,3.4
804600,"1997-02-17",19,3.4
804600,"1997-02-17",20,3.5
804600,"1997-04-09",0,5.8
804600,"1997-04-09",1,5.8
804600,"1997-04-09",2,5.7
804600,"1997-04-09",3,5.7
804600,"1997-04-09",4,5.7
804600,"1997-04-09",5,5.7
804600,"1997-04-09",6,5.6
804600,"1997-04-09",7,5.6
804600,"1997-04-09",8,5.6
804600,"1997-04-09",9,5.6
804600,"1997-04-09",10,5.6
804600,"1997-04-09",11,5.6
804600,"1997-04-09",12,5.6
804600,"1997-04-09",13,5.6
804600,"1997-04-09",14,5.6
804600,"1997-04-09",15,5.6
804600,"1997-04-09",16,5.6
804600,"1997-04-09",17,5.6
804600,"1997-04-09",18,5.6
804600,"1997-04-09",19,5.6
804600,"1997-04-21",0,6.8
804600,"1997-04-21",1,6.8
804600,"1997-04-21",2,6.8
804600,"1997-04-21",3,6.7
804600,"1997-04-21",4,6.6
804600,"1997-04-21",5,6.6
804600,"1997-04-21",6,6.6
804600,"1997-04-21",7,6.6
804600,"1997-04-21",8,6.5
804600,"1997-04-21",9,6.5
804600,"1997-04-21",10,6.5
804600,"1997-04-21",11,6.5
804600,"1997-04-21",12,6.5
804600,"1997-04-21",13,6.4
804600,"1997-04-21",14,6.2
804600,"1997-04-21",15,6.1
804600,"1997-04-21",16,6
804600,"1997-04-21",17,6
804600,"1997-04-21",18,6
804600,"1997-04-21",19,6
804600,"1997-04-21",20,6
804600,"1997-05-01",0,9.2
804600,"1997-05-01",1,9.2
804600,"1997-05-01",2,9.2
804600,"1997-05-01",3,9.3
804600,"1997-05-01",4,9.3
804600,"1997-05-01",5,9.3
804600,"1997-05-01",6,9.3
804600,"1997-05-01",7,9.3
804600,"1997-05-01",8,9.3
804600,"1997-05-01",9,9.3
804600,"1997-05-01",10,9.3
804600,"1997-05-01",11,9.3
804600,"1997-05-01",12,9.2
804600,"1997-05-01",13,9.3
804600,"1997-05-01",14,9.3
804600,"1997-05-01",15,9.3
804600,"1997-05-01",16,9.2
804600,"1997-05-01",17,9.2
804600,"1997-05-01",18,9.1
804600,"1997-05-01",19,9.1
804600,"1997-05-01",20,9
804600,"1997-05-01",21,9
804600,"1997-05-13",0,11.7
804600,"1997-05-13",1,11.6
804600,"1997-05-13",2,11.5
804600,"1997-05-13",3,11.4
804600,"1997-05-13",4,11.4
804600,"1997-05-13",5,11.4
804600,"1997-05-13",6,11.4
804600,"1997-05-13",7,11.4
804600,"1997-05-13",8,11.4
804600,"1997-05-13",9,11.4
804600,"1997-05-13",10,11.4
804600,"1997-05-13",11,11.4
804600,"1997-05-13",12,11.4
804600,"1997-05-13",13,11.4
804600,"1997-05-13",14,11.4
804600,"1997-05-13",15,11.4
804600,"1997-05-13",16,11.3
804600,"1997-05-13",17,11.3
804600,"1997-05-13",18,11.3
804600,"1997-05-13",19,11.3
804600,"1997-05-13",20,11.3
804600,"1997-05-28",0,13.3
804600,"1997-05-28",1,13.3
804600,"1997-05-28",2,13.3
804600,"1997-05-28",3,13.3
804600,"1997-05-28",4,13.3
804600,"1997-05-28",5,13.3
804600,"1997-05-28",6,13.2
804600,"1997-05-28",7,13.1
804600,"1997-05-28",8,13
804600,"1997-05-28",9,13
804600,"1997-05-28",10,13
804600,"1997-05-28",11,12.9
804600,"1997-05-28",12,12.8
804600,"1997-05-28",13,12.8
804600,"1997-05-28",14,12.7
804600,"1997-05-28",15,12.7
804600,"1997-05-28",16,12.6
804600,"1997-05-28",17,12.6
804600,"1997-05-28",18,12.5
804600,"1997-05-28",19,12.4
804600,"1997-05-28",20,12.3
804600,"1997-05-28",21,12.3
804600,"1997-05-28",22,12.3
804600,"1997-06-11",0,19.5
804600,"1997-06-11",1,19
804600,"1997-06-11",2,18.8
804600,"1997-06-11",3,18.5
804600,"1997-06-11",4,17.8
804600,"1997-06-11",5,16.9
804600,"1997-06-11",6,16.3
804600,"1997-06-11",7,16
804600,"1997-06-11",8,15.7
804600,"1997-06-11",9,15.2
804600,"1997-06-11",10,14.6
804600,"1997-06-11",11,13.8
804600,"1997-06-11",12,13.5
804600,"1997-06-11",13,13.3
804600,"1997-06-11",14,13.1
804600,"1997-06-11",15,13.1
804600,"1997-06-11",16,13.1
804600,"1997-06-11",17,13
804600,"1997-06-11",18,13
804600,"1997-06-11",19,12.9
804600,"1997-06-11",20,12.8
804600,"1997-06-11",21,12.8
804600,"1997-06-11",21.5,12.8
804600,"1997-06-25",0,24.9
804600,"1997-06-25",1,24.7
804600,"1997-06-25",2,24.4
804600,"1997-06-25",3,22.6
804600,"1997-06-25",4,21.8
804600,"1997-06-25",5,21.2
